module	matched_panel_gene	random_gene
random_matched_097	FOXE1	PTPRF
random_matched_097	NKX2-1	CTBP1
random_matched_097	PAX8	A2M
random_matched_097	SLC5A5	LINC00205
random_matched_097	TG	NEAT1
random_matched_097	TPO	ATP5F1D
random_matched_097	TSHR	ANAPC16
random_matched_098	DIO1	PARP6
random_matched_098	FOXE1	PUM2
random_matched_098	NKX2-1	SNRNP200
random_matched_098	PAX8	MYH9
random_matched_098	SLC5A5	CD86
random_matched_098	TG	H3F3B
random_matched_098	TPO	SH3BGRL3
random_matched_098	TSHR	ISCU
random_matched_099	DIO1	EBLN3P
random_matched_099	FOXE1	SBDS
random_matched_099	NKX2-1	SDCBP
random_matched_099	PAX8	C1QA
random_matched_099	SLC5A5	SULT1A2
random_matched_099	TG	CD81
random_matched_099	TPO	ATP5MF
random_matched_099	TSHR	AP2M1
random_matched_100	DIO1	CCPG1
random_matched_100	FOXE1	IK
random_matched_100	NKX2-1	NME4
random_matched_100	PAX8	NR4A1
random_matched_100	SLC5A5	USP13
random_matched_100	TG	ANXA1
random_matched_100	TPO	NDUFB2
random_matched_100	TSHR	HSPG2
random_matched_101	DIO1	ABCA7
random_matched_101	FOXE1	ARFGAP1
random_matched_101	NKX2-1	HNRNPH3
random_matched_101	PAX8	HSPB1
random_matched_101	SLC5A5	BMERB1
random_matched_101	TG	APOC1
random_matched_101	TPO	PTMA
random_matched_101	TSHR	TMEM141
random_matched_102	DIO1	TOLLIP
random_matched_102	FOXE1	MFAP4
random_matched_102	NKX2-1	CTTN
random_matched_102	PAX8	CLIC1
random_matched_102	SLC5A5	HK2
random_matched_102	TG	PRDX5
random_matched_102	TPO	C16orf89
random_matched_102	TSHR	CDC37
random_matched_103	DIO1	COPB2
random_matched_103	FOXE1	FXYD6
random_matched_103	NKX2-1	SYNCRIP
random_matched_103	PAX8	UQCRQ
random_matched_103	SLC5A5	CCZ1B
random_matched_103	TG	C1R
random_matched_103	TPO	SNHG5
random_matched_103	TSHR	BTG2
random_matched_104	DIO1	FOXP1
random_matched_104	FOXE1	PSMA3-AS1
random_matched_104	NKX2-1	COX20
random_matched_104	PAX8	DDX17
random_matched_104	SLC5A5	THAP1
random_matched_104	TG	HLA-DRA
random_matched_104	TPO	A2M
random_matched_104	TSHR	HNRNPU
random_matched_105	DIO1	HSD17B12
random_matched_105	FOXE1	CBR1
random_matched_105	NKX2-1	DEK
random_matched_105	PAX8	CALM2
random_matched_105	SLC5A5	MMRN1
random_matched_105	TG	RNASEK
random_matched_105	TPO	MZT2B
random_matched_105	TSHR	SELENBP1
random_matched_106	DIO1	RIC8A
random_matched_106	FOXE1	AP2B1
random_matched_106	NKX2-1	RHEB
random_matched_106	PAX8	PLPP3
random_matched_106	SLC5A5	ABHD18
random_matched_106	TG	ELOB
random_matched_106	TPO	DUSP1
random_matched_106	TSHR	SNHG6
random_matched_107	DIO1	PSD4
random_matched_107	FOXE1	PIEZO1
random_matched_107	NKX2-1	TMEM160
random_matched_107	PAX8	SORD
random_matched_107	SLC5A5	RPTOR
random_matched_107	TG	CYBA
random_matched_107	TPO	CLIC1
random_matched_107	TSHR	SELENBP1
random_matched_108	DIO1	SMIM19
random_matched_108	FOXE1	ATP6V1D
random_matched_108	NKX2-1	RHOB
random_matched_108	PAX8	PPIA
random_matched_108	SLC5A5	CCNYL1
random_matched_108	TG	KRT8
random_matched_108	TPO	HLA-C
random_matched_108	TSHR	SUMO2
random_matched_109	DIO1	HIST1H1C
random_matched_109	FOXE1	DUOX2
random_matched_109	NKX2-1	KTN1
random_matched_109	PAX8	PSME1
random_matched_109	SLC5A5	ECM2
random_matched_109	TG	SORD
random_matched_109	TPO	TMSB4X
random_matched_109	TSHR	ISCU
random_matched_110	DIO1	ATP6V0E2
random_matched_110	FOXE1	PRSS23
random_matched_110	NKX2-1	DNM2
random_matched_110	PAX8	PSME1
random_matched_110	SLC5A5	ABCC6
random_matched_110	TG	PSAP
random_matched_110	TPO	MZB1
random_matched_110	TSHR	GNB2
random_matched_111	DIO1	COPB2
random_matched_111	FOXE1	DERL1
random_matched_111	NKX2-1	CTBP1
random_matched_111	PAX8	SNHG29
random_matched_111	SLC5A5	PRKCA
random_matched_111	TG	CTSB
random_matched_111	TPO	COX4I1
random_matched_111	TSHR	TRMT112
random_matched_112	DIO1	ST14
random_matched_112	FOXE1	LSM10
random_matched_112	NKX2-1	ESAM
random_matched_112	PAX8	HNRNPK
random_matched_112	SLC5A5	CD300A
random_matched_112	TG	H3F3B
random_matched_112	TPO	NDUFB1
random_matched_112	TSHR	FKBP1A
random_matched_113	DIO1	FXR1
random_matched_113	FOXE1	GAK
random_matched_113	NKX2-1	MAGED1
random_matched_113	PAX8	PRDX1
random_matched_113	SLC5A5	ZNF141
random_matched_113	TG	FCGBP
random_matched_113	TPO	LMNA
random_matched_113	TSHR	ATP6V0B
random_matched_114	DIO1	TRIM2
random_matched_114	FOXE1	PIEZO1
random_matched_114	NKX2-1	NAP1L4
random_matched_114	PAX8	GABARAP
random_matched_114	SLC5A5	PLD4
random_matched_114	TG	NDUFA4
random_matched_114	TPO	KRT18
random_matched_114	TSHR	IGFBP5
random_matched_115	DIO1	DNAJB9
random_matched_115	FOXE1	STX12
random_matched_115	NKX2-1	FNDC1
random_matched_115	PAX8	ROMO1
random_matched_115	SLC5A5	HK2
random_matched_115	TG	HMGN2
random_matched_115	TPO	TMA7
random_matched_115	TSHR	SLC26A4
random_matched_116	DIO1	STMN1
random_matched_116	FOXE1	SDR39U1
random_matched_116	NKX2-1	RAB11A
random_matched_116	PAX8	FOSB
random_matched_116	SLC5A5	DUSP15
random_matched_116	TG	SERF2
random_matched_116	TPO	NEAT1
random_matched_116	TSHR	MICOS10
random_matched_117	DIO1	UROS
random_matched_117	FOXE1	MS4A6A
random_matched_117	NKX2-1	MACF1
random_matched_117	PAX8	CRIP2
random_matched_117	SLC5A5	FOXJ2
random_matched_117	TG	GNAS
random_matched_117	TPO	SARAF
random_matched_117	TSHR	FHL1
random_matched_118	DIO1	ALKBH5
random_matched_118	FOXE1	SWI5
random_matched_118	NKX2-1	PRRC2A
random_matched_118	PAX8	NPC2
random_matched_118	SLC5A5	ABCC6
random_matched_118	TG	PSME1
random_matched_118	TPO	COX6B1
random_matched_118	TSHR	COL6A2
random_matched_119	DIO1	PTPMT1
random_matched_119	FOXE1	RNF5
random_matched_119	NKX2-1	DDAH2
random_matched_119	PAX8	SELENOH
random_matched_119	SLC5A5	CD300A
random_matched_119	TG	TUBA1B
random_matched_119	TPO	COX7C
random_matched_119	TSHR	MICOS13
random_matched_120	DIO1	TCTA
random_matched_120	FOXE1	SP100
random_matched_120	NKX2-1	LIME1
random_matched_120	PAX8	MZB1
random_matched_120	SLC5A5	BTBD3
random_matched_120	TG	EGR1
random_matched_120	TPO	COPS9
random_matched_120	TSHR	ATP6V1G1
random_matched_121	DIO1	COPB1
random_matched_121	FOXE1	SIRT2
random_matched_121	NKX2-1	NFE2L1
random_matched_121	PAX8	ATP5F1A
random_matched_121	SLC5A5	CACNB3
random_matched_121	TG	NOP53
random_matched_121	TPO	CST3
random_matched_121	TSHR	ISCU
random_matched_122	DIO1	JPX
random_matched_122	FOXE1	LAMB1
random_matched_122	NKX2-1	XRCC5
random_matched_122	PAX8	POLR2L
random_matched_122	SLC5A5	IL18BP
random_matched_122	TG	GPX3
random_matched_122	TPO	TAGLN2
random_matched_122	TSHR	CAPG
random_matched_123	DIO1	TAP2
random_matched_123	FOXE1	B3GAT3
random_matched_123	NKX2-1	MKNK2
random_matched_123	PAX8	CFD
random_matched_123	SLC5A5	RPAP3
random_matched_123	TG	HNRNPA2B1
random_matched_123	TPO	COX7A2
random_matched_123	TSHR	H2AFZ
random_matched_124	DIO1	FAM120AOS
random_matched_124	FOXE1	SBDS
random_matched_124	NKX2-1	PSMA1
random_matched_124	PAX8	COPS9
random_matched_124	SLC5A5	PDIK1L
random_matched_124	TG	TSTD1
random_matched_124	TPO	ID4
random_matched_124	TSHR	CLTA
random_matched_125	DIO1	DNAJB11
random_matched_125	FOXE1	SMPD4
random_matched_125	NKX2-1	SLC38A2
random_matched_125	PAX8	CD9
random_matched_125	SLC5A5	TATDN3
random_matched_125	TG	WDR83OS
random_matched_125	TPO	HSPB1
random_matched_125	TSHR	CSDE1
random_matched_126	DIO1	CCPG1
random_matched_126	FOXE1	CAVIN2
random_matched_126	NKX2-1	NAA10
random_matched_126	PAX8	APOC1
random_matched_126	SLC5A5	COL5A3
random_matched_126	TG	SNHG5
random_matched_126	TPO	APOE
random_matched_126	TSHR	TOMM6
random_matched_127	DIO1	GLRX
random_matched_127	FOXE1	HIRA
random_matched_127	NKX2-1	IFNGR2
random_matched_127	PAX8	NME2
random_matched_127	SLC5A5	RNF207
random_matched_127	TG	CD63
random_matched_127	TPO	FOSB
random_matched_127	TSHR	COX14
random_matched_128	DIO1	MARS
random_matched_128	FOXE1	PTPN18
random_matched_128	NKX2-1	MAOA
random_matched_128	PAX8	CD81
random_matched_128	SLC5A5	NRF1
random_matched_128	TG	EEF1D
random_matched_128	TPO	ANXA1
random_matched_128	TSHR	KDELR2
random_matched_129	DIO1	ACAA2
random_matched_129	FOXE1	SWI5
random_matched_129	NKX2-1	DNM2
random_matched_129	PAX8	EIF4G2
random_matched_129	SLC5A5	ECM2
random_matched_129	TG	COX6A1
random_matched_129	TPO	NEAT1
random_matched_129	TSHR	EIF3F
random_matched_130	DIO1	BMP8A
random_matched_130	FOXE1	ARPC5L
random_matched_130	NKX2-1	PARM1
random_matched_130	PAX8	LGALS1
random_matched_130	SLC5A5	STAU2
random_matched_130	TG	MTCH1
random_matched_130	TPO	COX6B1
random_matched_130	TSHR	ANAPC11
random_matched_131	DIO1	RHPN1
random_matched_131	FOXE1	CAPS
random_matched_131	NKX2-1	CEBPD
random_matched_131	PAX8	CLIC1
random_matched_131	SLC5A5	ZNF131
random_matched_131	TG	JUND
random_matched_131	TPO	NPC2
random_matched_131	TSHR	MAT2A
random_matched_132	DIO1	MAN1A2
random_matched_132	FOXE1	PCM1
random_matched_132	NKX2-1	B4GALT1
random_matched_132	PAX8	UQCRQ
random_matched_132	SLC5A5	HSPA12A
random_matched_132	TG	CCN1
random_matched_132	TPO	KRT8
random_matched_132	TSHR	CCL5
random_matched_133	DIO1	ARID1A
random_matched_133	FOXE1	PHYH
random_matched_133	NKX2-1	NCF1
random_matched_133	PAX8	IER2
random_matched_133	SLC5A5	TATDN3
random_matched_133	TG	HLA-DQB1
random_matched_133	TPO	ATP5MF
random_matched_133	TSHR	NAP1L1
random_matched_134	DIO1	CD3E
random_matched_134	FOXE1	SPI1
random_matched_134	NKX2-1	VKORC1
random_matched_134	PAX8	GABARAP
random_matched_134	SLC5A5	COX4I2
random_matched_134	TG	WARS
random_matched_134	TPO	CD24
random_matched_134	TSHR	RALY
random_matched_135	DIO1	LTA4H
random_matched_135	FOXE1	LPCAT2
random_matched_135	NKX2-1	LAP3
random_matched_135	PAX8	EEF1D
random_matched_135	SLC5A5	SPOPL
random_matched_135	TG	OAZ1
random_matched_135	TPO	TMSB4X
random_matched_135	TSHR	CD164
random_matched_136	DIO1	CD3E
random_matched_136	FOXE1	PRXL2A
random_matched_136	NKX2-1	ECHDC2
random_matched_136	PAX8	HERPUD1
random_matched_136	SLC5A5	ISOC1
random_matched_136	TG	DDX5
random_matched_136	TPO	HINT1
random_matched_136	TSHR	CD44
random_matched_137	DIO1	BHLHE40
random_matched_137	FOXE1	SLTM
random_matched_137	NKX2-1	TMEM179B
random_matched_137	PAX8	NDUFS5
random_matched_137	SLC5A5	ZNF480
random_matched_137	TG	ATP5MF
random_matched_137	TPO	TAPBP
random_matched_137	TSHR	YWHAE
random_matched_138	DIO1	TMEM222
random_matched_138	FOXE1	ZMIZ1
random_matched_138	NKX2-1	TRAPPC1
random_matched_138	PAX8	ATP5MF
random_matched_138	SLC5A5	S1PR2
random_matched_138	TG	NDUFA11
random_matched_138	TPO	MT1F
random_matched_138	TSHR	ZNHIT1
random_matched_139	DIO1	TACC1
random_matched_139	FOXE1	RFTN1
random_matched_139	NKX2-1	ADD1
random_matched_139	PAX8	PET100
random_matched_139	SLC5A5	BTBD3
random_matched_139	TG	IFI30
random_matched_139	TPO	TMA7
random_matched_139	TSHR	HOPX
random_matched_140	DIO1	CIITA
random_matched_140	FOXE1	CENPB
random_matched_140	NKX2-1	NCF1
random_matched_140	PAX8	GABARAP
random_matched_140	SLC5A5	SELENOI
random_matched_140	TG	SKP1
random_matched_140	TPO	NDUFA13
random_matched_140	TSHR	SRSF5
random_matched_141	DIO1	CHMP1B
random_matched_141	FOXE1	MRPS18B
random_matched_141	NKX2-1	AFF1
random_matched_141	PAX8	CTSD
random_matched_141	SLC5A5	RNFT1
random_matched_141	TG	HLA-DRB1
random_matched_141	TPO	UQCR11
random_matched_141	TSHR	SEPTIN2
random_matched_142	DIO1	DARS
random_matched_142	FOXE1	PLP2
random_matched_142	NKX2-1	XRCC5
random_matched_142	PAX8	H3F3B
random_matched_142	SLC5A5	LRRC42
random_matched_142	TG	APOC1
random_matched_142	TPO	WFDC2
random_matched_142	TSHR	LAPTM4A
random_matched_143	DIO1	AP1M2
random_matched_143	FOXE1	HEXD
random_matched_143	NKX2-1	RNPS1
random_matched_143	PAX8	PHPT1
random_matched_143	SLC5A5	ZNF267
random_matched_143	TG	TXNIP
random_matched_143	TPO	EIF1
random_matched_143	TSHR	MARCKSL1
random_matched_144	DIO1	STAT3
random_matched_144	FOXE1	BOLA3
random_matched_144	NKX2-1	CEBPD
random_matched_144	PAX8	NDUFB1
random_matched_144	SLC5A5	C9orf116
random_matched_144	TG	ID3
random_matched_144	TPO	CLU
random_matched_144	TSHR	TMEM141
random_matched_145	DIO1	LINC01315
random_matched_145	FOXE1	D2HGDH
random_matched_145	NKX2-1	NONO
random_matched_145	PAX8	MYL9
random_matched_145	SLC5A5	NRF1
random_matched_145	TG	ADIRF
random_matched_145	TPO	UQCR11
random_matched_145	TSHR	TMEM141
random_matched_146	DIO1	MRPS11
random_matched_146	FOXE1	CBR1
random_matched_146	NKX2-1	ANP32B
random_matched_146	PAX8	NR4A1
random_matched_146	SLC5A5	ST3GAL4
random_matched_146	TG	COPS9
random_matched_146	TPO	ACADVL
random_matched_146	TSHR	AURKAIP1
random_matched_147	DIO1	MRPS36
random_matched_147	FOXE1	TNS1
random_matched_147	NKX2-1	MOB1A
random_matched_147	PAX8	GSN
random_matched_147	SLC5A5	AC008267.5
random_matched_147	TG	FCGBP
random_matched_147	TPO	TIMP1
random_matched_147	TSHR	CD164
random_matched_148	DIO1	LONP2
random_matched_148	FOXE1	BOLA3
random_matched_148	NKX2-1	MAP1LC3B
random_matched_148	PAX8	MZT2A
random_matched_148	SLC5A5	USP13
random_matched_148	TG	CD81
random_matched_148	TPO	TSTD1
random_matched_148	TSHR	LAMTOR1
random_matched_149	DIO1	HLA-DRB5
random_matched_149	FOXE1	CHKA
random_matched_149	NKX2-1	EIF5
random_matched_149	PAX8	HLA-DPA1
random_matched_149	SLC5A5	GAS1
random_matched_149	TG	MT1E
random_matched_149	TPO	VMP1
random_matched_149	TSHR	ERGIC3
random_matched_150	DIO1	CXCL14
random_matched_150	FOXE1	NDUFS4
random_matched_150	NKX2-1	CRELD2
random_matched_150	PAX8	CTSD
random_matched_150	SLC5A5	HAUS1
random_matched_150	TG	PDIA3
random_matched_150	TPO	SNHG5
random_matched_150	TSHR	JUN
random_matched_151	DIO1	STMN1
random_matched_151	FOXE1	SDR39U1
random_matched_151	NKX2-1	PDXK
random_matched_151	PAX8	HINT1
random_matched_151	SLC5A5	INIP
random_matched_151	TG	BEX3
random_matched_151	TPO	PABPC1
random_matched_151	TSHR	HNRNPC
random_matched_152	DIO1	MTA1
random_matched_152	FOXE1	RUFY3
random_matched_152	NKX2-1	SYNE2
random_matched_152	PAX8	SDC2
random_matched_152	SLC5A5	GPATCH4
random_matched_152	TG	HSPB1
random_matched_152	TPO	C3
random_matched_152	TSHR	SIVA1
random_matched_153	DIO1	AKAP9
random_matched_153	FOXE1	COA4
random_matched_153	NKX2-1	CTNND1
random_matched_153	PAX8	ATP5MPL
random_matched_153	SLC5A5	ZNF827
random_matched_153	TG	UBL5
random_matched_153	TPO	SH3BGRL3
random_matched_153	TSHR	DYNLL1
random_matched_154	DIO1	SYCE1L
random_matched_154	FOXE1	SDR39U1
random_matched_154	NKX2-1	HP1BP3
random_matched_154	PAX8	MYL12B
random_matched_154	SLC5A5	ZNF747
random_matched_154	TG	C1S
random_matched_154	TPO	SERF2
random_matched_154	TSHR	IL32
random_matched_155	DIO1	DAPK2
random_matched_155	FOXE1	DDX39A
random_matched_155	NKX2-1	NAA10
random_matched_155	PAX8	SELENOM
random_matched_155	SLC5A5	ANTXR2
random_matched_155	TG	NDUFA4
random_matched_155	TPO	NDUFA1
random_matched_155	TSHR	SNU13
random_matched_156	DIO1	EIF4EBP3
random_matched_156	FOXE1	MRPS12
random_matched_156	NKX2-1	DAP
random_matched_156	PAX8	SH3BGRL3
random_matched_156	SLC5A5	DPY19L1
random_matched_156	TG	LMNA
random_matched_156	TPO	SELENOM
random_matched_156	TSHR	RRBP1
random_matched_157	DIO1	ARL8B
random_matched_157	FOXE1	ZNF593
random_matched_157	NKX2-1	ABHD17A
random_matched_157	PAX8	SELENOW
random_matched_157	SLC5A5	PAIP2B
random_matched_157	TG	JUND
random_matched_157	TPO	ID1
random_matched_157	TSHR	MAT2A
random_matched_158	DIO1	COL8A1
random_matched_158	FOXE1	SLTM
random_matched_158	NKX2-1	RRAD
random_matched_158	PAX8	CANX
random_matched_158	SLC5A5	ADAMDEC1
random_matched_158	TG	S100A11
random_matched_158	TPO	ZFP36
random_matched_158	TSHR	SSR3
random_matched_159	DIO1	SORT1
random_matched_159	FOXE1	FBRS
random_matched_159	NKX2-1	SMIM7
random_matched_159	PAX8	CCN2
random_matched_159	SLC5A5	CD300A
random_matched_159	TG	SLC26A4-AS1
random_matched_159	TPO	LAPTM5
random_matched_159	TSHR	RHOC
random_matched_160	DIO1	PGD
random_matched_160	FOXE1	ABCA3
random_matched_160	NKX2-1	DBNL
random_matched_160	PAX8	RABAC1
random_matched_160	SLC5A5	ZDHHC14
random_matched_160	TG	ATP1A1
random_matched_160	TPO	SORD
random_matched_160	TSHR	CLTA
random_matched_161	DIO1	HNRNPL
random_matched_161	FOXE1	PTPN18
random_matched_161	NKX2-1	FBXO7
random_matched_161	PAX8	EGR1
random_matched_161	SLC5A5	SPOPL
random_matched_161	TG	FN1
random_matched_161	TPO	SAT1
random_matched_161	TSHR	WBP1
random_matched_162	DIO1	TMEM54
random_matched_162	FOXE1	DDX56
random_matched_162	NKX2-1	PECAM1
random_matched_162	PAX8	MT1F
random_matched_162	SLC5A5	DUSP15
random_matched_162	TG	COMMD6
random_matched_162	TPO	SORD
random_matched_162	TSHR	GABARAPL2
random_matched_163	DIO1	PPP1R18
random_matched_163	FOXE1	GLCCI1
random_matched_163	NKX2-1	MLLT1
random_matched_163	PAX8	LAMTOR4
random_matched_163	SLC5A5	TMEM104
random_matched_163	TG	ELOB
random_matched_163	TPO	TFF3
random_matched_163	TSHR	COX5A
random_matched_164	DIO1	DUSP6
random_matched_164	FOXE1	SAFB2
random_matched_164	NKX2-1	NONO
random_matched_164	PAX8	FIS1
random_matched_164	SLC5A5	MAIP1
random_matched_164	TG	EEF1G
random_matched_164	TPO	SLC26A4-AS1
random_matched_164	TSHR	SPARC
random_matched_165	DIO1	FDX1
random_matched_165	FOXE1	NEDD9
random_matched_165	NKX2-1	TNFRSF1A
random_matched_165	PAX8	ACADVL
random_matched_165	SLC5A5	MAIP1
random_matched_165	TG	PRDX1
random_matched_165	TPO	SPINT2
random_matched_165	TSHR	SLC26A4
random_matched_166	DIO1	PDK4
random_matched_166	FOXE1	CDC42SE1
random_matched_166	NKX2-1	ECHDC2
random_matched_166	PAX8	S100A4
random_matched_166	SLC5A5	TSGA10
random_matched_166	TG	JCHAIN
random_matched_166	TPO	NPM1
random_matched_166	TSHR	SLC25A3
random_matched_167	DIO1	GBP4
random_matched_167	FOXE1	STX12
random_matched_167	NKX2-1	PSMA1
random_matched_167	PAX8	PHPT1
random_matched_167	SLC5A5	PIGX
random_matched_167	TG	UQCR10
random_matched_167	TPO	CIRBP
random_matched_167	TSHR	CCNI
random_matched_168	DIO1	ARHGAP5
random_matched_168	FOXE1	PSMC4
random_matched_168	NKX2-1	TM9SF3
random_matched_168	PAX8	TLE5
random_matched_168	SLC5A5	TMEM44-AS1
random_matched_168	TG	SLC26A4-AS1
random_matched_168	TPO	JCHAIN
random_matched_168	TSHR	FHL1
random_matched_169	DIO1	MAPKAPK3
random_matched_169	FOXE1	LSM10
random_matched_169	NKX2-1	TNXB
random_matched_169	PAX8	GUK1
random_matched_169	SLC5A5	P2RX1
random_matched_169	TG	POLR2L
random_matched_169	TPO	UBL5
random_matched_169	TSHR	CCNI
random_matched_170	DIO1	FOXP1
random_matched_170	FOXE1	PTPN18
random_matched_170	NKX2-1	AK2
random_matched_170	PAX8	MT1F
random_matched_170	SLC5A5	AFMID
random_matched_170	TG	COX6B1
random_matched_170	TPO	SELENOW
random_matched_170	TSHR	CD44
random_matched_171	DIO1	AKAP9
random_matched_171	FOXE1	GMPPB
random_matched_171	NKX2-1	CYHR1
random_matched_171	PAX8	EIF4G2
random_matched_171	SLC5A5	JAG2
random_matched_171	TG	UBC
random_matched_171	TPO	HLA-DQB1
random_matched_171	TSHR	SDF2L1
random_matched_172	DIO1	GGA1
random_matched_172	FOXE1	LAMB1
random_matched_172	NKX2-1	IDS
random_matched_172	PAX8	C16orf89
random_matched_172	SLC5A5	ACSS3
random_matched_172	TG	MT1F
random_matched_172	TPO	CTSB
random_matched_172	TSHR	TRAPPC5
random_matched_173	DIO1	PHLDA3
random_matched_173	FOXE1	CDK4
random_matched_173	NKX2-1	MLLT1
random_matched_173	PAX8	CD52
random_matched_173	SLC5A5	LRRC8C
random_matched_173	TG	GABARAP
random_matched_173	TPO	PSME1
random_matched_173	TSHR	PLXNB2
random_matched_174	DIO1	CCL4L2
random_matched_174	FOXE1	SUPT4H1
random_matched_174	NKX2-1	UBE2L3
random_matched_174	PAX8	UQCRH
random_matched_174	SLC5A5	CSNK1G1
random_matched_174	TG	IGHA2
random_matched_174	TPO	GPX3
random_matched_174	TSHR	ZFP36L1
random_matched_175	DIO1	AP1M2
random_matched_175	FOXE1	ARHGEF12
random_matched_175	NKX2-1	CYHR1
random_matched_175	PAX8	ARL6IP4
random_matched_175	SLC5A5	TRMT44
random_matched_175	TG	COX7A2
random_matched_175	TPO	CD63
random_matched_175	TSHR	TOMM6
random_matched_176	DIO1	TMED5
random_matched_176	FOXE1	LSR
random_matched_176	NKX2-1	PARM1
random_matched_176	PAX8	HLA-DQB1
random_matched_176	SLC5A5	ZNF275
random_matched_176	TG	HSP90AA1
random_matched_176	TPO	CLIC3
random_matched_176	TSHR	GADD45GIP1
random_matched_177	DIO1	IDH2
random_matched_177	FOXE1	PTPRF
random_matched_177	NKX2-1	C17orf49
random_matched_177	PAX8	SNHG8
random_matched_177	SLC5A5	PLEKHA7
random_matched_177	TG	ATP5IF1
random_matched_177	TPO	C16orf89
random_matched_177	TSHR	IFI27
random_matched_178	DIO1	ARL3
random_matched_178	FOXE1	NME1
random_matched_178	NKX2-1	DCTN3
random_matched_178	PAX8	DUSP1
random_matched_178	SLC5A5	LYRM7
random_matched_178	TG	ID4
random_matched_178	TPO	TRIR
random_matched_178	TSHR	GAS6
random_matched_179	DIO1	RHPN1
random_matched_179	FOXE1	LSM10
random_matched_179	NKX2-1	LIME1
random_matched_179	PAX8	ENO1
random_matched_179	SLC5A5	IGLV2-8
random_matched_179	TG	PEBP1
random_matched_179	TPO	H3F3B
random_matched_179	TSHR	NDUFB10
random_matched_180	DIO1	RCN2
random_matched_180	FOXE1	TBX3
random_matched_180	NKX2-1	INTS11
random_matched_180	PAX8	A2M
random_matched_180	SLC5A5	ZDHHC14
random_matched_180	TG	CFL1
random_matched_180	TPO	NR4A1
random_matched_180	TSHR	SPARCL1
random_matched_181	DIO1	ABRACL
random_matched_181	FOXE1	PXN
random_matched_181	NKX2-1	FBXO7
random_matched_181	PAX8	YWHAZ
random_matched_181	SLC5A5	BTRC
random_matched_181	TG	UBA52
random_matched_181	TPO	ATP5MG
random_matched_181	TSHR	SNHG25
random_matched_182	DIO1	PSMA5
random_matched_182	FOXE1	MFAP4
random_matched_182	NKX2-1	FKBP2
random_matched_182	PAX8	RHOA
random_matched_182	SLC5A5	RNFT1
random_matched_182	TG	ID3
random_matched_182	TPO	ANXA1
random_matched_182	TSHR	RPN2
random_matched_183	DIO1	PSMA5
random_matched_183	FOXE1	PAM16
random_matched_183	NKX2-1	RNPS1
random_matched_183	PAX8	PRDX1
random_matched_183	SLC5A5	DNAH1
random_matched_183	TG	HLA-DRA
random_matched_183	TPO	HINT1
random_matched_183	TSHR	ERGIC3
random_matched_184	DIO1	PLTP
random_matched_184	FOXE1	MRPL14
random_matched_184	NKX2-1	LSM3
random_matched_184	PAX8	SNHG29
random_matched_184	SLC5A5	LINC00205
random_matched_184	TG	FOS
random_matched_184	TPO	FLNA
random_matched_184	TSHR	SLC26A4
random_matched_185	DIO1	DAPK2
random_matched_185	FOXE1	PCM1
random_matched_185	NKX2-1	PSMA1
random_matched_185	PAX8	HSPA5
random_matched_185	SLC5A5	FNTB
random_matched_185	TG	MT1E
random_matched_185	TPO	IGHM
random_matched_185	TSHR	ALKBH7
random_matched_186	DIO1	TACC1
random_matched_186	FOXE1	MCRIP2
random_matched_186	NKX2-1	DDX24
random_matched_186	PAX8	PRDX1
random_matched_186	SLC5A5	ADAMDEC1
random_matched_186	TG	CCL19
random_matched_186	TPO	LAMTOR4
random_matched_186	TSHR	FHL1
random_matched_187	DIO1	YWHAH
random_matched_187	FOXE1	RSL24D1
random_matched_187	NKX2-1	IFNGR2
random_matched_187	PAX8	NDUFA1
random_matched_187	SLC5A5	RPTOR
random_matched_187	TG	HLA-DPA1
random_matched_187	TPO	IGHM
random_matched_187	TSHR	SDF2L1
random_matched_188	DIO1	TRIP12
random_matched_188	FOXE1	IFI35
random_matched_188	NKX2-1	WASHC1
random_matched_188	PAX8	SLC26A4-AS1
random_matched_188	SLC5A5	TSGA10
random_matched_188	TG	C1QA
random_matched_188	TPO	H3F3A
random_matched_188	TSHR	SPARCL1
random_matched_189	DIO1	DEPP1
random_matched_189	FOXE1	PTPRA
random_matched_189	NKX2-1	DNAJC4
random_matched_189	PAX8	ID4
random_matched_189	SLC5A5	FBXO4
random_matched_189	TG	LGALS1
random_matched_189	TPO	PTMA
random_matched_189	TSHR	IL32
random_matched_190	DIO1	CD2
random_matched_190	FOXE1	GNL1
random_matched_190	NKX2-1	GPS1
random_matched_190	PAX8	EPCAM
random_matched_190	SLC5A5	CDK19
random_matched_190	TG	S100A6
random_matched_190	TPO	P4HB
random_matched_190	TSHR	JUN
random_matched_191	DIO1	TNS3
random_matched_191	FOXE1	PHYH
random_matched_191	NKX2-1	CHCHD5
random_matched_191	PAX8	CLDN4
random_matched_191	SLC5A5	IL18BP
random_matched_191	TG	NACA
random_matched_191	TPO	LMNA
random_matched_191	TSHR	INPP5J
random_matched_192	DIO1	RUVBL2
random_matched_192	FOXE1	HMGB2
random_matched_192	NKX2-1	VAMP5
random_matched_192	PAX8	CANX
random_matched_192	SLC5A5	SULT1A2
random_matched_192	TG	CTSD
random_matched_192	TPO	VMP1
random_matched_192	TSHR	LAMTOR1
random_matched_193	DIO1	TMEM173
random_matched_193	FOXE1	NUCB2
random_matched_193	NKX2-1	ACTR2
random_matched_193	PAX8	TAGLN2
