disease	short_form	snp	chr	pos	region	pvalue	or_value	beta	ancestry_initial	pubmed	first_author	year	title	mhc	asian_ancestry
Rheumatoid_arthritis	MONDO_0008383	rs72928038-?	6	90267049.0	6q15	4e-11	1.13		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs74830391-?	7	37387686.0	7p14.1	3.0000000000000004e-09	1.14		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs6651252-?	8	128554935.0	8q24.21	8e-09	0.89		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs11066188-?	12	112172910.0	12q24.13	9e-10	1.09		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs1893592-?	21	42434957.0	21q22.3	8e-11	0.91		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs4821124-?	22	21625000.0	22q11.21	2e-11	1.12		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs6679677-?	1	113761186.0	1p13.2	1e-53	1.41		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs16867384-?	2	181246479.0	2q31.3	6.000000000000001e-09	1.1		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs67676925-?	3	46232768.0	3p21.31	2e-11	1.18		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs11123810-?	2	100142823.0	2q11.2	7e-12	0.91		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs6749371-?	2	191037458.0	2q32.2	6.999999999999999e-11	0.84		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs17264332-?	6	137684378.0	6q23.3	3e-27	1.19		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs947474-?	10	6348488.0	10p15.1	8e-11	0.89		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs80209296-?	18	12860802.0	18p11.21	1e-12	1.14		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs7579944-?	2	30222160.0	2p23.1	2e-08	1.08		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs17849502-?	1	183563445.0	1q25.3	1e-14	1.26		South Asian;European;NR	26546613	Gutierrez-Achury J	2016	Functional implications of disease-specific variants in loci jointly associated with coeliac disease and rheumatoid arthritis.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs2843401-?	1	2596694.0	1p36.32	4e-08	1.1043622		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs13031237-?	2	60908994.0	2p16.1	1e-09			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs11673987-?	2	65370537.0	2p14	3.0000000000000004e-08			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs6712515-?	2	100190052.0	2q11.2	3e-11			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs10181656-?	2	191105153.0	2q32.3	2e-13			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3087243-?	2	203874196.0	2q33.2	6.999999999999999e-11			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs17630466-?	4	26084947.0	4p15.2	6.000000000000001e-13			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2561477-?	5	103273223.0	5q21.1	7.000000000000001e-10			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs6920220-A	6	137685367.0	6q23.3	4e-15	1.1509		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1571878-?	6	167127354.0	6q27	2e-08			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3807306-?	7	128940626.0	7q32.1	7.000000000000001e-10	1.0997471		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2812378-G	9	34710263.0	9p13.3	9.000000000000001e-09	1.1167		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2269060-?	9	120921291.0	9q33.2	4e-07			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs10795791-G	10	6066377.0	10p15.1	1e-09	1.0921		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs10892279-?	11	118741072.0	11q23.3	3.0000000000000004e-08			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs4810485-?	20	46119308.0	20q13.12	2e-07			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2240339-?	1	17347613.0	1p36.13	3e-10			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs883220-?	1	38151199.0	1p34.3	1e-07			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2275806-G	10	8053377.0	10p14	7e-08			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs12764378-A	10	62040245.0	10q21.2	1e-08			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs595158-C	11	61142109.0	11q12.2	3.0000000000000004e-08	1.09		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs8043085-A	15	38535939.0	15q14	2e-08			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs8026898-A	15	69699078.0	15q23	6e-11			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs13330176-A	16	85985481.0	16q24.1	2e-07			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2305480-?	17	39905943.0	17q21.1	4e-09			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2834512-?	21	34539301.0	21q22.12	4e-07			European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs9979383-?	21	35343463.0	21q22.12	5e-10	1.1111112		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs10209110-?	2	100056230.0	2q11.2	1e-08	1.1116052		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs11571302-?	2	203878211.0	2q33.2	5e-07	1.0984182		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs12506688-A	4	26102491.0	4p15.2	4e-10	1.1337		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs12936409-A	17	39887396.0	17q21.1	4e-07	1.1029		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs13397-A	X	153982797.0	Xq28	3e-12	1.2342		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs13426947-A	2	191068528.0	2q32.2	7.000000000000001e-10	1.1533		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1875463-?	3	143446660.0	3q24	2e-06	1.1116052		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1980422-G	2	203745673.0	2q33.2	4.9999999999999996e-06	1.1051		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2476601-A	1	113834946.0	1p13.2	9e-62	1.5935		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3218251-A	22	37149465.0	22q12.3	6e-06	1.0987		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs34536443-?	19	10352442.0	19p13.2	3.0000000000000003e-13	1.4524329		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs34695944-G	2	60897715.0	2p16.1	4e-06	1.0918		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs35677470-A	3	58197909.0	3p14.3	2e-07	1.1946		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs39984-?	5	103261591.0	5q21.1	9e-08	1.1373976		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs4840565-G	8	11488036.0	8p23.1	4e-06	1.0987		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs59466457-A	6	167124266.0	6q27	3e-06	1.0903		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs62097857-A	18	12857759.0	18p11.21	4e-06	1.2224		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs660895-G	6	32609603.0	6p21.32	1e-300	2.265		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	True	False
Rheumatoid_arthritis	MONDO_0008383	rs71624119-?	5	56144903.0	5q11.2	5.999999999999999e-20	1.2294075		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs72928038-A	6	90267049.0	6q15	8e-07	1.1282		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs75351767-G	7	37387748.0	7p14.1	3e-07	1.1604		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs8192284-?	1	154454494.0	1q21.3	1e-08	1.1148272		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2240336-?	1	17347907.0	1p36.13	4e-08	1.11		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs867436-C	1	2592284.0	1p36.32	4e-10		0.031	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1635578-T	1	17339600.0	1p36.13	1e-08		0.029	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs6679677-C	1	113761186.0	1p13.2	2e-92		0.16	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs906868-G	2	30225478.0	2p23.1	1e-08		0.028	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs13026755-C	2	60933484.0	2p16.1	6e-10		0.031	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3024886-C	2	191035723.0	2q32.2	2e-11		0.038	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3087243-G	2	203874196.0	2q33.2	2e-09		0.028	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs7617779-A	3	17004094.0	3p24.3	2e-08		0.03	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs34269949-A	3	27728060.0	3p24.1	7.000000000000001e-10		0.029	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs16878091-G	4	26086506.0	4p15.2	1e-13		0.038	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs7731626-G	5	56148856.0	5q11.2	5e-26		0.052	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs6920220-G	6	137685367.0	6q23.3	2e-12		0.04	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs968334-T	6	167112608.0	6q27	2e-10		0.031	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs10261758-G	7	50313596.0	7p12.2	3.0000000000000004e-08		0.029	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3757387-T	7	128936032.0	7q32.1	5.000000000000001e-15		0.037	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2736340-C	8	11486464.0	8p23.1	3.0000000000000004e-09		0.032	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs706778-C	10	6056986.0	10p15.1	6e-14		0.036	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs11593907-T	10	62026795.0	10q21.2	2e-09		0.035	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs7117261-T	11	118870448.0	11q23.3	2e-11		0.04	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs9603618-C	13	39797240.0	13q14.11	4e-09		0.031	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs72727387-G	15	38551275.0	15q14	1e-12		0.039	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs17374222-C	15	69703005.0	15q23	5e-14		0.036	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs7201780-C	16	30135944.0	16p11.2	8e-10		0.029	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs9933582-T	16	85982420.0	16q24.1	3.0000000000000004e-09		0.034	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs12941333-C	17	39884281.0	17q21.1	4e-08		0.026	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2278442-G	19	10334150.0	19p13.2	3e-11		0.033	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2409493-A	21	33435982.0	21q22.11	1e-08		0.027	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2069235-G	22	39351775.0	22q13.1	8e-09		0.03	European	40262193	Shigesi N	2025	The phenotypic and genetic association between endometriosis and immunological diseases.	False	False
Rheumatoid_arthritis	MONDO_0008383	Asn120HLA-DRB1-?				2e-34	2.46		South East Asian;East Asian;South Asian;NR	33514426	Tan LK	2021	The spectrum of association in HLA region with rheumatoid arthritis in a diverse Asian population: evidence from the MyEIRA case-control study.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs3120029-A	9	126887077.0	9q33.3	6e-06	4.243		South Asian	35793592	Juyal G	2022	Stratification of rheumatoid arthritis cohort using Ayurveda based deep phenotyping approach identifies novel genes in a GWAS.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs9512378-A	13	26789551.0	13q12.13	7e-06	4.6		South Asian	35793592	Juyal G	2022	Stratification of rheumatoid arthritis cohort using Ayurveda based deep phenotyping approach identifies novel genes in a GWAS.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs11762117-C	7	20351760.0	7p21.1	9e-06	8.74		South Asian	35793592	Juyal G	2022	Stratification of rheumatoid arthritis cohort using Ayurveda based deep phenotyping approach identifies novel genes in a GWAS.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs2476601-A	1	113834946.0	1p13.2	4e-81	1.6220682		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs71624119-?	5	56144903.0	5q11.2	1e-19	1.1948181		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs74956615-?	19	10317045.0	19p13.2	4e-15	1.3794171		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs16878091-A	4	26086506.0	4p15.2	3.0000000000000003e-13	1.1362746		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3087243-?	2	203874196.0	2q33.2	1e-11	1.1177704		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs11757201-C	6	137682685.0	6q23.3	3e-11	1.1390687		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2812378-G	9	34710263.0	9p13.3	4e-11	1.1194886		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs13415465-?	2	100147542.0	2q11.2	6.999999999999999e-11	1.1179594		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1217403-?	1	113846182.0	1p13.2	1e-10	1.1322253		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs8043085-T	15	38535939.0	15q14	2e-09	1.1194427		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs58721818-T	6	137922602.0	6q23.3	2e-09	1.348089		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1748041-C	1	17328912.0	1p36.13	2e-09	1.1103975		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs10931468-A	2	190673836.0	2q32.2	1e-08	1.1452478		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs6664969-?	1	2603539.0	1p36.32	1e-08	1.1078187		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs7426056-A	2	203747335.0	2q33.2	1e-08	1.1135654		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs72928038-A	6	90267049.0	6q15	2e-08	1.1289477		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs35677470-A	3	58197909.0	3p14.3	2e-08	1.1960124		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3802604-G	10	8060309.0	10p14	2e-08	1.0991052		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs7574865-T	2	191099907.0	2q32.2	9e-08	1.1145258		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs4731532-A	7	128932712.0	7q32.1	1e-07	1.0885718		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs947474-?	10	6348488.0	10p15.1	2e-07	1.115237		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1054609-C	17	39877024.0	17q21.1	6e-07	1.0844102		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3118470-C	10	6059750.0	10p15.1	1e-06	1.0899953		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1422673-T	5	151059427.0	5q33.1	2e-06	1.0997517		European	30572963	Márquez A	2018	Meta-analysis of Immunochip data of four autoimmune diseases reveals novel single-disease and cross-phenotype associations.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs174535-?	11	61783884.0	11q12.2	4e-06		0.038	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs17622378-?	5	132442760.0	5q31.1	1e-14		0.064	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2357623-?	16	50660100.0	16q12.1	5e-13		0.06	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2413583-?	22	39263768.0	22q13.1	4e-11		0.055	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
