dataset_id,zone,source_database,accession_or_id,title,publication,year,url,organism,country_or_ancestry,sample_count_reported,sample_types,assay_type,phenotypes,contains_cancer,contains_hla_alleles,contains_hla_expression,contains_autoimmune,contains_hashimoto,contains_graves,contains_survival,contains_rai_response,contains_dm1_dm2,contains_fusion_status,contains_braf_ras_tert,access_status,download_status,local_path,allowed_use,forbidden_use,boundary_risk_level,notes
BR_GSE53888,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE53888,Thyroid autoimmune candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53888,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Autoimmune (verify),NO,NO,partial,YES,partial,partial,NO,NO,NO,NO,NO,public_open,verified_wrong_subject,project/data/external/gse53888/ (planned),Immune context only,Cancer claim,medium,[VERIFIED-WRONG: 'ChIP-chip from lymph node-derived primary lymphocytes with anti-E2F2 and anti-SV'] Verify exists
BR_GSE82210,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE82210,Hashimoto thyroid candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82210,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,HT (verify),NO,NO,partial,YES,YES,NO,NO,NO,NO,NO,NO,public_open,verified_wrong_subject,project/data/external/gse82210/ (planned),HT-only immune context,Cancer claim,medium,[VERIFIED-WRONG: 'The lncRNA genomic landscape of oligodendrocytes reveals myelination control by '] Verify exists
P1_ICI_HUGO_2016,PAPER1_CANCER_CORE,GEO,GSE78220,Hugo melanoma anti-PD-1 RNA-seq (ICI cohort),Hugo et al. Cell 2016 165(1):35-44,2016,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE78220,Homo sapiens,USA mixed,28,Pre-treatment melanoma tumor,Bulk RNA-seq,Anti-PD-1 responders vs non-responders,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,partial,public_open,verified_wrong_subject,project/data/external/gse78220/ (verify),DM1/DIAL transfer training cohort (per memory v19_paper3_track_b_lite),HLA allele claim,low,[VERIFIED-WRONG: 'mRNA expressions in pre-treatment melanomas undergoing anti-PD-1 checkpoint inhi'] Already used in Paper 3 Track B-lite n=415 pooled
P1_ICI_RIAZ_2017,PAPER1_CANCER_CORE,GEO,GSE91061,Riaz melanoma nivolumab RNA-seq (ICI cohort),Riaz et al. Cell 2017 171(4):934-949,2017,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE91061,Homo sapiens,USA mixed,~109,Pre + on-treatment melanoma tumor,Bulk RNA-seq,Nivolumab responders vs non-responders,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,partial,public_open,verified_wrong_subject,project/data/external/gse91061/ (verify),DM1/DIAL transfer training cohort (per memory v19_paper3_track_b_lite),HLA allele claim,low,[VERIFIED-WRONG: 'Molecular portraits of tumor mutational and micro-environmental sculpting by imm'] Already used in Paper 3 Track B-lite n=415 pooled
P1_GSE227010,PAPER1_CANCER_CORE,GEO,GSE227010,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227010,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse227010/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'MicroRNA-1289 functions as a novel tumor suppressor in oral squamous cell carcin'] Verify exists
P1_GSE235559,PAPER1_CANCER_CORE,GEO,GSE235559,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235559,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse235559/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'Loop-extruding Smc5/6 organizes transcription-induced positive DNA supercoils [R'] Verify exists
P1_GSE242530_VAR,PAPER1_CANCER_CORE,GEO,GSE242530,Spatial PTC dataset (already added — secondary marker),N/A,N/A,N/A,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,DUPLICATE,DUPLICATE,DUPLICATE,YES,NO,YES,NO,NO,NO,NO,NO,partial,partial,partial,DUPLICATE,verified_wrong_subject,DUPLICATE,DUPLICATE,DUPLICATE,low,[VERIFIED-WRONG: 'Identification of GLYMA.13G153200 binding sites in soybean mid-maturation stage '] Marked DUPLICATE — see P1_GSE242530
P1_GSE241587,PAPER1_CANCER_CORE,GEO,GSE241587,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241587,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse241587/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'Pervasive nuclear envelope ruptures precede ECM signaling and disease onset with'] Verify exists
P1_GSE258089,PAPER1_CANCER_CORE,GEO,GSE258089,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE258089,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse258089/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'TF ChIP-seq from whole organism (ENCSR599WVE)'] Verify exists
P1_GSE194152,PAPER1_CANCER_CORE,GEO,GSE194152,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194152,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse194152/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'Effect of neutrophil extracellular vesicles treatment on the K/BxN mouse model o'] Verify exists
P1_GSE159080,PAPER1_CANCER_CORE,GEO,GSE159080,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159080,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse159080/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'Transcriptional response of Mycobacterium tuberculosis to inhibition of Cytochro'] Verify exists
P1_GSE193437,PAPER1_CANCER_CORE,GEO,GSE193437,Thyroid scRNA-seq candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193437,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,scRNA-seq,Thyroid (verify),YES,NO,YES,NO,NO,NO,NO,NO,partial,partial,partial,public_open,verified_wrong_subject,project/data/external/gse193437/ (planned),scRNA validation,HLA allele claim,low,"[VERIFIED-WRONG: 'The Impact of Monosomies, Trisomies and Segmental aneuploidies on Chromosomal st'] Verify exists"
P1_GSE164840,PAPER1_CANCER_CORE,GEO,GSE164840,Thyroid scRNA-seq candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164840,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,scRNA-seq,Thyroid (verify),YES,NO,YES,NO,NO,NO,NO,NO,partial,partial,partial,public_open,verified_wrong_subject,project/data/external/gse164840/ (planned),scRNA validation,HLA allele claim,low,[VERIFIED-WRONG: 'Viral transcriptome analysis of HCMV infected Kasumi-3 cells at early time post '] Verify exists
P1_GSE174409,PAPER1_CANCER_CORE,GEO,GSE174409,Thyroid scRNA-seq candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE174409,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,scRNA-seq,Thyroid (verify),YES,NO,YES,NO,NO,NO,NO,NO,partial,partial,partial,public_open,verified_wrong_subject,project/data/external/gse174409/ (planned),scRNA validation,HLA allele claim,low,[VERIFIED-WRONG: 'Transcriptional alterations in dorsolateral prefrontal cortex and nucleus accumb'] Verify exists
P1_E_MTAB_13085,PAPER1_CANCER_CORE,ArrayExpress,E-MTAB-13085,Recent ArrayExpress thyroid candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-13085,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/e_mtab_13085/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'Multiscale spatial mapping of cell populations across anatomical sites in health'] Verify exists
P1_E_MTAB_11437,PAPER1_CANCER_CORE,ArrayExpress,E-MTAB-11437,Recent ArrayExpress thyroid candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-11437,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/e_mtab_11437/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'RNA-seq of INPP5E mutant cortical organoids against control organoids'] Verify exists
P1_GSE234057,PAPER1_CANCER_CORE,GEO,GSE234057,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234057,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse234057/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'ERK5 sustains autocrine mitogenic balance for cell fate specification in human p'] Verify exists
BR_GSE128242,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE128242,Hashimoto T-cell repertoire candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE128242,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,HT thyroid + blood,NEEDS_MANUAL_REVIEW,HT,NO,NO,partial,YES,YES,NO,NO,NO,NO,NO,NO,public_open,verified_wrong_subject,project/data/external/gse128242/ (planned),HT immune-receptor context,Cancer claim,medium,[VERIFIED-WRONG: 'Altered chromatin landscape and enhancer engagement underlie transcriptional dys'] Verify exists
BR_GSE92562,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE92562,GD CD4 T-cell expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92562,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,GD CD4 T cells,NEEDS_MANUAL_REVIEW,GD,NO,NO,partial,YES,NO,YES,NO,NO,NO,NO,NO,public_open,verified_wrong_subject,project/data/external/gse92562/ (planned),GD T-cell immune context,PTC claim,medium,[VERIFIED-WRONG: 'Post-transcriptional regulation of adult CNS axonal regeneration by Cpeb1'] Verify exists
P1_GSE110638,PAPER1_CANCER_CORE,GEO,GSE110638,Thyroid cancer expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110638,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse110638/ (planned),Pending review,HLA allele claim,low,[VERIFIED-WRONG: 'Nascent RNA variation reveals architecture and interactions of transcribed regul'] Verify exists
P1_GSE145912,PAPER1_CANCER_CORE,GEO,GSE145912,Thyroid cancer expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE145912,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse145912/ (planned),Pending review,HLA allele claim,low,[VERIFIED-WRONG: 'Aurothioglucose Enhances Pro-Angiogenic Pathway Activation in Lungs from Room Ai'] Verify exists
P1_GSE149587,PAPER1_CANCER_CORE,GEO,GSE149587,Thyroid cancer expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149587,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse149587/ (planned),Pending review,HLA allele claim,low,[VERIFIED-WRONG: 'Plasma protein-profiling to predict distant metastasis in locoregionally advance'] Verify exists
P1_GSE131589,PAPER1_CANCER_CORE,GEO,GSE131589,Thyroid cancer scRNA candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131589,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,scRNA-seq (verify),Thyroid cancer (verify),YES,NO,YES,NO,NO,NO,NO,NO,partial,partial,partial,public_open,verified_wrong_subject,project/data/external/gse131589/ (planned),scRNA validation,HLA allele claim,low,[VERIFIED-WRONG: 'Helios enhances the preferential differentiation of human fetal CD4+ naïve T cel'] Verify exists
P1_GSE243998,PAPER1_CANCER_CORE,GEO,GSE243998,Thyroid cancer multi-omic candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243998,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse243998/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-WRONG: 'Tumour PSGL-1 suppresses macrophage phagocytosis via impeding LFA-1 activation'] Verify exists
P1_GSE183142,PAPER1_CANCER_CORE,GEO,GSE183142,Thyroid cancer expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183142,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse183142/ (planned),Pending review,HLA allele claim,low,[VERIFIED-WRONG: 'Blocking hyaluronan synthesis alleviates acute lung allograft rejection.'] Verify exists
P1_GSE176132,PAPER1_CANCER_CORE,GEO,GSE176132,Thyroid cancer expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE176132,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_wrong_subject,project/data/external/gse176132/ (planned),Pending review,HLA allele claim,low,"[VERIFIED-WRONG: 'Gene-targeted, CREB-mediated induction of ∆FosB controls distinct downstream tra'] Verify exists"
P1_GSE26063,PAPER1_CANCER_CORE,GEO,GSE26063,PTC vs ATC contrast candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26063,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,PTC + ATC,Microarray,PTC + ATC,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_missing,project/data/external/gse26063/ (planned),PTC vs ATC contrast,HLA allele claim,low,[VERIFIED-MISSING] Verify exists
P1_GSE74765,PAPER1_CANCER_CORE,GEO,GSE74765,Hurthle cell carcinoma candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE74765,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,HCC tissue,Microarray (verify),Hurthle cell carcinoma,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_missing,project/data/external/gse74765/ (planned),HCC contrast (separate axis),HLA allele claim,low,[VERIFIED-MISSING] Hurthle cell — separate biology axis
P1_GSE264960,PAPER1_CANCER_CORE,GEO,GSE264960,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264960,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_missing,project/data/external/gse264960/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-MISSING] Verify exists
BR_GSE32053,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE32053,GD thyroid candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE32053,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,GD (verify),NO,NO,partial,YES,NO,YES,NO,NO,NO,NO,NO,public_open,verified_missing,project/data/external/gse32053/ (planned),GD-only immune context,PTC claim,medium,[VERIFIED-MISSING] Verify exists
P1_GSE239022,PAPER1_CANCER_CORE,GEO,GSE239022,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE239022,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_missing,project/data/external/gse239022/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-MISSING] Verify exists
P1_GSE251123,PAPER1_CANCER_CORE,GEO,GSE251123,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE251123,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_missing,project/data/external/gse251123/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-MISSING] Verify exists
P1_GSE267390,PAPER1_CANCER_CORE,GEO,GSE267390,Recent thyroid cancer candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267390,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,verified_missing,project/data/external/gse267390/ (planned),Pending review,HLA allele claim,medium,[VERIFIED-MISSING] Verify exists
