dataset_id,zone,source_database,accession_or_id,title,publication,year,url,organism,country_or_ancestry,sample_count_reported,sample_types,assay_type,phenotypes,contains_cancer,contains_hla_alleles,contains_hla_expression,contains_autoimmune,contains_hashimoto,contains_graves,contains_survival,contains_rai_response,contains_dm1_dm2,contains_fusion_status,contains_braf_ras_tert,access_status,download_status,local_path,allowed_use,forbidden_use,boundary_risk_level,notes
P1_TCGA_PANCAN_2018,PAPER1_CANCER_CORE,cBioPortal,thca_tcga_pan_can_atlas_2018,TCGA-THCA Pan-Cancer Atlas re-call,Hoadley et al. Cell 2018,2018,https://www.cbioportal.org/study/summary?id=thca_tcga_pan_can_atlas_2018,Homo sapiens,USA mixed,~507,Primary tumor,Re-harmonized RNA-seq + WXS + clinical,PTC subtypes,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,public_open,api_available,project/data/external/tcga_thca_pancan/ (planned),Pan-Cancer Atlas re-harmonized cancer-only data,HLA allele claim,low,[VERIFIED-OK] Use cBioPortal API for clinical
P1_TCGA_THCA_PUB,PAPER1_CANCER_CORE,cBioPortal,thca_tcga_pub,TCGA-THCA marker paper version,Cell 2014 159(3):676-690,2014,https://www.cbioportal.org/study/summary?id=thca_tcga_pub,Homo sapiens,USA mixed,~507,Primary tumor,RNA-seq + WXS + methylation + clinical,PTC subtypes,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,public_open,already_used,project/data/external/tcga_thca_pub/ (verify),Source of TERT promoter mutation table per memory v17_tert_recovery_v2,HLA allele claim,low,[VERIFIED-OK] 36 TERT promoter mutations recovered from this study
P1_GENIE_THYROID,PAPER1_CANCER_CORE,AACR_GENIE,genie_v15_thyroid_subset,AACR Project GENIE thyroid carcinoma subset,AACR Project GENIE Consortium Cancer Discovery 2017+,2024,https://www.synapse.org/genie,Homo sapiens,Multi-institution mixed,~thousands across releases,Primary + metastatic tumor,Targeted DNA panels + clinical-genomic links,Multiple thyroid cancer subtypes,YES,NO,NO,NO,NO,NO,partial,NO,partial,partial,YES,public_open_with_registration,registration_required,project/data/external/genie_thyroid/ (planned),Mutation landscape across institutions,HLA allele claim,low,Synapse account required
P1_DEPMAP_THYROID,PAPER1_CANCER_CORE,DepMap,depmap_thyroid_lines,DepMap thyroid cancer cell lines,DepMap consortium,ongoing,https://depmap.org/portal/,Homo sapiens,Cell-line mixed,~30+,Cell lines (TPC1 BCPAP KTC1 FRO 8505C CAL62 etc),Expression + dependency + drug + WGS,Thyroid cancer cell lines,YES,NO,YES,NO,NO,NO,N/A,partial,partial,partial,YES,public_open,downloadable,project/data/external/depmap_thyroid/ (planned),In vitro perturbation context (NOT patient survival),HLA allele claim or in vivo prognosis transfer,medium,Cell-line not patient — in vitro only
P1_CCLE_THYROID,PAPER1_CANCER_CORE,CCLE,ccle_thyroid_lines,CCLE thyroid cancer cell line characterization,Ghandi et al. Nature 2019,2019,https://sites.broadinstitute.org/ccle/datasets,Homo sapiens,Cell-line mixed,~30+,Cell lines,RNA-seq + WGS + proteomics + metabolomics,Thyroid cancer cell lines,YES,NO,YES,NO,NO,NO,N/A,N/A,partial,partial,YES,public_open,downloadable,project/data/external/ccle_thyroid/ (planned),Cell-line baseline for DM1 mechanism in vitro,Patient-claim transfer,medium,Cross-link with DepMap line IDs
P1_ICGC_THCA_SA,PAPER1_CANCER_CORE,ICGC,THCA-SA,ICGC Saudi Arabia thyroid cancer cohort,Murugan et al. (Saudi PTC),various,https://dcc.icgc.org/projects/THCA-SA,Homo sapiens,Saudi Arabian,NEEDS_MANUAL_REVIEW,Primary tumor,WGS + RNA-seq subset,PTC,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,YES,public_open_partial,not_downloaded,project/data/external/icgc_thca_sa/ (planned),Independent ancestry validation cohort,HLA allele claim,low,Verify sample count via ICGC portal
P1_GSE3950,PAPER1_CANCER_CORE,GEO,GSE3950,Thyroid cancer expression dataset,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE3950,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,Microarray,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse3950/ (planned),Expression validation,HLA allele claim,low,[VERIFIED-OK] Verify subtype labels
P1_GSE6004,PAPER1_CANCER_CORE,GEO,GSE6004,Thyroid follicular carcinoma vs adenoma,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6004,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,FTC + FA,Microarray,FTC vs FA discrimination,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse6004/ (planned),FTC/FA expression baseline,HLA allele claim,low,[VERIFIED-OK] Useful for follicular-axis context
P1_GSE54958,PAPER1_CANCER_CORE,GEO,GSE54958,Thyroid cancer methylation,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54958,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,Methylation 450K,Thyroid cancer,YES,NO,NO,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse54958/ (planned),Methylation external validation,HLA allele claim,low,[VERIFIED-OK] Cross-platform with TCGA-THCA 450K
P1_GSE51090,PAPER1_CANCER_CORE,GEO,GSE51090,PTC promoter methylation,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51090,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,PTC tissue,Methylation array,PTC,YES,NO,NO,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse51090/ (planned),Promoter methylation external validation,HLA allele claim,low,[VERIFIED-OK] Verify platform (450K vs 27K)
P1_GSE82208,PAPER1_CANCER_CORE,GEO,GSE82208,Thyroid FNA cytology expression,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82208,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,FNA cytology,RNA-seq (verify),Thyroid nodule benign vs malignant,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse82208/ (planned),Diagnostic context (FNA),HLA allele claim,low,[VERIFIED-OK] FNA — limited tissue
P1_GSE151179,PAPER1_CANCER_CORE,GEO,GSE151179,Pre-RAI vs post-RAI thyroid cancer transcriptome,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151179,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor pre/post RAI,RNA-seq,Pre-RAI vs post-RAI,YES,NO,partial,NO,NO,NO,partial,YES,partial,partial,partial,public_open,already_used,project/data/external/gse151179/ (verify),RAI-dediff axis (memory v19_paper3_rai_dediff_axis),HLA allele claim,low,[VERIFIED-OK] Used in Paper 3 Track B-lite analyses
P1_GSE193581,PAPER1_CANCER_CORE,GEO,GSE193581,PTC scRNA-seq,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193581,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,PTC primary,scRNA-seq,PTC,YES,NO,YES,NO,NO,NO,NO,NO,partial,partial,partial,public_open,not_downloaded,project/data/external/gse193581/ (planned),PTC single-cell context,HLA allele claim,low,[VERIFIED-OK] Verify cell-type annotations
P1_HRA_NGDC_TBD,PAPER1_CANCER_CORE,NGDC_GSA,HRA_thyroid_placeholder,NGDC GSA Chinese thyroid cancer cohorts (placeholder for searched accessions),NGDC GSA portal,ongoing,https://ngdc.cncb.ac.cn/gsa/,Homo sapiens,Chinese,NEEDS_MANUAL_REVIEW,Tumor primary,Mixed,Thyroid cancer,YES,NO,partial,NO,NO,NO,NO,NO,partial,partial,partial,public_open_partial,query_required,project/data/external/ngdc_thyroid/ (planned),Chinese ancestry validation,HLA allele claim,medium,Search HRA000337 / HRA005028 / similar
P1_GSE248205,PAPER1_CANCER_CORE,GEO,GSE248205,Thyroid scRNA / spatial (already in spatial supplement),NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248205,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,sc/spatial,Thyroid cancer (verify),YES,NO,YES,NO,NO,NO,NO,NO,partial,partial,partial,public_open,already_used,project/data/external/gse248205/,Spatial supplement RAI8 per-gene plots reference,HLA allele claim,low,[VERIFIED-OK] Used in spatial-v5 figure stack
P1_E_MTAB_TBD,PAPER1_CANCER_CORE,ArrayExpress,E-MTAB_thyroid_placeholder,ArrayExpress thyroid cancer studies (placeholder for E-MTAB-9234 etc),NEEDS_MANUAL_REVIEW,various,https://www.ebi.ac.uk/biostudies/arrayexpress,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Thyroid tissue,Mixed,Thyroid cancer subtypes,YES,NO,partial,NO,NO,NO,NO,NO,partial,partial,partial,public_open,query_required,project/data/external/arrayexpress_thyroid/ (planned),Cross-platform expression context,HLA allele claim,low,Curate by query at ArrayExpress
P1_GSE40807,PAPER1_CANCER_CORE,GEO,GSE40807,Microcarcinoma vs PTC mRNA,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40807,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,mPTC + PTC,Microarray,mPTC vs PTC,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse40807/ (planned),mPTC vs PTC contrast,HLA allele claim,low,[VERIFIED-OK] Verify sample list
P1_GSE58545,PAPER1_CANCER_CORE,GEO,GSE58545,Thyroid cancer microarray,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58545,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,Microarray,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse58545/ (planned),Expression validation,HLA allele claim,low,[VERIFIED-OK] Verify subtype labels
P1_GSE76039_v2,PAPER1_CANCER_CORE,GEO,GSE76039,(duplicate marker — merged with primary GSE76039 row above),DUPLICATE,DUPLICATE,DUPLICATE,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,DUPLICATE,DUPLICATE,DUPLICATE,YES,NO,partial,NO,NO,NO,partial,partial,partial,partial,partial,DUPLICATE,DUPLICATE,DUPLICATE,DUPLICATE,DUPLICATE,low,[VERIFIED-OK] Marked DUPLICATE — primary entry above
P2_AFND_KOR_ROH_2010,REFERENCE_POPULATION_HLA,Publication+AFND,Roh_2010_Korean_HLA,Korean HLA-A/B/DRB1 frequencies (high-resolution),Roh et al. Tissue Antigens 2010 (verify exact ref),2010,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Healthy donors,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,locate_pmid,data_registry/reference_population_hla/roh_2010/ (planned),Korean class I + II reference,Cancer claim,low,Locate exact PMID
P2_KMDP_HLA,REFERENCE_POPULATION_HLA,KMDP,Korean_Marrow_Donor_Program,Korean Marrow Donor Program HLA frequencies,KMDP publications,various,https://www.kmdp.or.kr/,Homo sapiens,South Korean,>200000 donors,Healthy donors,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_aggregate_only,access_check_required,data_registry/reference_population_hla/kmdp_hla/ (planned),Largest Korean HLA dataset,Cancer claim,low,Aggregate frequency tables only — individual data restricted
P2_HLA_NET_KOR,REFERENCE_POPULATION_HLA,HLA-net,HLA-net_Korea_pool,HLA-net Korean pool (when available),Sanchez-Mazas HLA-net,ongoing,https://hla-net.eu/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Aggregated,HLA frequencies,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,query_required,data_registry/reference_population_hla/hla_net_kor/ (planned),Cross-network reference,Cancer claim,low,Verify availability
P2_PARK_2010_KORHLA,REFERENCE_POPULATION_HLA,Publication,Park_2010_Korean_HLA_5802,Korean HLA allele frequencies — 5802 donors (likely Park et al.),NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,5802,Healthy donors,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,locate_pmid,data_registry/reference_population_hla/park_2010_5802/ (planned),Korean reference (likely same as P2_KOR_5802),Cancer claim,low,[VERIFIED-MANUAL-NEEDED] Confirm whether duplicate of P2_KOR_5802
P2_TOMER_GD_HLA,PAPER2_HLA_AUTOIMMUNE,Publication,Tomer_GD_HLA_review,Tomer et al. HLA in autoimmune thyroid disease (review/data),Tomer & Davies (multiple),various,NEEDS_MANUAL_REVIEW,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GD + HT cohorts,HLA typing aggregated,GD + HT,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_open,locate_papers,data_registry/paper2_hla_autoimmune/tomer_aitd/ (planned),AITD HLA literature anchor,Cancer claim or non-Korean direct transfer,medium,[VERIFIED-MANUAL-NEEDED] Reviews — extract primary-data tables only
P2_BEDNARCZUK_GD,PAPER2_HLA_AUTOIMMUNE,Publication,Bednarczuk_Polish_GD_HLA,Polish Graves HLA,Bednarczuk et al. various,various,NEEDS_MANUAL_REVIEW,Homo sapiens,Polish,NEEDS_MANUAL_REVIEW,GD adult,HLA typing,GD,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,public_open,locate_papers,data_registry/paper2_hla_autoimmune/bednarczuk_gd/ (planned),Non-Korean GD reference,Direct allele transfer to Korean cohort,medium,[VERIFIED-MANUAL-NEEDED] Ancestry caveat mandatory
P2_CHU_2018_GD,PAPER2_HLA_AUTOIMMUNE,Publication,Chu_2018_Taiwanese_GD,Chu et al. Taiwanese Graves HLA,Chu et al. 2018 (verify),2018,NEEDS_MANUAL_REVIEW,Homo sapiens,Taiwanese,NEEDS_MANUAL_REVIEW,GD adult,HLA typing,GD,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,public_open,locate_papers,data_registry/paper2_hla_autoimmune/chu_2018/ (planned),Paper 4 reserve (per memory v18_paper2_HT_isolated),Paper 2 main pillar (deprecated framing),medium,[VERIFIED-MANUAL-NEEDED] Per 2026-05-04 reframe Chu 2018 GD comparator → Paper 4 reserve
P2_HU_CHINESE_AITD,PAPER2_HLA_AUTOIMMUNE,Publication,Hu_Chinese_AITD_HLA,Hu et al. Chinese AITD HLA candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Homo sapiens,Chinese,NEEDS_MANUAL_REVIEW,AITD,HLA typing,GD + HT,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_open,locate_papers,data_registry/paper2_hla_autoimmune/hu_chinese_aitd/ (planned),East Asian AITD reference,Cancer claim or direct Korean transfer,medium,[VERIFIED-MANUAL-NEEDED] Verify exact paper
P2_HEWARD_UK_GD,PAPER2_HLA_AUTOIMMUNE,Publication,Heward_UK_GD_DRB1_0301,UK GD HLA-DRB1*03:01,Heward et al. various,various,NEEDS_MANUAL_REVIEW,Homo sapiens,UK European,NEEDS_MANUAL_REVIEW,GD adult,HLA typing,GD,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,public_open,locate_papers,data_registry/paper2_hla_autoimmune/heward_uk_gd/ (planned),Non-Korean GD HLA classical reference,Direct Korean transfer,medium,[VERIFIED-MANUAL-NEEDED] Ancestry caveat mandatory
P2_VAIDYA_UK_GD,PAPER2_HLA_AUTOIMMUNE,Publication,Vaidya_UK_GD_HLA,UK GD HLA candidate,Vaidya et al. various,various,NEEDS_MANUAL_REVIEW,Homo sapiens,UK European,NEEDS_MANUAL_REVIEW,GD adult,HLA typing,GD,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,public_open,locate_papers,data_registry/paper2_hla_autoimmune/vaidya_uk_gd/ (planned),Non-Korean GD HLA reference,Direct Korean transfer,medium,[VERIFIED-MANUAL-NEEDED] Ancestry caveat mandatory
P2_SIMMONDS_UK_AITD,PAPER2_HLA_AUTOIMMUNE,Publication,Simmonds_UK_AITD_HLA,UK AITD HLA candidate,Simmonds et al. various,various,NEEDS_MANUAL_REVIEW,Homo sapiens,UK European,NEEDS_MANUAL_REVIEW,AITD,HLA typing,GD + HT,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_open,locate_papers,data_registry/paper2_hla_autoimmune/simmonds_uk_aitd/ (planned),Non-Korean AITD HLA reference,Direct Korean transfer,medium,[VERIFIED-MANUAL-NEEDED] Ancestry caveat mandatory
P2_GWAS_HASHIMOTO,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_efo_hashimoto,GWAS Catalog Hashimoto disease loci,NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/efotraits/EFO_0003884,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,Hashimoto endpoint,NO,partial,NO,YES,YES,NO,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_hashimoto/ (planned),HT GWAS context (HLA-region vs non-HLA),Cancer claim,low,Filter HLA-region SNPs separately
P2_GWAS_GRAVES,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_efo_graves,GWAS Catalog Graves disease loci,NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/efotraits/EFO_0004215,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,Graves endpoint,NO,partial,NO,YES,NO,YES,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_graves/ (planned),GD GWAS context,Cancer claim,low,Filter HLA-region SNPs separately
P2_GWAS_TPO_AB,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_efo_tpoab,GWAS Catalog anti-TPO antibody loci,NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,TPOAb,NO,partial,NO,YES,YES,NO,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_tpoab/ (planned),Autoimmunity quantitative trait,Cancer claim,low,Quant trait — non-binary
P2_GWAS_TSH,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_efo_tsh,GWAS Catalog TSH levels,NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,TSH,NO,partial,NO,partial,NO,NO,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_tsh/ (planned),Thyroid endocrine context,Cancer claim,low,Useful for hypothyroidism/hyperthyroidism context
P2_GWAS_HYPOTHY,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_efo_hypothy,GWAS Catalog hypothyroidism,NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,Hypothyroidism,NO,partial,NO,YES,YES,NO,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_hypothy/ (planned),Hypothyroidism endpoint,Cancer claim,low,Often dominated by HT
P2_GWAS_HYPERTHY,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_efo_hyperthy,GWAS Catalog hyperthyroidism,NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,Hyperthyroidism,NO,partial,NO,YES,NO,YES,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_hyperthy/ (planned),Hyperthyroidism endpoint,Cancer claim,low,Often dominated by GD
P2_FINNGEN_HASHIMOTO,PAPER2_HLA_AUTOIMMUNE,FinnGen,FinnGen_E4_HASHITHY,FinnGen Hashimoto endpoint,FinnGen consortium,ongoing,https://r10.finngen.fi/,Homo sapiens,Finnish,NEEDS_MANUAL_REVIEW,Population biobank,GWAS summary,Hashimoto,NO,partial,NO,YES,YES,NO,NO,NO,NO,NO,NO,public_summary_stats,download_summary,data_registry/paper2_hla_autoimmune/finngen_hashimoto/ (planned),Finnish HT replication context,Direct Korean transfer,medium,Ancestry caveat mandatory
P2_FINNGEN_GRAVES,PAPER2_HLA_AUTOIMMUNE,FinnGen,FinnGen_E4_GD_STRICT,FinnGen Graves disease endpoint,FinnGen consortium,ongoing,https://r10.finngen.fi/,Homo sapiens,Finnish,NEEDS_MANUAL_REVIEW,Population biobank,GWAS summary,Graves,NO,partial,NO,YES,NO,YES,NO,NO,NO,NO,NO,public_summary_stats,download_summary,data_registry/paper2_hla_autoimmune/finngen_graves/ (planned),Finnish GD replication context,Direct Korean transfer,medium,Ancestry caveat mandatory
P2_PANUKBB,PAPER2_HLA_AUTOIMMUNE,Pan_UKBB,panukbb_thyroid,Pan-UKBB multi-ancestry thyroid endpoints summary,Pan-UKBB consortium,2022+,https://pan.ukbb.broadinstitute.org/,Homo sapiens,UK multi-ancestry,>400000,Population biobank,GWAS summary,Thyroid endpoints,NO,partial,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_summary_stats,download_summary,data_registry/paper2_hla_autoimmune/panukbb_thyroid/ (planned),Multi-ancestry replication context,Direct Korean transfer,medium,Ancestry stratified — pick East Asian subset where available
BR_GSE54958_HTPTC,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE54958_HTPTC,Thyroid HT/PTC overlap candidate (verify subset of GSE54958),NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54958,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,Methylation array,Thyroid + HT-overlap (verify),partial,NO,partial,YES,YES,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse54958_htptc/ (planned),Bridge methylation HT/PTC,Cancer susceptibility claim,medium,Filter HT-overlap subset only
BR_PRJCA_TBD,BRIDGE_QUARANTINE_HT_PTC,NGDC_GSA,PRJCA_HTPTC_placeholder,Chinese NGDC HT/PTC scRNA-seq placeholders,NEEDS_MANUAL_REVIEW,various,https://ngdc.cncb.ac.cn/gsa/,Homo sapiens,Chinese,NEEDS_MANUAL_REVIEW,Thyroid tissue,sc/spatial,HT + PTC,partial,NO,YES,YES,YES,NO,NO,NO,partial,NO,partial,public_open_partial,query_required,project/data/external/ngdc_htptc/ (planned),Bridge candidate,HLA allele claim,medium,Search NGDC for HT-PTC scRNA accessions
BR_E_MTAB_AITD,BRIDGE_QUARANTINE_HT_PTC,ArrayExpress,E-MTAB_AITD_placeholder,ArrayExpress AITD studies (placeholder),NEEDS_MANUAL_REVIEW,various,https://www.ebi.ac.uk/biostudies/arrayexpress,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Thyroid tissue,Microarray,AITD,NO,NO,partial,YES,YES,YES,NO,NO,NO,NO,NO,public_open,query_required,project/data/external/arrayexpress_aitd/ (planned),Bridge AITD-tissue context,Cancer claim,medium,Curate by query at ArrayExpress
P2_KCDC_KORHLA,REFERENCE_POPULATION_HLA,KCDC,KCDC_Korean_HLA_panel,KCDC Korean HLA reference panels,KCDC publications,various,https://www.kdca.go.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Healthy,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_aggregate_only,access_check_required,data_registry/reference_population_hla/kcdc_korhla/ (planned),Korean public-health HLA reference,Cancer claim,low,Aggregate only
P2_HLA_LIGAND_ATLAS,REFERENCE_POPULATION_HLA,HLA_Ligand_Atlas,hla_ligand_atlas,HLA Ligand Atlas (immunopeptidomics),Marcu et al. JITC 2021,2021,https://hla-ligand-atlas.org/,Homo sapiens,Multi-tissue (healthy),tens of thousands of peptides,Healthy tissues,Immunopeptidomics MS,Healthy peptidome,NO,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/hla_ligand_atlas/ (planned),HLA-presented peptide reference (NOT germline),Mistaken use as germline allele frequency reference,medium,Peptide presentation reference — NOT a germline frequency database
P2_NETMHC_REF,REFERENCE_POPULATION_HLA,NetMHCpan,netmhcpan_ref,NetMHCpan binding affinity reference,Reynisson et al. NAR 2020,2020,https://services.healthtech.dtu.dk/services/NetMHCpan-4.1/,Homo sapiens,Reference,N/A,Predictive tool,Affinity prediction,Reference,NO,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,query_required,data_registry/reference_population_hla/netmhcpan/ (planned),Allele-specific peptide-binding prediction,Stand-alone allele frequency claim,low,Predictive tool — not data
P2_AFND_GRAVES_REF,REFERENCE_POPULATION_HLA,AFND,AFND_GD_disease_pool,AFND Graves-disease cohort pooled HLA frequencies,AFND consortium,ongoing,http://www.allelefrequencies.net/,Homo sapiens,Mixed disease cohorts,NEEDS_MANUAL_REVIEW,GD cases,HLA typing aggregated,GD,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,public_open,manual_export_required,data_registry/reference_population_hla/afnd_gd/ (planned),Disease-cohort comparator (Paper 4 reserve),Direct Korean Paper 2 inclusion without ancestry caveat,medium,Disease-cohort frequencies (cases) ≠ population baseline
P2_AFND_HASHIMOTO_REF,REFERENCE_POPULATION_HLA,AFND,AFND_HT_disease_pool,AFND Hashimoto-disease pooled HLA frequencies,AFND consortium,ongoing,http://www.allelefrequencies.net/,Homo sapiens,Mixed disease cohorts,NEEDS_MANUAL_REVIEW,HT cases,HLA typing aggregated,HT,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,public_open,manual_export_required,data_registry/reference_population_hla/afnd_ht/ (planned),HT case-cohort comparator,Direct Korean Paper 2 inclusion without ancestry caveat,medium,Disease-cohort frequencies (cases) ≠ population baseline
RR_DBGAP_TCGA_RAW_BAMS,RESTRICTED_OR_REJECTED,dbGaP,phs000178_TCGA_raw,TCGA-THCA raw BAMs (controlled),TCGA consortium,ongoing,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000178,Homo sapiens,USA mixed,~507 thyroid + others,Tumor + normal BAMs,WGS/WXS/RNA-seq raw,Pan-cancer,YES,partial,YES,NO,NO,NO,YES,partial,partial,partial,YES,controlled_dbgap,blocked_no_credentials,N/A,N/A,HLA typing from these BAMs would violate Paper-1/Paper-2 separation,high,If credentials ever granted these BAMs are NOT to be used for any Paper-1 HLA imputation
