dataset_id,local_path,source_url,assay_type,sample_count,phenotype_labels,allowed_analysis,forbidden_analysis,manual_review_required,notes
P1_GDC_PANCAN_RPPA,project/data/external/gdc_rppa/ (planned),https://gdc.cancer.gov/about-data/publications/PanCanAtlas-Splicing-2018,RPPA,~5000+ samples,Pan-cancer protein layer,RPPA layer for THCA,HLA allele claim,NO,Filter to THCA samples
P1_PANNUKE_THYROID,project/data/external/pannuke_thyroid/ (planned),https://jgamper.github.io/PanNukeDataset/,H&E pathology,NEEDS_MANUAL_REVIEW,Pan-cancer + thyroid subset,Pathology image reference for H&E → DM1 projection,HLA allele claim,YES,Filter to thyroid subset
P1_TCGA_PATHOLOGY,project/data/external/tcga_thca_pathology/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-THCA,H&E whole-slide imaging,~507,PTC subtypes,Pathology layer for Paper 2 (per memory user_image_skills),HLA allele claim,NO,Massive — selective slide pulls per Paper 2 design
P1_GSE275XXX,project/data/external/gse275xxx_search/ (planned),https://www.ncbi.nlm.nih.gov/geo/browse/,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Generic placeholder — search GEO for 2025 thyroid GSE accessions,HLA allele claim,YES,Run GEO bulk query: organism=Homo sapiens & series & thyroid 2025
P1_GSE280XXX,project/data/external/gse280xxx_search/ (planned),https://www.ncbi.nlm.nih.gov/geo/browse/,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Generic placeholder — search GEO,HLA allele claim,YES,Run GEO bulk query
P1_PEDIATRIC_GENIE,project/data/external/genie_pediatric_thyroid/ (planned),https://www.synapse.org/genie,Targeted DNA panels,NEEDS_MANUAL_REVIEW,Pediatric thyroid cancer,Pediatric thyroid mutation reference,HLA allele claim,YES,Filter pediatric (≤18) subset
P1_KRAUS_RAI,project/data/external/rai_refractory_meta/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,RAI-refractory,Additional RAI-refractory references,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Search for recent RAI-refractory series
P1_RAI_DURANTE,project/data/external/durante_2006/ (planned),https://pubmed.ncbi.nlm.nih.gov/16868050/,Clinical outcome,~444,Long-term RAI follow-up,Long-term RAI outcome reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Foundational RAI outcome paper
P1_THYROCYTE_MAYO,project/data/external/mayo_thyroid/ (planned),NEEDS_MANUAL_REVIEW,Clinical,NEEDS_MANUAL_REVIEW,Long-term outcome,Long-term outcome reference,HLA allele claim,YES,Mayo series for survival benchmarks
P1_HOPKINS_THYROID,project/data/external/hopkins_thyroid/ (planned),NEEDS_MANUAL_REVIEW,Clinical,NEEDS_MANUAL_REVIEW,Long-term outcome,Long-term outcome reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Search relevant Hopkins series
P1_KOR_NCC,project/data/external/korean_ncc/ (planned),https://ncc.re.kr/,Clinical + omics,NEEDS_MANUAL_REVIEW,Long-term outcome,Korean NCC thyroid reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Korean clinical reference
P1_KOR_SNUH,project/data/external/korean_snuh/ (planned),https://www.snuh.org/,Mixed,NEEDS_MANUAL_REVIEW,Long-term clinical + omics,Korean SNUH reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Bundang outreach-stage per memory v17_K2_vs_bundang_distinction
P1_KOR_AMC,project/data/external/korean_amc/ (planned),https://amc.seoul.kr/,Mixed,NEEDS_MANUAL_REVIEW,Long-term clinical + omics,Korean AMC reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Search relevant AMC series
P1_GSE126698,project/data/external/gse126698/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE126698,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Pending review,HLA allele claim,YES,[VERIFIED-OK] Verify exists
P1_ICI_SNYDER_2014,project/data/external/snyder_2014/ (planned),https://www.nejm.org/doi/10.1056/NEJMoa1406498,WES,~64,Anti-CTLA-4 response,Foundational TMB-ICI paper,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Often used as ICI training reference
P1_ICI_SNYDER_2017_BLADDER,project/data/external/snyder_2017_bladder/ (planned),https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002309,WES + RNA-seq,~29,Anti-PD-L1 response,Bladder ICI training reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Small bladder ICI cohort
P1_ICI_FORDE_2018_NSCLC,project/data/external/forde_2018/ (planned),https://www.nejm.org/doi/10.1056/NEJMoa1716078,WES + RNA-seq,~22,Neoadjuvant nivolumab response,Neoadjuvant ICI reference,HLA allele claim,NO,[VERIFIED-OK-XCANCER: 'Initial results of pulmonary resection after neoadjuvant nivolumab in patients w'] Small early-stage cohort
P1_ICI_CHEN_2017,project/data/external/chen_2017/ (planned),https://aacrjournals.org/cancerdiscovery/article/6/8/827/5979,RNA-seq,~53,Anti-PD-1 sequential response,Sequential ICI reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Pre+on-treatment paired
P1_ICI_ROH_2017,project/data/external/roh_2017/ (planned),https://www.science.org/doi/10.1126/scitranslmed.aah3560,WES + TCR-seq,~56,Anti-PD-1 vs anti-CTLA-4 sequential,TCR repertoire ICI reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] TCR-seq layer
P1_TCGA_GBM_REF,project/data/external/tcga_gbm/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-GBM,RNA-seq + WXS + methylation,~617,GBM subtypes,Cross-cancer DM1 generalization context,HLA allele claim,NO,Reference cohort
P1_TCGA_LGG_REF,project/data/external/tcga_lgg/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-LGG,RNA-seq + WXS + methylation,~516,LGG subtypes,Cross-cancer DM1 generalization,HLA allele claim,NO,Reference cohort
P1_TCGA_LIHC_REF,project/data/external/tcga_lihc/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-LIHC,RNA-seq + WXS + methylation,~377,LIHC subtypes,Cross-cancer reference (East Asian-relevant),HLA allele claim,NO,Reference cohort
P1_TCGA_OV_REF,project/data/external/tcga_ov/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-OV,RNA-seq + WXS,~603,OV subtypes,Cross-cancer reference,HLA allele claim,NO,Reference cohort
P1_TCGA_PAAD_REF,project/data/external/tcga_paad/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-PAAD,RNA-seq + WXS + methylation,~185,PAAD subtypes,Cross-cancer reference,HLA allele claim,NO,Reference cohort
P1_TCGA_ESCA_REF,project/data/external/tcga_esca/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-ESCA,RNA-seq + WXS,~185,ESCA subtypes,Cross-cancer reference,HLA allele claim,NO,Reference cohort
P1_TCGA_BLCA_REF,project/data/external/tcga_blca/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-BLCA,RNA-seq + WXS + methylation,~412,BLCA subtypes,Cross-cancer reference (ICI context),HLA allele claim,NO,IMvigor210 anatomical reference
P1_TCGA_UCEC_REF,project/data/external/tcga_ucec/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-UCEC,RNA-seq + WXS + methylation,~545,UCEC subtypes,Cross-cancer reference,HLA allele claim,NO,Reference cohort
P1_TCGA_KIRP_REF,project/data/external/tcga_kirp/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-KIRP,RNA-seq + WXS + methylation,~291,KIRP subtypes,Cross-cancer reference (papillary axis),HLA allele claim,NO,Papillary anatomical-architectural neighbor
P1_MET500,project/data/external/met500/ (planned),https://met500.path.med.umich.edu/,WGS + RNA-seq,~500,Metastatic pan-cancer (incl thyroid),Metastatic pan-cancer (filter to thyroid),HLA allele claim,NO,Filter to THCA samples
P1_HCMI,project/data/external/hcmi_thyroid/ (planned),https://www.cancer.gov/ccg/research/functional-genomics/hcmi,WGS + RNA-seq + drug response,NEEDS_MANUAL_REVIEW,Thyroid cancer models,Patient-derived organoid / xenograft models for DM1 perturbation,Patient-claim transfer from organoid,YES,Filter thyroid models
P1_PROJECT_ACHILLES,project/data/external/achilles_thyroid/ (planned),https://depmap.org/portal/,CRISPR-KO essentiality,~1100 lines (~30 thyroid),Functional genomics,Gene-dependency context for DM1 mechanism,Patient-claim transfer,NO,Cell-line only
P1_PROJECT_DRIVE,project/data/external/drive_thyroid/ (planned),https://depmap.org/portal/,shRNA-KD essentiality,~398 lines,Functional genomics,Complementary dependency context,Patient-claim transfer,NO,Cell-line only
P1_GENIE_BPC,project/data/external/genie_bpc_thyroid/ (planned),https://www.synapse.org/genie,Targeted DNA panel + clinical,NEEDS_MANUAL_REVIEW,Thyroid cancer subtypes + clinical,Clinical-rich GENIE if thyroid BPC is released,HLA allele claim,YES,Verify whether thyroid is in current BPC tranche
P1_ORIEN,N/A,https://oriencancer.org/,RNA-seq + WXS + clinical,>250000 enrolled,Thyroid cancer (verify BPC release),N/A,Application required,YES,Member-institution access
P1_MSIGDB,project/data/external/msigdb/ (planned),https://www.gsea-msigdb.org/gsea/msigdb/,Gene sets,N/A (~30000 gene sets),Hallmark + curated pathways,Pathway-enrichment reference,N/A,NO,Methodology DB
P1_KEGG_THYROID,project/data/external/kegg_thyroid/ (planned),https://www.genome.jp/kegg/pathway/hsa/hsa04918.html,Pathway annotations,N/A,Thyroid hormone signaling,Pathway reference for RAI-axis genes,N/A,NO,Methodology DB
P1_REACTOME_THYROID,project/data/external/reactome_thyroid/ (planned),https://reactome.org/PathwayBrowser/#/R-HSA-209968,Pathway annotations,N/A,Thyroid biosynthesis,Pathway reference,N/A,NO,Methodology DB
P1_OPEN_TARGETS_THCA,project/data/external/open_targets_thca/ (planned),https://platform.opentargets.org/disease/EFO_0002892,Drug-target associations,N/A,Thyroid cancer,Drug-target reference for translational claims,N/A,NO,Methodology DB
P1_DISGENET_THCA,project/data/external/disgenet_thca/ (planned),https://www.disgenet.org/,Gene-disease associations,N/A,Thyroid cancer,Gene-disease reference,N/A,NO,Methodology DB
P1_HPO_THYROID,project/data/external/hpo_thyroid/ (planned),https://hpo.jax.org/app/browse/term/HP:0000820,Phenotype ontology,N/A,Thyroid phenotypes,Phenotype-term reference,N/A,NO,Methodology DB
P1_CLINGEN_THYROID,project/data/external/clingen_thyroid/ (planned),https://clinicalgenome.org/,Clinical-validity curations,N/A (curations),Thyroid cancer genes,Gene-disease validity reference,N/A,NO,Methodology DB
P1_COSMIC_THYROID,project/data/external/cosmic_thyroid/ (planned),https://cancer.sanger.ac.uk/cosmic,Mutation calls + signatures,large,Thyroid cancer,Mutation-signature reference,HLA allele claim,NO,Registration required for downloads
P1_AOTRC_THYROID,N/A,NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Multi-institution Korean,N/A,Application required,YES,[VERIFIED-MANUAL-NEEDED] Korean multi-institution consortium
P1_PROTEOMICSDB,project/data/external/proteomicsdb_thyroid/ (planned),https://www.proteomicsdb.org/,MS,>15000 proteins,Healthy + cancer,Protein-level expression baseline,HLA allele claim,NO,Methodology reference
P1_TCIA_THYROID,project/data/external/tcia_thyroid/ (planned),https://www.cancerimagingarchive.net/,CT/MR/US/PET,multiple,Multiple thyroid imaging,Imaging layer for radiogenomic context,HLA allele claim,NO,Companion to TCGA-THCA imaging
P1_PANIMMUNE,project/data/external/panimmune/ (planned),https://gdc.cancer.gov/about-data/publications/panimmune,Immune signatures,>10000 TCGA samples,Pan-cancer immune subtypes,Pan-cancer immune landscape (filter to THCA),HLA allele claim,NO,Use for thyroid immune subtype assignment
P1_TICA,project/data/external/tica/ (planned),https://singlecell.broadinstitute.org/single_cell/study/SCP1288/,scRNA-seq,~500000 cells,Pan-cancer immune cells,Pan-cancer immune scRNA reference (filter or compare to thyroid),HLA allele claim,NO,Cross-cancer immune-cell baseline
P1_PANCANATLAS_FULL,project/data/external/pancanatlas/ (planned),https://gdc.cancer.gov/about-data/publications/pancanatlas,Multi-omics harmonized,>10000 samples,Pan-cancer,Harmonized pan-cancer (extract THCA),HLA allele claim,NO,Filter to THCA samples
P1_GDSC2,project/data/external/gdsc2_thyroid/ (planned),https://www.cancerrxgene.org/,Drug screen + expression,~30+ thyroid,Thyroid cancer cell lines,Drug-response context,Patient-claim transfer,NO,Cell-line only; cross-link with DepMap+CCLE
P1_PRISM_REPURPOSING,project/data/external/prism_repurposing/ (planned),https://depmap.org/portal/,Pooled drug screen,~578 lines,Drug repurposing,Drug-repurposing context for DM1 reversal,Patient-claim transfer,NO,Cell-line only
P1_DEPMAP_2024Q4,project/data/external/depmap_24q4/ (planned),https://depmap.org/portal/data_page/?tab=allData,RNA-seq + WGS + dependency + drug,~30+ thyroid,Thyroid cancer cell lines,Latest DepMap release,Patient-claim transfer,NO,Use latest release
P1_HUBMAP,project/data/external/hubmap/ (planned),https://hubmapconsortium.org/,Multi-omic spatial,NEEDS_MANUAL_REVIEW,Healthy reference,Healthy thyroid spatial reference if available,HLA allele claim,YES,Verify dataset availability
P1_4DN_THYROID,project/data/external/4dn_thyroid/ (planned),https://www.4dnucleome.org/,Hi-C + 3D genome,NEEDS_MANUAL_REVIEW,Reference,Chromatin-3D context,HLA allele claim,YES,Verify dataset availability
P1_PANGLAODB,project/data/external/panglaodb/ (planned),https://panglaodb.se/,Cell-type marker DB,~250 cell types,Reference,Cell-type annotation reference,N/A,NO,Methodology DB
P1_CELLTYPIST,project/data/external/celltypist/ (planned),https://www.celltypist.org/,scRNA cell-type annotation,N/A,Reference,Cell-type annotation reference,N/A,NO,Methodology DB
P1_METHBANK,project/data/external/methbank_thyroid/ (planned),https://ngdc.cncb.ac.cn/methbank/,Methylation database,>thousands,Multiple,Methylation aggregator,HLA allele claim,NO,Filter to thyroid
P1_DISEASEMETH,project/data/external/diseasemeth_thyroid/ (planned),http://bio-bigdata.hrbmu.edu.cn/diseasemeth/,Methylation aggregator,>thousands,Multiple disease,Disease methylation aggregator,HLA allele claim,NO,Filter to thyroid
P1_WANDERER,project/data/external/wanderer/ (planned),http://maplab.imppc.org/wanderer/,Methylation explorer,TCGA samples,Pan-cancer,TCGA methylation explorer,HLA allele claim,NO,Methodology tool
P1_CLINICAL_TRIALS_THYROID,project/data/external/clinicaltrials_thyroid/ (planned),https://clinicaltrials.gov/search?cond=thyroid%20cancer,Trial metadata,thousands of trials,Thyroid cancer,Clinical-trial reference for translational claims,N/A,NO,Reference for prospective trials
P1_KNHANES,project/data/external/knhanes_thyroid/ (planned),https://knhanes.kdca.go.kr/,Population health,>10000/year,Population reference,Korean population thyroid baseline,Cancer claim,NO,Aggregate-only access
P1_KOR_THYROID_ASSOC,N/A,https://www.korthyr.or.kr/,Mixed,NEEDS_MANUAL_REVIEW,Multiple,Korean clinical reference,HLA allele claim,YES,Korean professional society
P1_KOR_RAI_REGISTRY,N/A,https://ksnm.or.kr/,Clinical RAI outcome,NEEDS_MANUAL_REVIEW,RAI follow-up,Korean RAI outcome reference,HLA allele claim,YES,Korean professional society
P1_GLASS_FUSION,project/data/external/glass/ (planned),https://www.glass-consortium.org/,WGS + RNA-seq,>1000 longitudinal pairs,Recurrent vs primary,Cross-cancer longitudinal fusion reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Methodology — longitudinal evolution
P1_TCGA_PCAWG_FUSION,project/data/external/pcawg_fusion/ (planned),https://dcc.icgc.org/pcawg,Fusion calls,>2600 WGS,Pan-cancer fusion,Pan-cancer fusion-call reference,HLA allele claim,NO,Methodology
P1_FUSIONHUB,project/data/external/fusionhub/ (planned),https://fusionhub.persistent.co.in/,Fusion DB,>multiple sources,Reference,Fusion-call aggregator,HLA allele claim,NO,Methodology DB
P1_CHIMERDB,project/data/external/chimerdb/ (planned),http://www.kobic.re.kr/chimerdb/,Fusion DB,>multiple sources,Reference,Korean-led fusion DB,HLA allele claim,NO,Methodology DB
P1_HALLMARK_DM1_DERIVED,project/manuscript_v8/ + project/results/,N/A,Module signatures,N/A,DM1 / DM2 / RAI modules,Internal Paper 1 module signatures,External claim transfer,NO,Internal — defined in manuscript_v8
P1_MUN_2025_PROTEOGENOMIC,project/data/external/mun_2025/ (verify),NEEDS_MANUAL_REVIEW,Proteomics + RNA-seq + WXS,336,Multiple thyroid subtypes (PTC/PDTC/ATC),Track B-lite RNA replication on protein layer per memory proteogenomic_v1_2026_05_08,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] 7/7 sign-match: thyroid_diff d=-1.91 myeloid d=+1.52; 5/7 8-gene members r<-0.5 along PTC->PDTC->ATC; Track B still FROZEN
P1_LIU_2024_PTC_PROTEOGENOMIC,project/data/external/liu_2024_ptc/ (planned),NEEDS_MANUAL_REVIEW,Proteomics + RNA-seq + WXS,NEEDS_MANUAL_REVIEW,PTC subtypes,PTC proteogenomic comparator to Mun 2025,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Verify exact reference
P1_SUN_2024_THYROID_PROTEOGENOMIC,project/data/external/sun_2024_thyroid/ (planned),NEEDS_MANUAL_REVIEW,Proteomics + multi-omic,NEEDS_MANUAL_REVIEW,Thyroid cancer,Thyroid proteogenomic comparator,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Verify exists
P1_TANG_2024_PTC,project/data/external/tang_2024/ (planned),NEEDS_MANUAL_REVIEW,Proteomics,NEEDS_MANUAL_REVIEW,PTC,PTC proteomic comparator,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Verify exists
P1_GU_2024_THYROID_SC_SPATIAL,project/data/external/gu_2024_thyroid/ (planned),NEEDS_MANUAL_REVIEW,scRNA + spatial,NEEDS_MANUAL_REVIEW,Multi-subtype thyroid,scRNA+spatial comparator,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Verify exists
P1_PROTEOMIC_INTERNAL,project/results/proteogenomic_v1/ (planned),N/A,Internal analysis outputs,N/A,DM1/DM2/Track B-lite signatures on protein layer,Internal proteogenomic outputs per memory proteogenomic_v1_2026_05_08,External claim transfer,NO,Reviewer-reserve only — Track B still FROZEN
P1_GTEX_PROTEOGENOMIC,project/data/external/gtex_proteogenomic/ (planned),https://www.gtexportal.org/home/proteogenomicsPage,Proteomics,~32 normal thyroid,Healthy reference,Healthy thyroid protein baseline,HLA allele claim,NO,Reference baseline
P1_DUNCAN_2023_PTC,project/data/external/duncan_2023/ (planned),NEEDS_MANUAL_REVIEW,Multi-omic meta,NEEDS_MANUAL_REVIEW,PTC subtypes,Meta-analysis comparator,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Verify exists
P1_LANDA_2024_PDTC_ATC_UPDATE,project/data/external/landa_2024/ (planned),NEEDS_MANUAL_REVIEW,Multi-omic,NEEDS_MANUAL_REVIEW,Aggressive thyroid,Updated Landa series if available,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Locate exact paper
P1_FAGIN_2024_RAI_REFRACTORY,project/data/external/fagin_2024/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,RAI-refractory,RAI-refractory mechanism updates,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Locate exact papers
P1_CABANILLAS_RAI_TRIAL,project/data/external/cabanillas_rai/ (planned),NEEDS_MANUAL_REVIEW,Clinical trial,NEEDS_MANUAL_REVIEW,Re-induction trials,RAI re-induction translational reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Cite-only (no individual-level data)
P1_HOFTIJZER_RAI,project/data/external/hoftijzer/ (planned),NEEDS_MANUAL_REVIEW,Clinical RAI outcome,NEEDS_MANUAL_REVIEW,Long-term RAI follow-up,Dutch RAI cohort reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Cite-only
P1_COSMIC_FUSION,project/data/external/cosmic_fusion/ (planned),https://cancer.sanger.ac.uk/cosmic/fusion,Fusion catalog,large,Multi-cancer,Fusion catalog reference,HLA allele claim,NO,Filter to thyroid; registration required
P1_TUMOR_FUSION_GENE_DB,project/data/external/tumorfusions/ (planned),https://www.tumorfusions.org/,Fusion DB,>20000 fusion calls,Pan-cancer,Pan-cancer fusion DB,HLA allele claim,NO,Reference DB
P1_DEPMAP_PROTEOMICS,project/data/external/depmap_proteomics/ (planned),https://depmap.org/portal/,Proteomics MS,~375 lines,Proteomics,Cell-line proteomics for DM1 protein-axis,Patient-claim transfer,NO,Cell-line only
P1_CCLE_PROTEOMICS,project/data/external/ccle_proteomics/ (planned),https://sites.broadinstitute.org/ccle/,Proteomics MS,~375 lines,Proteomics,Cell-line proteomics,Patient-claim transfer,NO,Cell-line only
P1_KIM_2014_KOREAN_THYROID,project/data/external/kim_2014_korean/ (planned),NEEDS_MANUAL_REVIEW,Proteomics,NEEDS_MANUAL_REVIEW,Korean PTC,Korean proteomic reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Locate exact paper
P1_PARK_KOREAN_THYROID_OMIC,project/data/external/park_korean/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Korean thyroid,Korean thyroid -omic candidate,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Search recent Park / Korean PTC papers
P1_NCI_PROTEOMIC_PILOT_THYROID,project/data/external/nci_proteomic/ (planned),https://proteomics.cancer.gov/,Proteomics MS,NEEDS_MANUAL_REVIEW,Thyroid cancer,NCI pilot proteomic data,HLA allele claim,YES,Verify availability
P1_MOUSE_BRAF_TG,project/data/external/mouse_braf_tg/ (planned),NEEDS_MANUAL_REVIEW,RNA-seq + histology,NEEDS_MANUAL_REVIEW,Mouse PTC model,Mouse mechanistic reference (NOT patient claim),Patient-claim transfer from mouse,YES,[VERIFIED-MANUAL-NEEDED] Mouse model — translational caveat
P1_MOUSE_RET_PTC_TG,project/data/external/mouse_ret_ptc_tg/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Mouse PTC model,Mouse fusion-driven PTC reference,Patient-claim transfer,YES,[VERIFIED-MANUAL-NEEDED] Mouse model
P1_MOUSE_TPO_CRE,project/data/external/mouse_tpo_cre/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Mouse conditional KO/OE,Conditional mouse thyroid ref,Patient-claim transfer,YES,[VERIFIED-MANUAL-NEEDED] Mouse model — many publications
P1_MOUSE_BRS3_THYROID,project/data/external/zebrafish_thyroid/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Zebrafish thyroid model,Zebrafish mechanistic ref,Patient-claim transfer,YES,[VERIFIED-MANUAL-NEEDED] Zebrafish model
P1_PANTHYROID_INTEGRATION,project/data/external/pan_thyroid_sc/ (planned),NEEDS_MANUAL_REVIEW,scRNA-seq integration,NEEDS_MANUAL_REVIEW,Multi-subtype thyroid,Multi-dataset scRNA integration if available,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Search recent integrative scRNA papers
P1_KOR_TISSUE_BIOBANK,N/A,https://www.nih.go.kr/biobank/,Mixed,NEEDS_MANUAL_REVIEW,Multiple cancer types,Korean tissue-bank reference,HLA allele claim,YES,Application required
P1_KOR_PATHOLOGY_AI,project/data/external/kor_pathology_ai/ (planned),NEEDS_MANUAL_REVIEW,H&E + AI annotations,NEEDS_MANUAL_REVIEW,Multiple thyroid subtypes,Korean pathology AI reference (per memory user_image_skills),HLA allele claim,YES,Pathology image axis for Paper 2
P1_PATHOLOGY_TCGA_DM1,project/results/pathology_dm1/ (planned),N/A,Pathology projection,N/A,Paper 2 H&E,Internal Paper 2 H&E projection (per memory canonical paper numbering),HLA allele claim,NO,Paper 2 = pathology projection per paper_numbering_2026_05_04
P1_KOREAN_THYROID_FFPE,N/A,N/A,Multimodal pathology + RNA-seq,NEEDS_MANUAL_REVIEW,Korean retrospective,Korean FFPE per memory user_image_skills,HLA allele claim,YES,Outreach-stage; not yet acquired
P1_INTERNATIONAL_THYROID_REGISTRY,project/data/external/intl_thyroid_registry/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Multi-country,International registry meta-references,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Search ATA / ETA / KTA registries
P1_GENETICS_OF_THYROID_CANCER_GWAS,project/data/external/gwas_thyroid_cancer/ (planned),https://www.ebi.ac.uk/gwas/efotraits/EFO_0002892,Summary,NEEDS_MANUAL_REVIEW,Thyroid cancer susceptibility,Thyroid cancer susceptibility loci (NOT HLA),HLA allele claim from GWAS context,YES,Filter HLA-region SNPs out for Paper 1 use
P1_THYROID_GENETIC_RISK,project/data/external/thyroid_genetic_risk/ (planned),NEEDS_MANUAL_REVIEW,GWAS sum stats,NEEDS_MANUAL_REVIEW,Thyroid cancer susceptibility,Susceptibility-locus reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Cite-only context
P1_TKI_LENVATINIB,project/data/external/select_lenvatinib/ (planned),https://www.nejm.org/doi/10.1056/NEJMoa1406470,Clinical trial,~392,Lenvatinib responders,RAI-refractory TKI clinical reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Cite-only
P1_TKI_SORAFENIB,project/data/external/decision_sorafenib/ (planned),https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(14)60421-9,Clinical trial,~417,Sorafenib responders,RAI-refractory TKI clinical reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Cite-only
P1_TKI_SELPERCATINIB,project/data/external/libretto_001/ (planned),https://www.nejm.org/doi/10.1056/NEJMoa2005651,Clinical trial,~143,Selpercatinib responders,RET-fusion targeted therapy reference,HLA allele claim,NO,[VERIFIED-OK] Cite-only; high relevance to fusion-directed therapy claim
P1_TKI_PRALSETINIB,project/data/external/arrow_pralsetinib/ (planned),https://www.thelancet.com/journals/landia/article/PIIS2213-8587(21)00120-0,Clinical trial,~84,Pralsetinib responders,RET targeted therapy reference,HLA allele claim,NO,[VERIFIED-OK] Cite-only
P1_TKI_LAROTRECTINIB,project/data/external/larotrectinib/ (planned),https://www.nejm.org/doi/10.1056/NEJMoa1714448,Basket trial,~55 (across cancers),Larotrectinib responders,NTRK-fusion basket-trial reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Cite-only
P1_TKI_ENTRECTINIB,project/data/external/entrectinib/ (planned),https://www.thelancet.com/journals/lanonc/article/PIIS1470-2045(19)30691-6,Basket trial,~54 (across cancers),Entrectinib responders,NTRK-fusion basket-trial reference,HLA allele claim,NO,[VERIFIED-OK-XCANCER: 'Entrectinib in patients with advanced or metastatic NTRK fusion-positive solid t'] Cite-only
P1_BRAF_DABRAFENIB_TRAMETINIB,project/data/external/dabrafenib_trametinib_atc/ (planned),https://ascopubs.org/doi/10.1200/JCO.2017.73.6785,Clinical trial,~16,Dabrafenib + trametinib responders,BRAF V600E ATC clinical reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Cite-only
P1_ICI_NIVOLUMAB_THYROID,project/data/external/pembrolizumab_thyroid/ (planned),NEEDS_MANUAL_REVIEW,Clinical trial,NEEDS_MANUAL_REVIEW,Anti-PD-1 thyroid response,Thyroid-specific ICI references,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Cite-only; locate exact trials
P1_CLINVAR_THYROID,project/data/external/clinvar_thyroid/ (planned),https://www.ncbi.nlm.nih.gov/clinvar/,Variant catalog,>200000 variants,Multiple thyroid conditions,Clinical-variant reference for translational claims,N/A,NO,Methodology DB
