sample_id	condition	source_niche	neighbor_niche	observed_edges	source_edges	observed_neighbor_fraction	expected_slide_label_fraction	log2_enrichment_proxy	binomial_z_proxy_not_independent	claim_boundary
GSM7980864_PTC-1	PTC	HLA-visible inflamed niche	Drug-delivery failure proxy niche	221	960	0.23020833333333332	0.2501114578689255	-0.11963059303961723	-1.4239401120851183	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	HLA-visible inflamed niche	Mixed/Other	193	960	0.20104166666666667	0.44092732946946056	-1.1330424598842264	-14.970016134171813	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	HLA-low invisible tumor niche	RAI-restorable niche	36	294	0.12244897959183673	0.06464556397681677	0.9215469368114458	4.030599971324648	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	HLA-low invisible tumor niche	HLA-visible inflamed niche	11	294	0.03741496598639456	0.07133303611234953	-0.9309365818509631	-2.2595889707488532	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	HLA-low invisible tumor niche	HLA-low invisible tumor niche	21	294	0.07142857142857142	0.021845742309407043	1.7091032979125476	5.815912854778804	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	HLA-low invisible tumor niche	CD8-excluded / myeloid-CAF niche	17	294	0.05782312925170068	0.08203299152920196	-0.5045501912937277	-1.5127186903939753	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	HLA-low invisible tumor niche	APC-rich niche	13	294	0.04421768707482993	0.06910387873383861	-0.6441313771912797	-1.6824039681857401	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	HLA-low invisible tumor niche	Drug-delivery failure proxy niche	23	294	0.0782312925170068	0.2501114578689255	-1.6767407712105438	-6.805096298250378	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	HLA-low invisible tumor niche	Mixed/Other	173	294	0.5884353741496599	0.44092732946946056	0.4163422569202925	5.094150024277236	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	CD8-excluded / myeloid-CAF niche	RAI-restorable niche	92	1104	0.08333333333333333	0.06464556397681677	0.3663373097595682	2.525134599506585	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	CD8-excluded / myeloid-CAF niche	HLA-visible inflamed niche	84	1104	0.07608695652173914	0.07133303611234953	0.09307751257038092	0.6137070190955185	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	CD8-excluded / myeloid-CAF niche	HLA-low invisible tumor niche	17	1104	0.015398550724637682	0.021845742309407043	-0.5045299058756718	-1.465439975944686	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	CD8-excluded / myeloid-CAF niche	CD8-excluded / myeloid-CAF niche	151	1104	0.13677536231884058	0.08203299152920196	0.7375251927946853	6.62827208334685	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	CD8-excluded / myeloid-CAF niche	APC-rich niche	61	1104	0.0552536231884058	0.06910387873383861	-0.32269238626669966	-1.8144311804439976	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	CD8-excluded / myeloid-CAF niche	Drug-delivery failure proxy niche	345	1104	0.3125	0.2501114578689255	0.32128388778460293	4.786567869918069	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	CD8-excluded / myeloid-CAF niche	Mixed/Other	354	1104	0.32065217391304346	0.44092732946946056	-0.4595304850754831	-8.04901660801352	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	APC-rich niche	RAI-restorable niche	57	930	0.06129032258064516	0.06464556397681677	-0.07689085507000754	-0.4161096390351564	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	APC-rich niche	HLA-visible inflamed niche	107	930	0.11505376344086021	0.07133303611234953	0.689658205222865	5.180283163747987	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	APC-rich niche	HLA-low invisible tumor niche	12	930	0.012903225806451613	0.021845742309407043	-0.7595745783599764	-1.8655811567259042	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	APC-rich niche	CD8-excluded / myeloid-CAF niche	63	930	0.06774193548387097	0.08203299152920196	-0.27615132335559905	-1.5881736472612369	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	APC-rich niche	APC-rich niche	238	930	0.25591397849462366	0.06910387873383861	1.8888051174930256	22.461564571275876	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	APC-rich niche	Drug-delivery failure proxy niche	262	930	0.2817204301075269	0.2501114578689255	0.17169239283021218	2.2258028622025	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	APC-rich niche	Mixed/Other	191	930	0.2053763440860215	0.44092732946946056	-1.1022671309615981	-14.468008631345539	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Drug-delivery failure proxy niche	RAI-restorable niche	98	3366	0.029114676173499703	0.06464556397681677	-1.1507775676633556	-8.383119280192263	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Drug-delivery failure proxy niche	HLA-visible inflamed niche	218	3366	0.0647653000594177	0.07133303611234953	-0.13934727542456593	-1.4804624411151301	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Drug-delivery failure proxy niche	HLA-low invisible tumor niche	22	3366	0.006535947712418301	0.021845742309407043	-1.7407291048547355	-6.0763018754644875	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Drug-delivery failure proxy niche	CD8-excluded / myeloid-CAF niche	346	3366	0.10279263220439691	0.08203299152920196	0.32545716361313887	4.389035329486507	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Drug-delivery failure proxy niche	APC-rich niche	263	3366	0.07813428401663695	0.06910387873383861	0.177186614916199	2.0656772901665064	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Drug-delivery failure proxy niche	Drug-delivery failure proxy niche	1397	3366	0.4150326797385621	0.2501114578689255	0.730651496455685	22.09369970281261	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Drug-delivery failure proxy niche	Mixed/Other	1022	3366	0.3036244800950683	0.44092732946946056	-0.5382513064489615	-16.044233186238888	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Mixed/Other	RAI-restorable niche	217	5934	0.03656892483990563	0.06464556397681677	-0.82191602993766	-8.79551799874358	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Mixed/Other	HLA-visible inflamed niche	196	5934	0.03302999662959218	0.07133303611234953	-1.1107701041382383	-11.463880661425224	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Mixed/Other	HLA-low invisible tumor niche	177	5934	0.029828109201213347	0.021845742309407043	0.44930272713550645	4.206475640013735	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Mixed/Other	CD8-excluded / myeloid-CAF niche	356	5934	0.05999325918436131	0.08203299152920196	-0.45139737072498803	-6.186888308604932	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Mixed/Other	APC-rich niche	195	5934	0.03286147623862487	0.06910387873383861	-1.0723463733090821	-11.00750591488459	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Mixed/Other	Drug-delivery failure proxy niche	1016	5934	0.17121671722278395	0.2501114578689255	-0.5467449223179862	-14.033198586870574	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980864_PTC-1	PTC	Mixed/Other	Mixed/Other	3777	5934	0.6365015166835187	0.44092732946946056	0.5296220459336037	30.34363911649513	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-restorable niche	RAI-restorable niche	341	2178	0.15656565656565657	0.0741421568627451	1.0783915512404014	14.68166213422572	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-restorable niche	RAI-low dedifferentiated niche	2	2178	0.0009182736455463728	0.0014297385620915032	-0.6381937874354174	-0.6317236809309609	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-restorable niche	HLA-visible inflamed niche	183	2178	0.08402203856749312	0.0718954248366013	0.22486492751944798	2.1908840718209097	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-restorable niche	HLA-low invisible tumor niche	73	2178	0.03351698806244261	0.02369281045751634	0.5004253203866047	3.0145577572637823	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-restorable niche	CD8-excluded / myeloid-CAF niche	104	2178	0.047750229568411386	0.06209150326797386	-0.37888121307584965	-2.773449992624633	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-restorable niche	APC-rich niche	104	2178	0.047750229568411386	0.08394607843137254	-0.8139422343884372	-6.091538288926147	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-restorable niche	Drug-delivery failure proxy niche	360	2178	0.1652892561983471	0.25	-0.5969321848772597	-9.129916314010027	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-restorable niche	Mixed/Other	1011	2178	0.4641873278236915	0.43280228758169936	0.10099878812759831	2.9562395197697526	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-low dedifferentiated niche	RAI-restorable niche	0	42	0.0	0.0741421568627451	-16.178025922994454	-1.833939895246814	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-low dedifferentiated niche	RAI-low dedifferentiated niche	0	42	0.0	0.0014297385620915032	-10.482544358101599	-0.24522438078602196	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-low dedifferentiated niche	HLA-visible inflamed niche	3	42	0.07142857142857142	0.0718954248366013	-0.009398566849985046	-0.011712675053337123	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-low dedifferentiated niche	HLA-low invisible tumor niche	3	42	0.07142857142857142	0.02369281045751634	1.592011232701307	2.0340749976612567	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-low dedifferentiated niche	CD8-excluded / myeloid-CAF niche	3	42	0.07142857142857142	0.06209150326797386	0.20210236998446224	0.25074879347349655	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-low dedifferentiated niche	APC-rich niche	5	42	0.11904761904761904	0.08394607843137254	0.503998863836337	0.820332840170144	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-low dedifferentiated niche	Drug-delivery failure proxy niche	13	42	0.30952380952380953	0.25	0.308121185600928	0.8908708063747479	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	RAI-low dedifferentiated niche	Mixed/Other	15	42	0.35714285714285715	0.43280228758169936	-0.27720615068672394	-0.9896364978546651	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-visible inflamed niche	RAI-restorable niche	186	2112	0.08806818181818182	0.0741421568627451	0.24832371955579174	2.4426956731110465	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-visible inflamed niche	RAI-low dedifferentiated niche	3	2112	0.0014204545454545455	0.0014297385620915032	-0.009392107449604547	-0.01129185356435886	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-visible inflamed niche	HLA-visible inflamed niche	226	2112	0.10700757575757576	0.0718954248366013	0.573734482788833	6.246767002253618	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-visible inflamed niche	HLA-low invisible tumor niche	28	2112	0.013257575757575758	0.02369281045751634	-0.837584423809065	-3.153171876762513	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-visible inflamed niche	CD8-excluded / myeloid-CAF niche	90	2112	0.04261363636363636	0.06209150326797386	-0.5430700737295044	-3.709300588800596	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-visible inflamed niche	APC-rich niche	173	2112	0.08191287878787878	0.08394607843137254	-0.03537220613445868	-0.33695061728171255	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-visible inflamed niche	Drug-delivery failure proxy niche	401	2112	0.18986742424242425	0.25	-0.39693386525843305	-6.381990126895997	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-visible inflamed niche	Mixed/Other	1005	2112	0.4758522727272727	0.43280228758169936	0.13680533546057258	3.993079471783149	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-low invisible tumor niche	RAI-restorable niche	74	696	0.10632183908045977	0.0741421568627451	0.5200660851778677	3.240273044156082	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-low invisible tumor niche	RAI-low dedifferentiated niche	3	696	0.004310344827586207	0.0014297385620915032	1.5913778825246854	2.0112723875134764	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-low invisible tumor niche	HLA-visible inflamed niche	27	696	0.03879310344827586	0.0718954248366013	-0.8900826470739879	-3.3807572399109613	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-low invisible tumor niche	HLA-low invisible tumor niche	58	696	0.08333333333333333	0.02369281045751634	1.8144007686851826	10.345334282786332	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-low invisible tumor niche	CD8-excluded / myeloid-CAF niche	40	696	0.05747126436781609	0.06209150326797386	-0.11155320383317033	-0.5050946050204278	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-low invisible tumor niche	APC-rich niche	26	696	0.03735632183908046	0.08394607843137254	-1.1680890852477699	-4.4323529465792335	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-low invisible tumor niche	Drug-delivery failure proxy niche	161	696	0.23132183908045978	0.25	-0.11202615177243444	-1.1379890847842622	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	HLA-low invisible tumor niche	Mixed/Other	307	696	0.4410919540229885	0.43280228758169936	0.02737125719613928	0.44139729414373474	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	CD8-excluded / myeloid-CAF niche	RAI-restorable niche	103	1824	0.05646929824561404	0.0741421568627451	-0.3928212925697163	-2.8808089472355047	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	CD8-excluded / myeloid-CAF niche	RAI-low dedifferentiated niche	3	1824	0.001644736842105263	0.0014297385620915032	0.2019735898156766	0.2430131489713588	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	CD8-excluded / myeloid-CAF niche	HLA-visible inflamed niche	93	1824	0.05098684210526316	0.0718954248366013	-0.49576675027753375	-3.4569088513960406	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	CD8-excluded / myeloid-CAF niche	HLA-low invisible tumor niche	40	1824	0.021929824561403508	0.02369281045751634	-0.11155017671368891	-0.4950621472367077	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	CD8-excluded / myeloid-CAF niche	CD8-excluded / myeloid-CAF niche	180	1824	0.09868421052631579	0.06209150326797386	0.6684147958534871	6.476056602596998	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	CD8-excluded / myeloid-CAF niche	APC-rich niche	162	1824	0.08881578947368421	0.08394607843137254	0.08135230544622471	0.7499889822741399	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	CD8-excluded / myeloid-CAF niche	Drug-delivery failure proxy niche	517	1824	0.28344298245614036	0.25	0.18112977526766885	3.298502229658838	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	CD8-excluded / myeloid-CAF niche	Mixed/Other	726	1824	0.3980263157894737	0.43280228758169936	-0.12084401460823421	-2.997641432516443	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	APC-rich niche	RAI-restorable niche	101	2466	0.040957015409570155	0.0741421568627451	-0.8561677311377627	-6.289779872152259	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	APC-rich niche	RAI-low dedifferentiated niche	5	2466	0.00202757502027575	0.0014297385620915032	0.5037065834938653	0.7857082312908609	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	APC-rich niche	HLA-visible inflamed niche	171	2466	0.06934306569343066	0.0718954248366013	-0.052147606867410684	-0.49066969560923235	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	APC-rich niche	HLA-low invisible tumor niche	24	2466	0.009732360097323601	0.02369281045751634	-1.28350039721166	-4.558211065471464	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	APC-rich niche	CD8-excluded / myeloid-CAF niche	161	2466	0.06528791565287916	0.06209150326797386	0.07241898542381625	0.6577532740137839	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	APC-rich niche	APC-rich niche	437	2466	0.17721005677210055	0.08394607843137254	1.0779165993729065	16.701279640129794	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	APC-rich niche	Drug-delivery failure proxy niche	771	2466	0.3126520681265207	0.25	0.32262880911488506	7.185075096076105	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	APC-rich niche	Mixed/Other	796	2466	0.32278994322789945	0.43280228758169936	-0.42311135746831746	-11.026202053426744	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Drug-delivery failure proxy niche	RAI-restorable niche	355	7344	0.04833877995642701	0.0741421568627451	-0.6171026375010868	-8.439915865045124	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Drug-delivery failure proxy niche	RAI-low dedifferentiated niche	13	7344	0.001770152505446623	0.0014297385620915032	0.30792836754861985	0.7720688755518988	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Drug-delivery failure proxy niche	HLA-visible inflamed niche	394	7344	0.053649237472766884	0.0718954248366013	-0.42233547533992405	-6.053260726991467	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Drug-delivery failure proxy niche	HLA-low invisible tumor niche	161	7344	0.021922657952069716	0.02369281045751634	-0.11202170123046838	-0.9974140565347649	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Drug-delivery failure proxy niche	CD8-excluded / myeloid-CAF niche	523	7344	0.07121459694989107	0.06209150326797386	0.19777414556132977	3.239754831756276	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Drug-delivery failure proxy niche	APC-rich niche	776	7344	0.1056644880174292	0.08394607843137254	0.3319522253958836	6.711716871040766	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Drug-delivery failure proxy niche	Drug-delivery failure proxy niche	2436	7344	0.33169934640522875	0.25	0.40794665312308526	16.169041669088866	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Drug-delivery failure proxy niche	Mixed/Other	2686	7344	0.36574074074074076	0.43280228758169936	-0.24288617246479016	-11.599196121805184	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Mixed/Other	RAI-restorable niche	1015	12714	0.07983325467988045	0.0741421568627451	0.10669435655018653	2.449245906390553	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Mixed/Other	RAI-low dedifferentiated niche	15	12714	0.0011798017932987258	0.0014297385620915032	-0.27699325588756335	-0.7458536595844755	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Mixed/Other	HLA-visible inflamed niche	995	12714	0.07826018562214881	0.0718954248366013	0.12237693443607664	2.778267798607476	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Mixed/Other	HLA-low invisible tumor niche	306	12714	0.02406795658329401	0.02369281045751634	0.022663368088346722	0.27812500460338074	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Mixed/Other	CD8-excluded / myeloid-CAF niche	717	12714	0.056394525719679095	0.06209150326797386	-0.13883838798299902	-2.6618850008979553	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Mixed/Other	APC-rich niche	794	12714	0.06245084159194589	0.08394607843137254	-0.42673600170441545	-8.740224997008209	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Mixed/Other	Drug-delivery failure proxy niche	2671	12714	0.21008337266005978	0.25	-0.250965015993182	-10.394277496140438	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980865_PTC-2	PTC	Mixed/Other	Mixed/Other	6201	12714	0.48773006134969327	0.43280228758169936	0.17237439597181556	12.500318877420941	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-restorable niche	RAI-restorable niche	73	936	0.07799145299145299	0.03486033519553072	1.16170670106359	7.193955985887037	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-restorable niche	RAI-low dedifferentiated niche	1	936	0.0010683760683760685	0.002905027932960894	-1.442279274270203	-1.0440501231553074	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-restorable niche	HLA-visible inflamed niche	135	936	0.14423076923076922	0.12022346368715084	0.26265848453853474	2.2583983019884015	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-restorable niche	HLA-low invisible tumor niche	45	936	0.04807692307692308	0.03687150837988827	0.38282901017656135	1.8191909659097503	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-restorable niche	CD8-excluded / myeloid-CAF niche	107	936	0.11431623931623931	0.09094972067039106	0.3298860072772682	2.486207083037744	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-restorable niche	APC-rich niche	54	936	0.057692307692307696	0.08715083798882682	-0.595127111539063	-3.195315204263456	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-restorable niche	Drug-delivery failure proxy niche	172	936	0.18376068376068377	0.2500558659217877	-0.4444202373743301	-4.6836767382380495	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-restorable niche	Mixed/Other	349	936	0.37286324786324787	0.3769832402234637	-0.015853742336184588	-0.26008987666885386	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-low dedifferentiated niche	RAI-restorable niche	1	78	0.01282051282051282	0.03486033519553072	-1.443061329269179	-1.0611933746599813	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-low dedifferentiated niche	RAI-low dedifferentiated niche	0	78	0.0	0.002905027932960894	-11.50483285499364	-0.47670992564120257	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-low dedifferentiated niche	HLA-visible inflamed niche	10	78	0.1282051282051282	0.12022346368715084	0.0927347334227138	0.21675042889745197	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-low dedifferentiated niche	HLA-low invisible tumor niche	8	78	0.10256410256410256	0.03687150837988827	1.4759224730313476	3.0787622028202373	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-low dedifferentiated niche	CD8-excluded / myeloid-CAF niche	3	78	0.038461538461538464	0.09094972067039106	-1.2416310882537522	-1.6121824776956792	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-low dedifferentiated niche	APC-rich niche	3	78	0.038461538461538464	0.08715083798882682	-1.1800771091740982	-1.5245635548794523	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-low dedifferentiated niche	Drug-delivery failure proxy niche	17	78	0.21794871794871795	0.2500558659217877	-0.19826088161955738	-0.6548111279247918	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980866_PTC-3	PTC	RAI-low dedifferentiated niche	Mixed/Other	36	78	0.46153846153846156	0.3769832402234637	0.29194979022499795	1.54090848138308	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
