split_name	fold_id	sample_id
hla_stratified_group_5fold	hla_02	CNV0_02568
hla_stratified_group_5fold	hla_02	CNV0_02569
hla_stratified_group_5fold	hla_02	CNV0_02570
hla_stratified_group_5fold	hla_02	CNV0_02571
hla_stratified_group_5fold	hla_02	CNV0_02572
hla_stratified_group_5fold	hla_02	CNV0_02573
hla_stratified_group_5fold	hla_02	CNV0_02574
hla_stratified_group_5fold	hla_02	CNV0_02575
hla_stratified_group_5fold	hla_02	CNV0_02577
hla_stratified_group_5fold	hla_02	CNV0_02578
hla_stratified_group_5fold	hla_03	CNV0_02442
hla_stratified_group_5fold	hla_03	CNV0_02511
hla_stratified_group_5fold	hla_03	CNV0_02512
hla_stratified_group_5fold	hla_03	CNV0_02516
hla_stratified_group_5fold	hla_03	CNV0_02553
hla_stratified_group_5fold	hla_03	CNV0_02555
hla_stratified_group_5fold	hla_03	CNV0_02563
hla_stratified_group_5fold	hla_03	CNV0_02564
hla_stratified_group_5fold	hla_03	CNV0_02712
hla_stratified_group_5fold	hla_03	CNV0_02713
hla_stratified_group_5fold	hla_04	CNV0_02401
hla_stratified_group_5fold	hla_04	CNV0_02477
hla_stratified_group_5fold	hla_04	CNV0_02478
hla_stratified_group_5fold	hla_04	CNV0_02479
hla_stratified_group_5fold	hla_04	CNV0_02520
hla_stratified_group_5fold	hla_04	CNV0_02543
hla_stratified_group_5fold	hla_04	CNV0_02544
hla_stratified_group_5fold	hla_04	CNV0_02655
hla_stratified_group_5fold	hla_04	CNV0_02660
hla_stratified_group_5fold	hla_04	CNV0_02681
hla_stratified_group_5fold	hla_04	CNV0_02685
hla_supertype_heldout	super_00	CNV0_02401
hla_supertype_heldout	super_00	CNV0_02478
hla_supertype_heldout	super_00	CNV0_02479
hla_supertype_heldout	super_00	CNV0_02681
hla_supertype_heldout	super_00	CNV0_02685
hla_supertype_heldout	super_01	CNV0_02405
hla_supertype_heldout	super_01	CNV0_02411
hla_supertype_heldout	super_01	CNV0_02412
hla_supertype_heldout	super_01	CNV0_02413
hla_supertype_heldout	super_01	CNV0_02414
hla_supertype_heldout	super_01	CNV0_02415
hla_supertype_heldout	super_01	CNV0_02416
hla_supertype_heldout	super_01	CNV0_02418
hla_supertype_heldout	super_01	CNV0_02419
hla_supertype_heldout	super_01	CNV0_02421
hla_supertype_heldout	super_01	CNV0_02424
hla_supertype_heldout	super_01	CNV0_02425
hla_supertype_heldout	super_01	CNV0_02448
hla_supertype_heldout	super_01	CNV0_02452
hla_supertype_heldout	super_01	CNV0_02458
hla_supertype_heldout	super_01	CNV0_02460
hla_supertype_heldout	super_01	CNV0_02510
hla_supertype_heldout	super_01	CNV0_02513
hla_supertype_heldout	super_01	CNV0_02514
hla_supertype_heldout	super_01	CNV0_02515
hla_supertype_heldout	super_01	CNV0_02517
hla_supertype_heldout	super_01	CNV0_02518
hla_supertype_heldout	super_01	CNV0_02536
hla_supertype_heldout	super_01	CNV0_02537
hla_supertype_heldout	super_01	CNV0_02538
hla_supertype_heldout	super_01	CNV0_02556
hla_supertype_heldout	super_01	CNV0_02557
hla_supertype_heldout	super_01	CNV0_02559
hla_supertype_heldout	super_01	CNV0_02561
hla_supertype_heldout	super_01	CNV0_02565
hla_supertype_heldout	super_01	CNV0_02708
hla_supertype_heldout	super_01	CNV0_02709
hla_supertype_heldout	super_01	CNV0_02710
hla_supertype_heldout	super_02	CNV0_02398
hla_supertype_heldout	super_02	CNV0_02550
hla_supertype_heldout	super_02	CNV0_02551
hla_supertype_heldout	super_02	CNV0_02562
hla_supertype_heldout	super_02	CNV0_02567
hla_supertype_heldout	super_02	CNV0_02568
hla_supertype_heldout	super_02	CNV0_02569
hla_supertype_heldout	super_02	CNV0_02570
hla_supertype_heldout	super_02	CNV0_02571
hla_supertype_heldout	super_02	CNV0_02572
hla_supertype_heldout	super_02	CNV0_02573
hla_supertype_heldout	super_02	CNV0_02574
hla_supertype_heldout	super_02	CNV0_02575
hla_supertype_heldout	super_02	CNV0_02577
hla_supertype_heldout	super_02	CNV0_02578
hla_supertype_heldout	super_09	CNV0_02396
hla_supertype_heldout	super_09	CNV0_02453
hla_supertype_heldout	super_09	CNV0_02545
hla_supertype_heldout	super_09	CNV0_02579
hla_supertype_heldout	super_09	CNV0_02580
hla_supertype_heldout	super_09	CNV0_02581
hla_supertype_heldout	super_09	CNV0_02582
hla_supertype_heldout	super_09	CNV0_02583
hla_supertype_heldout	super_09	CNV0_02584
hla_supertype_heldout	super_09	CNV0_02585
hla_supertype_heldout	super_09	CNV0_02586
hla_supertype_heldout	super_09	CNV0_02587
hla_supertype_heldout	super_09	CNV0_02588
hla_supertype_heldout	super_09	CNV0_02589
hla_supertype_heldout	super_09	CNV0_02590
hla_supertype_heldout	super_09	CNV0_02591
hla_supertype_heldout	super_09	CNV0_02592
hla_supertype_heldout	super_09	CNV0_02593
hla_supertype_heldout	super_09	CNV0_02594
near_peptide_cluster_holdout	near_00	CNV0_02398
near_peptide_cluster_holdout	near_00	CNV0_02442
near_peptide_cluster_holdout	near_00	CNV0_02448
near_peptide_cluster_holdout	near_00	CNV0_02479
near_peptide_cluster_holdout	near_00	CNV0_02513
near_peptide_cluster_holdout	near_00	CNV0_02518
near_peptide_cluster_holdout	near_00	CNV0_02536
near_peptide_cluster_holdout	near_00	CNV0_02544
near_peptide_cluster_holdout	near_00	CNV0_02551
near_peptide_cluster_holdout	near_00	CNV0_02555
near_peptide_cluster_holdout	near_00	CNV0_02556
near_peptide_cluster_holdout	near_00	CNV0_02562
near_peptide_cluster_holdout	near_00	CNV0_02564
near_peptide_cluster_holdout	near_00	CNV0_02579
near_peptide_cluster_holdout	near_00	CNV0_02581
near_peptide_cluster_holdout	near_00	CNV0_02584
near_peptide_cluster_holdout	near_00	CNV0_02592
near_peptide_cluster_holdout	near_00	CNV0_02594
near_peptide_cluster_holdout	near_01	CNV0_02396
near_peptide_cluster_holdout	near_01	CNV0_02401
near_peptide_cluster_holdout	near_01	CNV0_02405
near_peptide_cluster_holdout	near_01	CNV0_02412
near_peptide_cluster_holdout	near_01	CNV0_02413
near_peptide_cluster_holdout	near_01	CNV0_02416
near_peptide_cluster_holdout	near_01	CNV0_02418
near_peptide_cluster_holdout	near_01	CNV0_02450
near_peptide_cluster_holdout	near_01	CNV0_02452
near_peptide_cluster_holdout	near_01	CNV0_02511
near_peptide_cluster_holdout	near_01	CNV0_02514
near_peptide_cluster_holdout	near_01	CNV0_02553
near_peptide_cluster_holdout	near_01	CNV0_02563
near_peptide_cluster_holdout	near_01	CNV0_02571
near_peptide_cluster_holdout	near_01	CNV0_02586
near_peptide_cluster_holdout	near_01	CNV0_02591
near_peptide_cluster_holdout	near_01	CNV0_02593
near_peptide_cluster_holdout	near_01	CNV0_02681
near_peptide_cluster_holdout	near_01	CNV0_02685
near_peptide_cluster_holdout	near_02	CNV0_02415
near_peptide_cluster_holdout	near_02	CNV0_02510
near_peptide_cluster_holdout	near_02	CNV0_02512
near_peptide_cluster_holdout	near_02	CNV0_02515
near_peptide_cluster_holdout	near_02	CNV0_02545
near_peptide_cluster_holdout	near_02	CNV0_02557
near_peptide_cluster_holdout	near_02	CNV0_02561
near_peptide_cluster_holdout	near_02	CNV0_02569
near_peptide_cluster_holdout	near_02	CNV0_02572
near_peptide_cluster_holdout	near_02	CNV0_02574
near_peptide_cluster_holdout	near_02	CNV0_02580
near_peptide_cluster_holdout	near_02	CNV0_02582
near_peptide_cluster_holdout	near_02	CNV0_02583
near_peptide_cluster_holdout	near_02	CNV0_02585
near_peptide_cluster_holdout	near_02	CNV0_02590
near_peptide_cluster_holdout	near_02	CNV0_02709
near_peptide_cluster_holdout	near_02	CNV0_02712
near_peptide_cluster_holdout	near_03	CNV0_02414
near_peptide_cluster_holdout	near_03	CNV0_02421
near_peptide_cluster_holdout	near_03	CNV0_02425
near_peptide_cluster_holdout	near_03	CNV0_02460
near_peptide_cluster_holdout	near_03	CNV0_02477
near_peptide_cluster_holdout	near_03	CNV0_02516
near_peptide_cluster_holdout	near_03	CNV0_02517
near_peptide_cluster_holdout	near_03	CNV0_02537
near_peptide_cluster_holdout	near_03	CNV0_02538
near_peptide_cluster_holdout	near_03	CNV0_02565
near_peptide_cluster_holdout	near_03	CNV0_02568
near_peptide_cluster_holdout	near_03	CNV0_02570
near_peptide_cluster_holdout	near_03	CNV0_02573
near_peptide_cluster_holdout	near_03	CNV0_02578
near_peptide_cluster_holdout	near_03	CNV0_02587
near_peptide_cluster_holdout	near_03	CNV0_02660
near_peptide_cluster_holdout	near_03	CNV0_02710
near_peptide_cluster_holdout	near_04	CNV0_02411
near_peptide_cluster_holdout	near_04	CNV0_02419
near_peptide_cluster_holdout	near_04	CNV0_02424
near_peptide_cluster_holdout	near_04	CNV0_02453
near_peptide_cluster_holdout	near_04	CNV0_02458
near_peptide_cluster_holdout	near_04	CNV0_02478
near_peptide_cluster_holdout	near_04	CNV0_02520
near_peptide_cluster_holdout	near_04	CNV0_02543
near_peptide_cluster_holdout	near_04	CNV0_02550
near_peptide_cluster_holdout	near_04	CNV0_02559
near_peptide_cluster_holdout	near_04	CNV0_02567
near_peptide_cluster_holdout	near_04	CNV0_02575
near_peptide_cluster_holdout	near_04	CNV0_02577
near_peptide_cluster_holdout	near_04	CNV0_02588
near_peptide_cluster_holdout	near_04	CNV0_02589
near_peptide_cluster_holdout	near_04	CNV0_02655
near_peptide_cluster_holdout	near_04	CNV0_02708
near_peptide_cluster_holdout	near_04	CNV0_02713
exact_peptide_hla_holdout	pmhc_00	CNV0_02412
exact_peptide_hla_holdout	pmhc_00	CNV0_02419
exact_peptide_hla_holdout	pmhc_00	CNV0_02442
exact_peptide_hla_holdout	pmhc_00	CNV0_02452
exact_peptide_hla_holdout	pmhc_00	CNV0_02477
exact_peptide_hla_holdout	pmhc_00	CNV0_02537
exact_peptide_hla_holdout	pmhc_00	CNV0_02543
exact_peptide_hla_holdout	pmhc_00	CNV0_02545
exact_peptide_hla_holdout	pmhc_00	CNV0_02550
exact_peptide_hla_holdout	pmhc_00	CNV0_02562
exact_peptide_hla_holdout	pmhc_00	CNV0_02567
exact_peptide_hla_holdout	pmhc_00	CNV0_02569
exact_peptide_hla_holdout	pmhc_00	CNV0_02571
exact_peptide_hla_holdout	pmhc_00	CNV0_02574
exact_peptide_hla_holdout	pmhc_00	CNV0_02580
exact_peptide_hla_holdout	pmhc_00	CNV0_02584
exact_peptide_hla_holdout	pmhc_00	CNV0_02591
exact_peptide_hla_holdout	pmhc_00	CNV0_02681
exact_peptide_hla_holdout	pmhc_01	CNV0_02401
exact_peptide_hla_holdout	pmhc_01	CNV0_02411
exact_peptide_hla_holdout	pmhc_01	CNV0_02418
exact_peptide_hla_holdout	pmhc_01	CNV0_02424
exact_peptide_hla_holdout	pmhc_01	CNV0_02453
exact_peptide_hla_holdout	pmhc_01	CNV0_02458
exact_peptide_hla_holdout	pmhc_01	CNV0_02538
exact_peptide_hla_holdout	pmhc_01	CNV0_02544
exact_peptide_hla_holdout	pmhc_01	CNV0_02565
exact_peptide_hla_holdout	pmhc_01	CNV0_02570
exact_peptide_hla_holdout	pmhc_01	CNV0_02575
exact_peptide_hla_holdout	pmhc_01	CNV0_02577
exact_peptide_hla_holdout	pmhc_01	CNV0_02581
exact_peptide_hla_holdout	pmhc_01	CNV0_02592
exact_peptide_hla_holdout	pmhc_01	CNV0_02685
exact_peptide_hla_holdout	pmhc_01	CNV0_02709
exact_peptide_hla_holdout	pmhc_01	CNV0_02712
exact_peptide_hla_holdout	pmhc_01	CNV0_02713
exact_peptide_hla_holdout	pmhc_02	CNV0_02398
exact_peptide_hla_holdout	pmhc_02	CNV0_02414
exact_peptide_hla_holdout	pmhc_02	CNV0_02416
exact_peptide_hla_holdout	pmhc_02	CNV0_02460
exact_peptide_hla_holdout	pmhc_02	CNV0_02510
exact_peptide_hla_holdout	pmhc_02	CNV0_02515
exact_peptide_hla_holdout	pmhc_02	CNV0_02516
exact_peptide_hla_holdout	pmhc_02	CNV0_02556
exact_peptide_hla_holdout	pmhc_02	CNV0_02559
exact_peptide_hla_holdout	pmhc_02	CNV0_02564
exact_peptide_hla_holdout	pmhc_02	CNV0_02568
exact_peptide_hla_holdout	pmhc_02	CNV0_02579
exact_peptide_hla_holdout	pmhc_02	CNV0_02585
exact_peptide_hla_holdout	pmhc_02	CNV0_02587
exact_peptide_hla_holdout	pmhc_02	CNV0_02593
exact_peptide_hla_holdout	pmhc_02	CNV0_02660
exact_peptide_hla_holdout	pmhc_02	CNV0_02708
exact_peptide_hla_holdout	pmhc_02	CNV0_02710
exact_peptide_hla_holdout	pmhc_03	CNV0_02405
exact_peptide_hla_holdout	pmhc_03	CNV0_02421
exact_peptide_hla_holdout	pmhc_03	CNV0_02450
exact_peptide_hla_holdout	pmhc_03	CNV0_02478
exact_peptide_hla_holdout	pmhc_03	CNV0_02511
exact_peptide_hla_holdout	pmhc_03	CNV0_02512
exact_peptide_hla_holdout	pmhc_03	CNV0_02513
exact_peptide_hla_holdout	pmhc_03	CNV0_02514
exact_peptide_hla_holdout	pmhc_03	CNV0_02517
exact_peptide_hla_holdout	pmhc_03	CNV0_02536
exact_peptide_hla_holdout	pmhc_03	CNV0_02555
exact_peptide_hla_holdout	pmhc_03	CNV0_02563
exact_peptide_hla_holdout	pmhc_03	CNV0_02573
exact_peptide_hla_holdout	pmhc_03	CNV0_02578
exact_peptide_hla_holdout	pmhc_03	CNV0_02583
exact_peptide_hla_holdout	pmhc_03	CNV0_02594
exact_peptide_hla_holdout	pmhc_03	CNV0_02655
exact_peptide_hla_holdout	pmhc_04	CNV0_02396
exact_peptide_hla_holdout	pmhc_04	CNV0_02413
exact_peptide_hla_holdout	pmhc_04	CNV0_02415
exact_peptide_hla_holdout	pmhc_04	CNV0_02425
exact_peptide_hla_holdout	pmhc_04	CNV0_02448
exact_peptide_hla_holdout	pmhc_04	CNV0_02479
exact_peptide_hla_holdout	pmhc_04	CNV0_02518
exact_peptide_hla_holdout	pmhc_04	CNV0_02520
exact_peptide_hla_holdout	pmhc_04	CNV0_02551
exact_peptide_hla_holdout	pmhc_04	CNV0_02553
exact_peptide_hla_holdout	pmhc_04	CNV0_02557
exact_peptide_hla_holdout	pmhc_04	CNV0_02561
exact_peptide_hla_holdout	pmhc_04	CNV0_02572
exact_peptide_hla_holdout	pmhc_04	CNV0_02582
exact_peptide_hla_holdout	pmhc_04	CNV0_02586
exact_peptide_hla_holdout	pmhc_04	CNV0_02588
exact_peptide_hla_holdout	pmhc_04	CNV0_02589
exact_peptide_hla_holdout	pmhc_04	CNV0_02590
study_heldout	study_00	CNV0_02655
study_heldout	study_00	CNV0_02660
study_heldout	study_00	CNV0_02681
study_heldout	study_00	CNV0_02685
study_heldout	study_00	CNV0_02708
study_heldout	study_00	CNV0_02709
study_heldout	study_00	CNV0_02710
study_heldout	study_00	CNV0_02712
study_heldout	study_00	CNV0_02713
study_heldout	study_01	CNV0_02396
study_heldout	study_01	CNV0_02398
study_heldout	study_01	CNV0_02401
study_heldout	study_01	CNV0_02405
study_heldout	study_01	CNV0_02411
study_heldout	study_01	CNV0_02412
study_heldout	study_01	CNV0_02413
study_heldout	study_01	CNV0_02414
study_heldout	study_01	CNV0_02415
study_heldout	study_01	CNV0_02416
study_heldout	study_01	CNV0_02418
study_heldout	study_01	CNV0_02419
study_heldout	study_01	CNV0_02421
study_heldout	study_01	CNV0_02424
study_heldout	study_01	CNV0_02425
study_heldout	study_01	CNV0_02442
study_heldout	study_01	CNV0_02448
study_heldout	study_01	CNV0_02450
study_heldout	study_01	CNV0_02452
study_heldout	study_01	CNV0_02453
study_heldout	study_01	CNV0_02458
study_heldout	study_01	CNV0_02460
study_heldout	study_01	CNV0_02477
study_heldout	study_01	CNV0_02478
study_heldout	study_01	CNV0_02479
study_heldout	study_01	CNV0_02510
study_heldout	study_01	CNV0_02511
study_heldout	study_01	CNV0_02512
study_heldout	study_01	CNV0_02513
study_heldout	study_01	CNV0_02514
study_heldout	study_01	CNV0_02515
study_heldout	study_01	CNV0_02516
study_heldout	study_01	CNV0_02517
study_heldout	study_01	CNV0_02518
study_heldout	study_01	CNV0_02520
study_heldout	study_01	CNV0_02536
study_heldout	study_01	CNV0_02537
study_heldout	study_01	CNV0_02538
study_heldout	study_01	CNV0_02543
study_heldout	study_01	CNV0_02544
study_heldout	study_01	CNV0_02545
study_heldout	study_01	CNV0_02550
study_heldout	study_01	CNV0_02551
study_heldout	study_01	CNV0_02553
study_heldout	study_01	CNV0_02555
study_heldout	study_01	CNV0_02556
study_heldout	study_01	CNV0_02557
study_heldout	study_01	CNV0_02559
study_heldout	study_01	CNV0_02561
study_heldout	study_01	CNV0_02562
study_heldout	study_01	CNV0_02563
study_heldout	study_01	CNV0_02564
study_heldout	study_01	CNV0_02565
study_heldout	study_01	CNV0_02567
study_heldout	study_01	CNV0_02568
study_heldout	study_01	CNV0_02569
study_heldout	study_01	CNV0_02570
study_heldout	study_01	CNV0_02571
study_heldout	study_01	CNV0_02572
study_heldout	study_01	CNV0_02573
study_heldout	study_01	CNV0_02574
study_heldout	study_01	CNV0_02575
study_heldout	study_01	CNV0_02577
study_heldout	study_01	CNV0_02578
study_heldout	study_01	CNV0_02579
study_heldout	study_01	CNV0_02580
study_heldout	study_01	CNV0_02581
study_heldout	study_01	CNV0_02582
study_heldout	study_01	CNV0_02583
study_heldout	study_01	CNV0_02584
study_heldout	study_01	CNV0_02585
study_heldout	study_01	CNV0_02586
study_heldout	study_01	CNV0_02587
study_heldout	study_01	CNV0_02588
study_heldout	study_01	CNV0_02589
study_heldout	study_01	CNV0_02590
study_heldout	study_01	CNV0_02591
study_heldout	study_01	CNV0_02592
study_heldout	study_01	CNV0_02593
study_heldout	study_01	CNV0_02594
