ModelID	lineage_silenced_score	cancer_type	strict_thyroid_model	common_essential_proxy	nonessential_proxy	GLS__expression_score	GLS__dependency_strength	GLS__raw_gene_effect_or_module	GLUD1__expression_score	GLUD1__dependency_strength	GLUD1__raw_gene_effect_or_module	GLUD2__expression_score	GLUD2__dependency_strength	GLUD2__raw_gene_effect_or_module	SLC1A5__expression_score	SLC1A5__dependency_strength	SLC1A5__raw_gene_effect_or_module	SLC7A5__expression_score	SLC7A5__dependency_strength	SLC7A5__raw_gene_effect_or_module	ASNS__expression_score	ASNS__dependency_strength	ASNS__raw_gene_effect_or_module	GOT1__expression_score	GOT1__dependency_strength	GOT1__raw_gene_effect_or_module	GOT2__expression_score	GOT2__dependency_strength	GOT2__raw_gene_effect_or_module	GPT2__expression_score	GPT2__dependency_strength	GPT2__raw_gene_effect_or_module	MYC_glutamine_addiction_module__expression_score	MYC_glutamine_addiction_module__dependency_strength	MYC_glutamine_addiction_module__raw_gene_effect_or_module	LDHA_glycolysis_comparator__expression_score	LDHA_glycolysis_comparator__dependency_strength	LDHA_glycolysis_comparator__raw_gene_effect_or_module	OXPHOS_comparator__expression_score	OXPHOS_comparator__dependency_strength	OXPHOS_comparator__raw_gene_effect_or_module	NAMPT_NAD_salvage_comparator__expression_score	NAMPT_NAD_salvage_comparator__dependency_strength	NAMPT_NAD_salvage_comparator__raw_gene_effect_or_module
ACH-000323	0.1271899780659983	CNS/Brain	False	-1.105505898365192	-0.01048132778365113	8.324833	0.4171973904911834	-0.4171973904911834	6.298061	-0.1059435562078097	0.1059435562078097	1.9819659	-0.3589648963167354	0.3589648963167354	7.8797364	0.2117030434791056	-0.2117030434791056	5.507141	0.0648373578575504	-0.0648373578575504	5.1834745	0.4374530815019276	-0.4374530815019276	5.4560504	0.0450310923020763	-0.0450310923020763	5.932916	0.1589028795067273	-0.1589028795067273	4.223492	0.1993303597694682	-0.1993303597694682	0.24570138099579764	0.09229735492384265	-0.09229735492384265	1.1746332336077492	0.29457825813524086	-0.29457825813524086	0.15552575664951787	-0.4942593399526718	0.4942593399526718	-0.473278017754984	-0.5279421240192248	0.5279421240192248
ACH-000324	0.3289398030063956	Ovary/Fallopian Tube	False	-1.1206492584763592	-0.008423694376475959	8.248483	0.1773661883847948	-0.1773661883847948	6.244145	0.1384826270068531	-0.1384826270068531	2.548338	-0.1538036068897305	0.1538036068897305	6.752374	0.3561192035341046	-0.3561192035341046	7.668573	-0.2029784399775394	0.2029784399775394	6.7063646	0.2287332141812528	-0.2287332141812528	5.827903	0.0639980096989392	-0.0639980096989392	6.62852	0.2321248513711874	-0.2321248513711874	3.9441087	0.0595576784787127	-0.0595576784787127	0.46723455680686904	-0.4705241542608385	0.4705241542608385	0.4604491427874633	-0.23256655964938322	0.23256655964938322	0.05514573735143837	-0.7741032453760199	0.7741032453760199	0.09244598843267765	0.4782758757013753	-0.4782758757013753
ACH-000325	0.535260453966499	Esophagus/Stomach	False	-1.1213177034421813	-0.016369217978031533	5.0319023	0.4727210877555935	-0.4727210877555935	6.768396	0.3523026515449923	-0.3523026515449923	2.5854843	-0.2519780079782361	0.2519780079782361	8.524209	0.3415462382206208	-0.3415462382206208	6.712596	1.2001089054188827	-1.2001089054188827	8.172862	-0.0002686991214467	0.0002686991214467	6.033242	-0.1024552790461482	0.1024552790461482	6.1610694	0.3095367639237881	-0.3095367639237881	5.8817477	0.0309194852135022	-0.0309194852135022	0.2627143071093248	1.109545189844776	-1.109545189844776	0.13539260588456156	-0.04537534837996335	0.04537534837996335	0.14955688542717724	1.662853735267373	-1.662853735267373	0.21791651523670894	0.42967636197103704	-0.42967636197103704
ACH-000326	0.673711725566406	Myeloid	False	-1.1722085842895165	-0.018514060290475934	6.21483	0.5524067830432907	-0.5524067830432907	6.966534	0.0587515838692319	-0.0587515838692319	3.3999286	-0.2493684788199395	0.2493684788199395	8.107452	0.2293022750108863	-0.2293022750108863	8.431506	0.3520156041822312	-0.3520156041822312	9.387662	0.2010636541469486	-0.2010636541469486	7.4205832	0.1025718428472821	-0.1025718428472821	6.116336	0.5663521824060544	-0.5663521824060544	6.294119	0.0670535467280061	-0.0670535467280061	0.48037251923654606	0.4108081910018091	-0.4108081910018091	-0.7394126330166753	0.4441978825012661	-0.4441978825012661	-0.29970651289114786	0.49645279918173035	-0.49645279918173035	0.1797155911305925	0.10990496820289043	-0.10990496820289043
ACH-000327	-0.6593097066653436	Lung	False			5.002329			5.7919784			2.3832924			6.828035			8.376039			6.8239403			7.3442426			8.112137			4.400401			0.11249163198979849			0.33841422002995397			2.095365815069164			-0.07559482404322833		
ACH-000328	0.1221217046454274	CNS/Brain	False			7.9259105			6.110612			1.8080761			6.936826			4.9643617			5.453514			5.1644325			6.2151465			3.98167			-0.012055590568228173			0.12744885366984005			-0.3257043150870572			-0.000609611398343103		
ACH-000329	0.6192201892767796	CNS/Brain	False	-1.0747955864954488	-0.01839243894695483	6.7325134	0.2311161992920301	-0.2311161992920301	6.7259593	-0.012483367953661	0.012483367953661	2.7937503	-0.1365775538346673	0.1365775538346673	6.983484	0.1416598475332991	-0.1416598475332991	7.1011143	0.1375759173783045	-0.1375759173783045	3.8770766	0.1687475297237406	-0.1687475297237406	4.9396825	0.2048983964895179	-0.2048983964895179	6.1702895	0.0096677453493003	-0.0096677453493003	3.7716744	-0.0583282214927535	0.0583282214927535	-0.20425103894248794	-0.4911304769699692	0.4911304769699692	1.1933543147817034	-0.07860053906112764	0.07860053906112764	0.2489182746250004	1.0090311162289174	-1.0090311162289174	-0.15285629086810432	-0.1228777384509237	0.1228777384509237
ACH-000330	-2.7877458033539715	Breast	False	-1.0891994999475636	-0.008009013801681956	5.190125	0.179680813761474	-0.179680813761474	6.39383	0.0124200030084122	-0.0124200030084122	2.7106886	-0.1718759438876395	0.1718759438876395	7.418367	0.1317023050356379	-0.1317023050356379	6.3464994	0.3309517576204374	-0.3309517576204374	4.3744273	0.0176402493869253	-0.0176402493869253	3.9222646	-0.0049569993165303	0.0049569993165303	6.3347077	0.2785595927926199	-0.2785595927926199	4.472403	0.2507666664602628	-0.2507666664602628	-0.6151150050647233	-0.3691041412032618	0.3691041412032618	-0.9087319049254214	-0.1332973095839909	0.1332973095839909	-0.03179617922614066	-0.25058421023914385	0.25058421023914385	0.007941048435478838	0.2787653007734783	-0.2787653007734783
ACH-000331	0.5562057441147551	Pleura	False	-1.1182327915310728	-0.021129645067279674	8.462049	0.0731139034569803	-0.0731139034569803	6.746662	0.0462037384825371	-0.0462037384825371	2.692858	-0.1756239396007431	0.1756239396007431	6.8948665	0.2440473266683901	-0.2440473266683901	6.4665146	-0.1353986305365022	0.1353986305365022	5.970419	0.1452065159473166	-0.1452065159473166	5.857941	0.0340104060847429	-0.0340104060847429	6.7672048	0.2501829637494846	-0.2501829637494846	3.8195252	0.2773407702419764	-0.2773407702419764	0.37000360479721567	-0.33663627679380825	0.33663627679380825	0.21271581019376046	0.22636766746945206	-0.22636766746945206	0.039424655686511836	-0.5112607376199587	0.5112607376199587	-0.020337521056962665	-0.014431566505237588	0.014431566505237588
ACH-000332	0.7033589079021588	Pancreas	False	-1.129112097162294	-0.013952252688524316	5.84424	0.1683525576298173	-0.1683525576298173	7.245562	0.0156831840242047	-0.0156831840242047	2.8923385	-0.3278201476868624	0.3278201476868624	6.567337	0.2656947432396732	-0.2656947432396732	7.5193534	0.5854439895384926	-0.5854439895384926	6.3094344	0.1977811173847214	-0.1977811173847214	6.111313	0.1739543926898275	-0.1739543926898275	5.8931656	0.3352407043148577	-0.3352407043148577	4.286541	0.1397481959370852	-0.1397481959370852	-0.12913332039817274	0.18443792888467914	-0.18443792888467914	0.14778407946372912	-0.2281674692392595	0.2281674692392595	-0.05850483865253806	-0.7428422746247743	0.7428422746247743	0.36199255026931004	-0.08928075147020632	0.08928075147020632
ACH-000333	-0.5384174544735735	Ovary/Fallopian Tube	False			6.545823			6.141972			1.9765543			7.648911			6.173477			6.6920085			5.570873			5.9109607			5.7520742			0.12786169201368128			-0.30154400840029677			0.05487354335980319			0.7502119096977625		
ACH-000334	0.1859283589492379	Lymphoid	False	-1.072486331281864	-0.02143365370494159	6.547769	0.8535410406788344	-0.8535410406788344	7.008608	-0.111582656996166	0.111582656996166	2.625481	-0.4475359800237284	0.4475359800237284	6.3123493	0.6173172732404621	-0.6173172732404621	6.824348	0.3976348089719996	-0.3976348089719996	6.512107	0.6305848833200294	-0.6305848833200294	4.317738	0.1131167870785469	-0.1131167870785469	8.062446	0.346741662147517	-0.346741662147517	5.414866	0.1421459895498311	-0.1421459895498311	0.281753847396677	1.1822824136867036	-1.1822824136867036	-0.13112264925505338	-0.6812092660000894	0.6812092660000894	-0.12943705263754574	-0.4831474703550665	0.4831474703550665	-0.42804057736145923	0.3484119510578988	-0.3484119510578988
ACH-000335	0.6935818115199479	Pleura	False	-1.0551063365308957	-0.025721549255583148	7.37397	-0.1509531880378916	0.1509531880378916	6.380127	-0.0610531431533326	0.0610531431533326	2.1664584	-0.1163498632931338	0.1163498632931338	7.4413505	0.5637034901201735	-0.5637034901201735	6.544643	-0.2974498445248961	0.2974498445248961	7.269295	0.2947781405614094	-0.2947781405614094	5.072946	0.2285754762971505	-0.2285754762971505	8.246679	0.1147599354150108	-0.1147599354150108	5.982177	0.3029933006463607	-0.3029933006463607	0.6223903939704174	-0.5057439948485672	0.5057439948485672	0.4807945379525818	-0.1029304330873985	0.1029304330873985	0.523996730722317	-0.15047865615425993	0.15047865615425993	0.20821726433883136	-0.06307428195696023	0.06307428195696023
ACH-000336	0.5950684482918298	Myeloid	False	-1.170897249155544	-0.012163463915276408	4.924214	-0.0002024668687578	0.0002024668687578	6.2749305	0.0959483580272504	-0.0959483580272504	2.006377	-0.2985666941262683	0.2985666941262683	7.555893	1.0689471446590515	-1.0689471446590515	7.453567	-0.0786472611952289	0.0786472611952289	7.269192	0.1623576465417539	-0.1623576465417539	2.1401994	0.0567761813641478	-0.0567761813641478	4.8848224	0.7411815481034592	-0.7411815481034592	4.780226	-0.1319223160898848	0.1319223160898848	0.23429700625191832	0.5344955275264496	-0.5344955275264496	1.2501548852576592	0.28411311526493044	-0.28411311526493044	0.051766038794530525	3.499239388244471	-3.499239388244471	-0.3980149544283068	0.46416090980990177	-0.46416090980990177
ACH-000337	0.6999998977578036	Lung	False	-1.1054210231722337	-0.011331779604840274	5.561152	0.4981308815435916	-0.4981308815435916	6.886343	0.2843089000950944	-0.2843089000950944	2.9353013	-0.0013709600084655	0.0013709600084655	7.767105	-0.0634358489385633	0.0634358489385633	8.61997	0.355314785257587	-0.355314785257587	5.463364	0.1736615837648385	-0.1736615837648385	5.8227377	-0.0144258265156902	0.0144258265156902	5.8289666	0.14559448041231	-0.14559448041231	2.4870052	0.1881773886549238	-0.1881773886549238	0.08237039261121311	0.08952319522233222	-0.08952319522233222	0.011069929649882725	-0.34212876176129314	0.34212876176129314	-0.34683641677767396	-0.5213995623673332	0.5213995623673332	-0.3126822200815331	0.12476390441815016	-0.12476390441815016
ACH-000338	-2.772887404249247	Lymphoid	False	-1.0592106997270407	0.0021129951351347843	8.29514	0.0509498432771158	-0.0509498432771158	8.237798	-0.0526436529136618	0.0526436529136618	3.7341027	-0.2226365147080244	0.2226365147080244	8.284737	0.0097834712741448	-0.0097834712741448	8.724702	0.6316364807651242	-0.6316364807651242	9.953587	0.1373875452767744	-0.1373875452767744	6.317304	-0.0771363087426114	0.0771363087426114	5.501162	0.5632905045214989	-0.5632905045214989	4.7830796	0.1388923853421028	-0.1388923853421028	1.0091913569187152	0.05416593931011573	-0.05416593931011573	-0.0019949391545960693	-0.18051188534337706	0.18051188534337706	0.0816109161369086	0.4942219085135965	-0.4942219085135965	0.6306522378088895	0.2839258122724988	-0.2839258122724988
ACH-000339	0.7185120153888076	Lung	False	-1.1300031366828733	-0.017796196782121732	6.8790197	0.8297837079426058	-0.8297837079426058	6.7745895	0.0691590737197277	-0.0691590737197277	2.495232	-0.2492073994959313	0.2492073994959313	6.75753	0.3561449448804045	-0.3561449448804045	4.6499543	1.136157901698346	-1.136157901698346	4.540573	0.3379474784670717	-0.3379474784670717	5.5535755	0.2780087158399853	-0.2780087158399853	6.128392	0.8145287730012918	-0.8145287730012918	3.8914678	0.1930611068682176	-0.1930611068682176	-0.03420941134345205	0.8247776013340196	-0.8247776013340196	1.9067148644214258	-0.01745782614565318	0.01745782614565318	-0.2261755537205119	0.06589246171689811	-0.06589246171689811	-0.0870485495202214	0.08963497646065019	-0.08963497646065019
ACH-000340	0.489875805853486	Fibroblast	False			7.4037023			6.875915			2.5949593			6.8139353			5.9210076			6.5061464			4.8492436			5.3985896			4.086648			0.12958319307449853			0.28344342279079515			-0.2073014836512112			-0.07953966568383462		
ACH-000341	0.1913836869371424	Peripheral Nervous System	False	-1.1598570975003206	-0.027644729635994025	6.077933	0.1532044342273052	-0.1532044342273052	5.9736295	-0.1347490408257304	0.1347490408257304	1.925521	-0.4937187808750086	0.4937187808750086	6.6264157	0.2981665759365312	-0.2981665759365312	6.3020887	0.0115094552445559	-0.0115094552445559	6.4318285	0.0187840048658071	-0.0187840048658071	5.755625	0.0225110177269761	-0.0225110177269761	6.6788464	0.2033920207645562	-0.2033920207645562	5.41766	0.0977018764671025	-0.0977018764671025	-0.7305892047887523	-0.8851339562962468	0.8851339562962468	-0.30831859792046123	-0.6609998232098321	0.6609998232098321	0.30695016037974965	-0.1985094557539046	0.1985094557539046	-0.10426498805015433	-0.2747219663940962	0.2747219663940962
ACH-000342	0.2224268952578501	Bowel	False			6.3547835			6.7342353			2.861872			7.722063			7.127468			6.7534842			5.258417			6.146079			4.446071			0.20993034302147195			-0.19377771195294063			-0.24100236884896803			0.6322296790244758		
ACH-000343	-0.2007876964005719	Lung	False	-1.1073995899416933	-0.0067420812152843256	7.5893965	0.2340296913760696	-0.2340296913760696	5.909298	-0.0910978506191431	0.0910978506191431	1.8320637	-0.1488341450944492	0.1488341450944492	6.162937	0.2116774211627235	-0.2116774211627235	7.2881184	0.2056323602052749	-0.2056323602052749	6.3668084	0.2753644820798152	-0.2753644820798152	5.2058735	-0.1357875527164034	0.1357875527164034	5.6210527	0.0545922396950513	-0.0545922396950513	4.0340924	-0.0229894819920914	0.0229894819920914	0.08736748021544925	-0.21275398003780854	0.21275398003780854	-0.6955068732315204	0.3420395756937323	-0.3420395756937323	-0.14806360461305595	0.015380029430387748	-0.015380029430387748	0.07244110228930185	-0.14542628120511625	0.14542628120511625
ACH-000344	0.7823693834028421	Esophagus/Stomach	False	-1.1152561816101403	-0.020555049112202493	6.8041053	0.5458240274039303	-0.5458240274039303	6.057513	-0.1199758163293917	0.1199758163293917	2.7489936	-0.20985410391438	0.20985410391438	7.6043234	0.2657172753332718	-0.2657172753332718	6.5559635	0.6087743331534428	-0.6087743331534428	5.5677795	0.047287628276131	-0.047287628276131	5.4664445	0.1324584904238319	-0.1324584904238319	6.9351063	0.1129182896476077	-0.1129182896476077	4.2783194	0.3100097031739035	-0.3100097031739035	0.17365728973033656	0.41500972997772556	-0.41500972997772556	-0.087242424003405	-0.276460246115263	0.276460246115263	0.18420338275294285	-0.10620359356039963	0.10620359356039963	-0.18878000702623673	-0.006824016869958877	0.006824016869958877
ACH-000345	0.6082690437119097	Peripheral Nervous System	False	-1.0757368820802997	-0.007260050981971496	5.7671623	0.1312493167522349	-0.1312493167522349	6.5412545	0.1482161170546473	-0.1482161170546473	2.322205	-0.3320770431191485	0.3320770431191485	6.2287974	-0.0730501976096409	0.0730501976096409	5.4098864	0.2634617810491523	-0.2634617810491523	6.4050174	0.1365263361019253	-0.1365263361019253	5.3948092	0.2375834476004558	-0.2375834476004558	7.230885	0.1912962341792742	-0.1912962341792742	5.751413	-0.0722916518158039	0.0722916518158039	-0.8819795845583679	-0.34415975477972144	0.34415975477972144	-0.16189511996569825	0.2871219963189151	-0.2871219963189151	0.39348821446864307	-0.15773693614254794	0.15773693614254794	-0.2628979145634682	0.49388498043434226	-0.49388498043434226
ACH-000346	0.259538244247669	Lymphoid	False	-1.0929912710338312	-0.005939388306945334	6.626674	0.5375941419851509	-0.5375941419851509	6.4324684	-0.0046464114337241	0.0046464114337241	2.0713303	-0.2404187251019773	0.2404187251019773	7.556322	0.296046687164482	-0.296046687164482	7.16374	0.7383829567378682	-0.7383829567378682	7.7146645	0.1746571420423607	-0.1746571420423607	6.0013046	0.2450355218937686	-0.2450355218937686	5.901106	0.7044308953656949	-0.7044308953656949	5.180084	0.3405058343568601	-0.3405058343568601	0.2254832316463805	0.33432140963975326	-0.33432140963975326	-0.5714124678941402	0.14371828779153045	-0.14371828779153045	-0.01237570916549564	0.9448490177919251	-0.9448490177919251	0.19620578676088496	-0.5422277583436129	0.5422277583436129
ACH-000347	0.7217517851115544	Pancreas	False			6.126184			6.5388856			2.4359405			8.823676			9.011068			9.378494			7.0223565			6.910193			6.683528			0.7649782502248618			-0.21906521389057323			0.4326633042682063			0.3496798791562846		
ACH-000348	0.0439732946191065	Skin	False	-1.1164644013829021	-0.01716914965077003	6.781045	0.2260774791198929	-0.2260774791198929	6.9914083	0.0404654726301487	-0.0404654726301487	3.1972787	-0.1607915883904183	0.1607915883904183	8.217962	-0.0251963180267411	0.0251963180267411	6.812498	0.1500227571994423	-0.1500227571994423	7.7146163	0.2649814512226865	-0.2649814512226865	5.193137	0.1537257554458033	-0.1537257554458033	5.76965	0.2802588165692009	-0.2802588165692009	4.4987807	0.0537200377948367	-0.0537200377948367	0.3492635821965599	-0.5437586118889005	0.5437586118889005	0.6091638590531955	-0.06000731128948359	0.06000731128948359	0.20562849021212076	-0.23464773419025836	0.23464773419025836	0.43408968916110396	0.014827573344690656	-0.014827573344690656
ACH-000349	0.5198473831097495	Breast	False			4.476103			6.618109			4.20371			6.9895363			5.068404			6.2038355			4.5310693			6.3813043			5.87888			-0.8508022656221826			-1.2759625776338135			-0.3148589125300602			0.4211351552428234		
ACH-000350	0.4665131153000873	Bowel	False	-1.000211176928073	-0.05480008812189254	4.5524507	-0.0090065260465765	0.0090065260465765	6.338184	-0.0636298606290032	0.0636298606290032	2.551068	-0.2436398261118496	0.2436398261118496	6.457169	0.1339506547413869	-0.1339506547413869	6.732052	-0.0560862884643162	0.0560862884643162	5.5589595	0.2020931752927536	-0.2020931752927536	4.9942536	-0.1393133746855764	0.1393133746855764	5.711605	0.3789518415744971	-0.3789518415744971	4.4422536	0.2717965248751305	-0.2717965248751305	-1.049275019177845	-0.5264701319311736	0.5264701319311736	-0.2667993747859581	-0.9529972209888906	0.9529972209888906	-0.26478692835135204	-0.0015732435137355005	0.0015732435137355005	0.2679439232950212	0.22199631177271936	-0.22199631177271936
ACH-000351	0.2508591260950421	Esophagus/Stomach	False			7.2867794			6.8443227			2.9498096			6.582693			7.881964			6.467545			4.80165			6.192792			4.921246			0.026853108275082666			0.15164362289351838			0.10532105119616846			0.02271580431796965		
ACH-000352	-3.0978520246951198	Breast	False	-1.1264994905871755	-0.0229549942686276	5.80309	0.195039555463123	-0.195039555463123	6.67101	-0.0811508535948373	0.0811508535948373	3.655867	-0.1797376094954862	0.1797376094954862	7.5312567	0.1234155579913979	-0.1234155579913979	7.018389	0.1703200151572092	-0.1703200151572092	5.532557	0.2785730148951263	-0.2785730148951263	5.9443197	0.0151511154078541	-0.0151511154078541	6.1869817	0.2237665006503203	-0.2237665006503203	4.8529577	-0.0085343805731789	0.0085343805731789	-0.14638913223682276	-0.1209989858749646	0.1209989858749646	0.33669311521140877	-0.33707986414826624	0.33707986414826624	0.43066941777030043	0.232774574135887	-0.232774574135887	0.5333986958006913	0.1315506746609686	-0.1315506746609686
ACH-000353	-0.7922134321685015	Esophagus/Stomach	False			5.2287803			7.4661784			3.1444266			6.8729024			9.376108			5.7963357			5.444379			7.0028377			4.087378			0.060567823077702365			0.5436121286364342			-0.047668286432758646			0.0955634348611058		
ACH-000354	-1.9184112754466371	Pancreas	False	-1.084102290288836	-0.0016453836212331767	6.327321	0.3342988062527577	-0.3342988062527577	7.0521116	-0.0220728112927481	0.0220728112927481	3.0211883	-0.3538681123848265	0.3538681123848265	6.8210597	0.3832893585967379	-0.3832893585967379	6.731713	0.7661529176076654	-0.7661529176076654	6.522343	-0.1679225437968519	0.1679225437968519	4.933516	-0.2001183949229915	0.2001183949229915	6.0877724	0.060035737761981	-0.060035737761981	4.2515144	0.226522790682138	-0.226522790682138	-0.014084967148297822	0.21075239882218924	-0.21075239882218924	-0.45474032962953914	-0.6942438026187032	0.6942438026187032	0.1524410117243276	0.35820035787305843	-0.35820035787305843	0.2668485699621183	-0.2754935401748012	0.2754935401748012
ACH-000355	-2.717933495179526	Lung	False	-1.110577777155034	-0.03813991135612094	6.46978	0.3503840709870839	-0.3503840709870839	7.416088	-0.0352049546224903	0.0352049546224903	3.0378654	-0.5060416823899601	0.5060416823899601	7.1625023	0.2337915424906093	-0.2337915424906093	7.0462184	0.4574537558755414	-0.4574537558755414	6.447725	0.2587974447966724	-0.2587974447966724	5.755566	0.1276819623226044	-0.1276819623226044	7.460562	-0.1197491718366072	0.1197491718366072	4.655581	0.1258379547835113	-0.1258379547835113	0.4775434292207735	0.29602404861194676	-0.29602404861194676	0.23300671902175363	0.6743917587051783	-0.6743917587051783	0.9563215949587958	-0.7147922988618046	0.7147922988618046	-0.4226645573226934	-0.5254921743886288	0.5254921743886288
ACH-000356	0.6644042062856861	Esophagus/Stomach	False	-1.0993361622137143	-0.015767765000167487	6.9284296	-0.212265970993231	0.212265970993231	6.8090415	0.3741989200673787	-0.3741989200673787	2.4833076	-0.2689612584412099	0.2689612584412099	7.2181516	0.0903304875126895	-0.0903304875126895	5.049875	0.1889653290888257	-0.1889653290888257	6.392429	0.0319021488339157	-0.0319021488339157	5.408501	-0.213185792899878	0.213185792899878	7.3682356	0.0801292443363614	-0.0801292443363614	6.3272614	0.0492852678403764	-0.0492852678403764	-0.1988446840397771	-0.398303098150597	0.398303098150597	0.7424022852340653	0.45505352617134687	-0.45505352617134687	0.8369052836366425	-0.1030471349084365	0.1030471349084365	0.07186378313566796	0.004422097662865986	-0.004422097662865986
ACH-000357	-0.0143441847489393	Lymphoid	False			5.8439713			6.38515			2.1565843			6.3560557			6.598992			5.472907			5.281761			6.749293			5.3788166			-0.051858713786537586			0.10548685577198648			0.8359671555997252			-0.5031898984526076		
ACH-000358	-4.277101080905508	Lung	False			5.7165246			5.7034245			2.0190613			3.7056463			5.7128954			6.7801			5.7427583			6.2491155			5.434061			-1.1378736408736116			-0.28656774552584663			0.598606327280117			0.20996607199455772		
ACH-000359	0.3327825361148328	Bone	False	-1.0619617848614784	-0.025933042858805697	8.07018	-0.0983201795877985	0.0983201795877985	7.4441786	0.1935102807086759	-0.1935102807086759	3.0468159	-0.0670632994912416	0.0670632994912416	6.8747354	0.2529174389773463	-0.2529174389773463	7.8125176	0.0991947244430036	-0.0991947244430036	4.5755663	0.8545472690232393	-0.8545472690232393	4.8503194	-0.1024589502851082	0.1024589502851082	7.1857576	0.277117244085297	-0.277117244085297	4.7110376	-0.0261835762972314	0.0261835762972314	0.0335218430533751	0.09018876901331781	-0.09018876901331781	0.302514096645603	-0.12310258009191727	0.12310258009191727	-0.3197365550941539	-0.9947512410274925	0.9947512410274925	-0.4163483805828581	0.16126688015620833	-0.16126688015620833
ACH-000360	0.4858957836354136	Bowel	False			6.1704097			5.7937474			1.6662885			7.017365			6.7481256			7.479336			5.5449553			5.6306067			4.39286			-0.07954024270951243			-1.0716613359842864			-0.5924667342111472			0.49690816737602017		
ACH-000361	0.6601400102885349	Liver	False	-1.0413375049625442	-0.011277569189554124	6.3651185	0.058002164956717	-0.058002164956717	6.45382	-0.2408121712413896	0.2408121712413896	2.3916469	-0.3962313246342894	0.3962313246342894	7.0525136	0.5945994702933677	-0.5945994702933677	6.699829	0.233188781625234	-0.233188781625234	7.209073	0.6149002225389517	-0.6149002225389517	5.871962	0.0663900551731257	-0.0663900551731257	6.339118	0.3313173191940444	-0.3313173191940444	3.0042262	0.0489997384924555	-0.0489997384924555	0.2955860071784555	-0.08820160835037315	0.08820160835037315	0.6648948761834167	-0.37529751060131367	0.37529751060131367	0.14027541334397764	-0.16981731826340213	0.16981731826340213	-0.23449574465187528	0.20209864438089	-0.20209864438089
ACH-000362	0.6551335128785517	Myeloid	False	-1.1547548355648007	-0.00805631731413274	5.214043	0.2139340428963201	-0.2139340428963201	6.7868967	0.0982549916020325	-0.0982549916020325	2.349586	-0.1787151644621248	0.1787151644621248	8.099984	0.2544442339285418	-0.2544442339285418	6.8824472	1.0801876946966078	-1.0801876946966078	7.331078	0.4051809247750164	-0.4051809247750164	4.75315	0.059190262883828	-0.059190262883828	5.6178746	0.8656914369158686	-0.8656914369158686	5.6451106	0.1745503910270685	-0.1745503910270685	0.276077777095557	0.6635390038564514	-0.6635390038564514	-0.30067973375240825	-0.8622950494384518	0.8622950494384518	0.355245240044891	0.9656229348274422	-0.9656229348274422	-0.14309395753350995	0.5209417731838119	-0.5209417731838119
ACH-000363	0.3013277292919802	Lymphoid	False	-1.1084118952580537	-0.023059875539477998	6.958692	0.4222343704122423	-0.4222343704122423	6.024262	-0.1260138997676844	0.1260138997676844	1.7569891	-0.1783768990969352	0.1783768990969352	8.971943	0.2155860354469644	-0.2155860354469644	7.471334	0.621599233508123	-0.621599233508123	7.7465143	0.206216014323601	-0.206216014323601	5.8540483	0.055147618529225	-0.055147618529225	4.7178516	0.3015387092470074	-0.3015387092470074	5.8785906	-0.0369058326590426	0.0369058326590426	0.734559160353963	0.4182111633045152	-0.4182111633045152	-1.0478386053428799	-1.1098112716947943	1.1098112716947943	-0.28032090775842883	0.6991438183497628	-0.6991438183497628	0.24194731041654283	0.439214115048583	-0.439214115048583
ACH-000364	0.3250656354353078	Bone	False	-1.1305255628787623	-0.015722502259060515	8.423515	-0.0543171281502483	0.0543171281502483	5.3148127	-0.0427316467497285	0.0427316467497285	1.8945035	-0.355858619032239	0.355858619032239	6.7482867	0.2388889799014228	-0.2388889799014228	6.752829	0.0966199180386925	-0.0966199180386925	7.0225234	0.1594570508345084	-0.1594570508345084	5.7474437	0.0205355309446385	-0.0205355309446385	6.5099936	0.2105106974574539	-0.2105106974574539	5.117313	0.2654403927972379	-0.2654403927972379	0.24255922855539794	-0.06600827931407038	0.06600827931407038	0.09534459953436004	-0.01951164773707205	0.01951164773707205	0.02716977926497093	-0.18888290839601746	0.18888290839601746	-0.12273966034084344	-0.2838045888839196	0.2838045888839196
ACH-000365	0.2933845698240238	Lymphoid	False	-1.1447782284813566	-0.027229366760407034	6.2591066	0.6058853263634643	-0.6058853263634643	6.873813	-0.1195005216419774	0.1195005216419774	2.5180316	-0.2175531472982606	0.2175531472982606	5.3390627	0.2392902314072844	-0.2392902314072844	5.4117517	0.5651933976425714	-0.5651933976425714	6.149168	0.0983241129281379	-0.0983241129281379	4.7209845	-0.008375099504254	0.008375099504254	7.472902	0.2253498820409636	-0.2253498820409636	4.5317993	0.2543084710889919	-0.2543084710889919	-0.28932992876292374	0.37963065970707643	-0.37963065970707643	0.16379581029411008	0.4284577215766839	-0.4284577215766839	0.1680467125093481	0.5437458377055029	-0.5437458377055029	-0.40619458154100596	0.637209415954731	-0.637209415954731
