file_path	line_no	matching_text	pattern	category	territory	suggested_action	replacement_or_note	line_excerpt
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	255	image-DM1	\bimage-DM1\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| **Paper 1** | DM1/DM2 cluster mechanism deep, BRAF/RAS driver mechanism deep, TERT promoter kinetics, kinase fusion me
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	255	TCGA WSI	\bTCGA WSI\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| **Paper 1** | DM1/DM2 cluster mechanism deep, BRAF/RAS driver mechanism deep, TERT promoter kinetics, kinase fusion me
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	255	BRAF/RAS driver mechanism deep	\bBRAF/RAS driver mechanism deep\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| **Paper 1** | DM1/DM2 cluster mechanism deep, BRAF/RAS driver mechanism deep, TERT promoter kinetics, kinase fusion me
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	255	TERT promoter kinetics	\bTERT promoter kinetics\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| **Paper 1** | DM1/DM2 cluster mechanism deep, BRAF/RAS driver mechanism deep, TERT promoter kinetics, kinase fusion me
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	255	kinase fusion mechanism	\bkinase fusion mechanism\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| **Paper 1** | DM1/DM2 cluster mechanism deep, BRAF/RAS driver mechanism deep, TERT promoter kinetics, kinase fusion me
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	256	ICI response prediction	\bICI response prediction\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		| **Paper 3** | ICI response prediction, HLA LOH, neoantigen, DIAL audit, pan-cancer ICI, C5AR1 anti-PD-1 synergy | If f
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	256	HLA LOH	\bHLA LOH\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		| **Paper 3** | ICI response prediction, HLA LOH, neoantigen, DIAL audit, pan-cancer ICI, C5AR1 anti-PD-1 synergy | If f
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	256	neoantigen	\bneoantigen\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		| **Paper 3** | ICI response prediction, HLA LOH, neoantigen, DIAL audit, pan-cancer ICI, C5AR1 anti-PD-1 synergy | If f
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	256	DIAL audit	\bDIAL audit\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		| **Paper 3** | ICI response prediction, HLA LOH, neoantigen, DIAL audit, pan-cancer ICI, C5AR1 anti-PD-1 synergy | If f
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	256	pan-cancer ICI	\bpan-cancer ICI\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		| **Paper 3** | ICI response prediction, HLA LOH, neoantigen, DIAL audit, pan-cancer ICI, C5AR1 anti-PD-1 synergy | If f
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	256	C5AR1 anti-PD-1 synergy	\bC5AR1 anti-PD-1 synergy\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		| **Paper 3** | ICI response prediction, HLA LOH, neoantigen, DIAL audit, pan-cancer ICI, C5AR1 anti-PD-1 synergy | If f
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	TSAb	\bTSAb\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	TSI	\bTSI\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	hyperthyroidism	\bhyperthyroidism\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	thyrotoxicosis	\bthyrotoxicosis\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	exophthalmos	\bexophthalmos\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	Graves' ophthalmopathy	Graves['']?\s+ophthalmopathy	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	TED	\bTED\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	thyroid eye disease	\bthyroid eye disease\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	257	Bundang Graves cohort	\bBundang Graves'?\s*cohort\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4** | Graves, GD, TSAb, TSI, hyperthyroidism, thyrotoxicosis, exophthalmos, Graves' ophthalmopathy, TED, thyro
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	263	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- `_audit_HT_vs_GD_2026_05_02.md`: audit document discussing HT vs GD by name — `Graves`, `GD`, `TSAb` etc. appear delib
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	263	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- `_audit_HT_vs_GD_2026_05_02.md`: audit document discussing HT vs GD by name — `Graves`, `GD`, `TSAb` etc. appear delib
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	263	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- `_audit_HT_vs_GD_2026_05_02.md`: audit document discussing HT vs GD by name — `Graves`, `GD`, `TSAb` etc. appear delib
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	263	TSAb	\bTSAb\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- `_audit_HT_vs_GD_2026_05_02.md`: audit document discussing HT vs GD by name — `Graves`, `GD`, `TSAb` etc. appear delib
manuscript_v8/README.md	73	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	REVIEW_OR_REMOVE_OR_MOVE_PAPER4		- 새 분석 제안 시 paper-blocking 만 진행, 그 외 Phase 1 (Bundang Graves' paper) 또는 Phase 2 (DIAL audit method paper) reserve
manuscript_v8/README.md	73	DIAL audit	\bDIAL audit\b	Forbidden_§2.3	Paper3_ICI	REVIEW_OR_MOVE_PAPER3		- 새 분석 제안 시 paper-blocking 만 진행, 그 외 Phase 1 (Bundang Graves' paper) 또는 Phase 2 (DIAL audit method paper) reserve
manuscript_v8/README.md	82	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	REVIEW_OR_REMOVE_OR_MOVE_PAPER4		2. **Chen 2018 → Chu X et al. 2018 정정** — Paper 2 Pillar 1 Han Chinese GD forest meta cite. (Memory: `v17_paper2_pillar1
manuscript_v8/_PAPER2_MASTER_VIEW.md	12	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- `_audit_HT_vs_GD_2026_05_02.md` (HT vs GD critical catch)
manuscript_v8/_PAPER2_MASTER_VIEW.md	64	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- **Paper 4 GD backlog** demote
manuscript_v8/_PAPER2_MASTER_VIEW.md	72	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		# 2. ★ Critical catch: HT vs GD 의학적 차이
manuscript_v8/_PAPER2_MASTER_VIEW.md	76	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 항목 | Hashimoto's Thyroiditis (HT) | Graves' Disease (GD) |
manuscript_v8/_PAPER2_MASTER_VIEW.md	76	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 항목 | Hashimoto's Thyroiditis (HT) | Graves' Disease (GD) |
manuscript_v8/_PAPER2_MASTER_VIEW.md	78	TSI	\bTSI\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **기전** | 만성 항원 노출 + 림프구 침윤 → 갑상선 조직 파괴 | TSH receptor 자극 자가항체 (TSI) → 호르몬 과다 분비 |
manuscript_v8/_PAPER2_MASTER_VIEW.md	79	Hyperthyroidism	\bhyperthyroidism\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **결과** | Hypothyroidism (기능 저하) | Hyperthyroidism (기능 항진) |
manuscript_v8/_PAPER2_MASTER_VIEW.md	88	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		→ HLA susceptibility 의 GD overlap = "shared genetic background" 까지만
manuscript_v8/_PAPER2_MASTER_VIEW.md	96	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 1 | `v17_paper2_pillar1_forest_strong.md` line 26 | ★★★ Paper 2 fundamental error | Korean PTC pool (HT-substrate) 를 C
manuscript_v8/_PAPER2_MASTER_VIEW.md	96	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 1 | `v17_paper2_pillar1_forest_strong.md` line 26 | ★★★ Paper 2 fundamental error | Korean PTC pool (HT-substrate) 를 C
manuscript_v8/_PAPER2_MASTER_VIEW.md	97	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 2 | 4/29-4/30 결정 vs 5/3 결정 | ★★ trajectory contradiction | "GD = 별도 paper" 결정 후 Paper 2 에 GD 사용 → 모순 |
manuscript_v8/_PAPER2_MASTER_VIEW.md	97	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 2 | 4/29-4/30 결정 vs 5/3 결정 | ★★ trajectory contradiction | "GD = 별도 paper" 결정 후 Paper 2 에 GD 사용 → 모순 |
manuscript_v8/_PAPER2_MASTER_VIEW.md	98	autoimmune-PTC	\bautoimmune-PTC\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	Hashimoto-overlap PTC	| 3 | manuscript_v8 + memory 다수 | ★ terminology slippage | "autoimmune-PTC" 모호 표현 (HT 와 GD 양쪽 짬뽕 가능) |
manuscript_v8/_PAPER2_MASTER_VIEW.md	98	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 3 | manuscript_v8 + memory 다수 | ★ terminology slippage | "autoimmune-PTC" 모호 표현 (HT 와 GD 양쪽 짬뽕 가능) |
manuscript_v8/_PAPER2_MASTER_VIEW.md	113	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 4 backlog** | Korean GD HLA / Pan-Asian | Bundang outreach wait; renumbered from prior Paper 3 |
manuscript_v8/_PAPER2_MASTER_VIEW.md	124	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **GD reference 허용 한도** | "shared genetic background" 1-line; disease equivalence 주장 X; mechanism 직접 사용 X |
manuscript_v8/_PAPER2_MASTER_VIEW.md	125	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 1/3/4 boundary** | DM1/DM2 mechanism deep dive X · ICI/HLA LOH/neoantigen X · GD/TSAb/hyperthyroid X |
manuscript_v8/_PAPER2_MASTER_VIEW.md	125	TSAb	\bTSAb\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **Paper 1/3/4 boundary** | DM1/DM2 mechanism deep dive X · ICI/HLA LOH/neoantigen X · GD/TSAb/hyperthyroid X |
manuscript_v8/_PAPER2_MASTER_VIEW.md	125	HLA LOH	\bHLA LOH\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		| **Paper 1/3/4 boundary** | DM1/DM2 mechanism deep dive X · ICI/HLA LOH/neoantigen X · GD/TSAb/hyperthyroid X |
manuscript_v8/_PAPER2_MASTER_VIEW.md	125	neoantigen	\bneoantigen\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		| **Paper 1/3/4 boundary** | DM1/DM2 mechanism deep dive X · ICI/HLA LOH/neoantigen X · GD/TSAb/hyperthyroid X |
manuscript_v8/_PAPER2_MASTER_VIEW.md	133	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		### Paper 4 territory (GD)
manuscript_v8/_PAPER2_MASTER_VIEW.md	134	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Graves, GD, TSAb, TSI, thyroid-stimulating antibody
manuscript_v8/_PAPER2_MASTER_VIEW.md	134	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Graves, GD, TSAb, TSI, thyroid-stimulating antibody
manuscript_v8/_PAPER2_MASTER_VIEW.md	134	TSAb	\bTSAb\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Graves, GD, TSAb, TSI, thyroid-stimulating antibody
manuscript_v8/_PAPER2_MASTER_VIEW.md	134	TSI	\bTSI\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Graves, GD, TSAb, TSI, thyroid-stimulating antibody
manuscript_v8/_PAPER2_MASTER_VIEW.md	134	thyroid-stimulating antibody	\bthyroid-stimulating antibody\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Graves, GD, TSAb, TSI, thyroid-stimulating antibody
manuscript_v8/_PAPER2_MASTER_VIEW.md	135	hyperthyroidism	\bhyperthyroidism\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- hyperthyroidism, thyrotoxicosis, exophthalmos
manuscript_v8/_PAPER2_MASTER_VIEW.md	135	thyrotoxicosis	\bthyrotoxicosis\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- hyperthyroidism, thyrotoxicosis, exophthalmos
manuscript_v8/_PAPER2_MASTER_VIEW.md	135	exophthalmos	\bexophthalmos\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- hyperthyroidism, thyrotoxicosis, exophthalmos
manuscript_v8/_PAPER2_MASTER_VIEW.md	136	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Graves' ophthalmopathy, TED, thyroid eye disease
manuscript_v8/_PAPER2_MASTER_VIEW.md	136	Graves' ophthalmopathy	Graves['']?\s+ophthalmopathy	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Graves' ophthalmopathy, TED, thyroid eye disease
manuscript_v8/_PAPER2_MASTER_VIEW.md	136	TED	\bTED\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Graves' ophthalmopathy, TED, thyroid eye disease
manuscript_v8/_PAPER2_MASTER_VIEW.md	136	thyroid eye disease	\bthyroid eye disease\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Graves' ophthalmopathy, TED, thyroid eye disease
manuscript_v8/_PAPER2_MASTER_VIEW.md	137	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Bundang Graves cohort
manuscript_v8/_PAPER2_MASTER_VIEW.md	137	Bundang Graves cohort	\bBundang Graves'?\s*cohort\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Bundang Graves cohort
manuscript_v8/_PAPER2_MASTER_VIEW.md	141	BRAF/RAS driver mechanism deep	\bBRAF/RAS driver mechanism deep\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		- BRAF/RAS driver mechanism deep dive
manuscript_v8/_PAPER2_MASTER_VIEW.md	142	TERT promoter kinetics	\bTERT promoter kinetics\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		- TERT promoter kinetics
manuscript_v8/_PAPER2_MASTER_VIEW.md	143	kinase fusion mechanism	\bkinase fusion mechanism\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		- kinase fusion mechanism
manuscript_v8/_PAPER2_MASTER_VIEW.md	144	dark matter subtype mechanism	\bdark matter subtype mechanism\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		- dark matter subtype mechanism
manuscript_v8/_PAPER2_MASTER_VIEW.md	145	TROP2	\bTROP2\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		- TROP2 / sacituzumab
manuscript_v8/_PAPER2_MASTER_VIEW.md	145	sacituzumab	\bsacituzumab\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		- TROP2 / sacituzumab
manuscript_v8/_PAPER2_MASTER_VIEW.md	146	H&E-DM1	\bH&E-DM1\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		- TCGA WSI / H&E-DM1
manuscript_v8/_PAPER2_MASTER_VIEW.md	146	TCGA WSI	\bTCGA WSI\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		- TCGA WSI / H&E-DM1
manuscript_v8/_PAPER2_MASTER_VIEW.md	147	image-DM1	\bimage-DM1\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		- image-DM1
manuscript_v8/_PAPER2_MASTER_VIEW.md	150	ICI response prediction	\bICI response prediction\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		- ICI response prediction
manuscript_v8/_PAPER2_MASTER_VIEW.md	151	HLA LOH	\bHLA LOH\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		- HLA LOH
manuscript_v8/_PAPER2_MASTER_VIEW.md	152	neoantigen	\bneoantigen\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		- neoantigen
manuscript_v8/_PAPER2_MASTER_VIEW.md	153	DIAL audit	\bDIAL audit\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		- DIAL audit
manuscript_v8/_PAPER2_MASTER_VIEW.md	154	pan-cancer ICI	\bpan-cancer ICI\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		- pan-cancer ICI
manuscript_v8/_PAPER2_MASTER_VIEW.md	155	C5AR1 anti-PD-1 synergy	\bC5AR1 anti-PD-1 synergy\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		- C5AR1 anti-PD-1 synergy
manuscript_v8/_PAPER2_MASTER_VIEW.md	239	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| `_audit_HT_vs_GD_2026_05_02.md` | HT vs GD audit detail (이 view 의 §2-3) |
manuscript_v8/_PAPER2_MASTER_VIEW.md	254	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| `v19_paper4_GD_backlog.md` | Paper 4 GD backlog (renumbered from prior Paper 3) |
manuscript_v8/_PAPER2_MASTER_VIEW.md	267	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		**5/1 sprint violation → 5/1 closing prompt → 16+ escalation 거부 → 5/2 본인 HT vs GD critical catch → 5/2 audit deliverable
manuscript_v8/_PAPER2_MASTER_VIEW.md	267	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		**5/1 sprint violation → 5/1 closing prompt → 16+ escalation 거부 → 5/2 본인 HT vs GD critical catch → 5/2 audit deliverable
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	2	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		title: "★ Critical audit — HT (Hashimoto) vs GD (Graves) conflation + 3-topic isolation"
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	2	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		title: "★ Critical audit — HT (Hashimoto) vs GD (Graves) conflation + 3-topic isolation"
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	11	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 항목 | Hashimoto's Thyroiditis (HT) | Graves' Disease (GD) |
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	11	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 항목 | Hashimoto's Thyroiditis (HT) | Graves' Disease (GD) |
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	13	TSI	\bTSI\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **기전** | 만성 항원 노출 + 림프구 침윤 → 갑상선 조직 파괴 | TSH receptor 자극 자가항체 (TSI) → 갑상선 호르몬 과다 분비 |
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	14	Hyperthyroidism	\bhyperthyroidism\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **결과** | Hypothyroidism (기능 저하) | Hyperthyroidism (기능 항진) |
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	16	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| **PTC 와의 동반율 (Korean)** | 20-30% (Korean PTC + HT) | 매우 드묾 (PTC 와 GD 동반은 임상적으로 흔치 않음) |
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	20	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		**핵심 차이**: 두 질환은 같은 thyroid autoimmunity 우산 아래 있지만 **서로 다른 유전 병태생리**. HT-specific HLA 연구는 GD 보다 적음.
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	29	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		> "Korean PTC pool DPB1\*05:01 (53.2%) **HIGHER than Chu Han Chinese GD itself (44.0%)** — Korean PTC has more pronounce
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	29	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		> "Korean PTC pool DPB1\*05:01 (53.2%) **HIGHER than Chu Han Chinese GD itself (44.0%)** — Korean PTC has more pronounce
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	32	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Korean PTC pool (n=874) 의 autoimmune comorbidity 는 **HT (20-30%)**, GD 가 아님
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	33	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Chu 2018 cohort 는 **GD (n=1,468)**, HT 가 아님
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	34	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- 직접 비교 (Korean PTC HLA vs Chinese GD HLA) 는 **HT cohort vs GD cohort** 의 비교 → 구조적 mismatch
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	34	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- 직접 비교 (Korean PTC HLA vs Chinese GD HLA) 는 **HT cohort vs GD cohort** 의 비교 → 구조적 mismatch
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	35	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- 현재 framing: "Korean PTC HLA pattern shares GD susceptibility" → reviewer 가 "왜 HT cohort 를 GD 와 비교?" 잡힘
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	35	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- 현재 framing: "Korean PTC HLA pattern shares GD susceptibility" → reviewer 가 "왜 HT cohort 를 GD 와 비교?" 잡힘
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	38	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- DPB1\*05:01 은 **East Asian thyroid autoimmunity 일반 risk allele** (HT + GD 양쪽 모두 share)
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	40	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Chu 2018 GD 44% 는 Chinese GD 의 elevation, Chinese baseline 38% 위
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	40	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Chu 2018 GD 44% 는 Chinese GD 의 elevation, Chinese baseline 38% 위
manuscript_v8/_audit_HT_vs_GD_2026_05_02.md	41	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- 직접 "Korean PTC > Chinese GD" 비교 ❌ — 두 cohort 가 다른 disease entity
