gene_name	chrom	bin	bin_index	bin_start	bin_end
KCNMB2	3	chr03_bin011	50	169966635	184390736
LINC01014	3	chr03_bin011	50	169966635	184390736
KCNMB2-AS1	3	chr03_bin011	50	169966635	184390736
ZMAT3	3	chr03_bin011	50	169966635	184390736
PIK3CA	3	chr03_bin011	50	169966635	184390736
KCNMB3	3	chr03_bin011	50	169966635	184390736
ZNF639	3	chr03_bin011	50	169966635	184390736
MFN1	3	chr03_bin011	50	169966635	184390736
GNB4	3	chr03_bin011	50	169966635	184390736
ACTL6A	3	chr03_bin011	50	169966635	184390736
MRPL47	3	chr03_bin011	50	169966635	184390736
NDUFB5	3	chr03_bin011	50	169966635	184390736
USP13	3	chr03_bin011	50	169966635	184390736
PEX5L	3	chr03_bin011	50	169966635	184390736
PEX5L-AS1	3	chr03_bin011	50	169966635	184390736
PEX5L-AS2	3	chr03_bin011	50	169966635	184390736
LINC02053	3	chr03_bin011	50	169966635	184390736
TTC14	3	chr03_bin011	50	169966635	184390736
CCDC39	3	chr03_bin011	50	169966635	184390736
CCDC39-AS1	3	chr03_bin011	50	169966635	184390736
FXR1	3	chr03_bin011	50	169966635	184390736
DNAJC19	3	chr03_bin011	50	169966635	184390736
SOX2-OT	3	chr03_bin011	50	169966635	184390736
SOX2	3	chr03_bin011	50	169966635	184390736
LINC01206	3	chr03_bin011	50	169966635	184390736
LINC01994	3	chr03_bin011	50	169966635	184390736
LINC02031	3	chr03_bin011	50	169966635	184390736
ATP11B	3	chr03_bin011	50	169966635	184390736
DCUN1D1	3	chr03_bin011	50	169966635	184390736
MCCC1	3	chr03_bin011	50	169966635	184390736
MCCC1-AS1	3	chr03_bin011	50	169966635	184390736
LAMP3	3	chr03_bin011	50	169966635	184390736
MCF2L2	3	chr03_bin011	50	169966635	184390736
B3GNT5	3	chr03_bin011	50	169966635	184390736
KLHL6	3	chr03_bin011	50	169966635	184390736
KLHL6-AS1	3	chr03_bin011	50	169966635	184390736
KLHL24	3	chr03_bin011	50	169966635	184390736
YEATS2	3	chr03_bin011	50	169966635	184390736
YEATS2-AS1	3	chr03_bin011	50	169966635	184390736
MAP6D1	3	chr03_bin011	50	169966635	184390736
PARL	3	chr03_bin011	50	169966635	184390736
ABCC5	3	chr03_bin011	50	169966635	184390736
ABCC5-AS1	3	chr03_bin011	50	169966635	184390736
HTR3D	3	chr03_bin011	50	169966635	184390736
HTR3C	3	chr03_bin011	50	169966635	184390736
HTR3E-AS1	3	chr03_bin011	50	169966635	184390736
HTR3E	3	chr03_bin011	50	169966635	184390736
EIF2B5	3	chr03_bin011	50	169966635	184390736
DVL3	3	chr03_bin011	50	169966635	184390736
AP2M1	3	chr03_bin011	50	169966635	184390736
ABCF3	3	chr03_bin011	50	169966635	184390736
VWA5B2	3	chr03_bin011	50	169966635	184390736
ALG3	3	chr03_bin011	50	169966635	184390736
EEF1AKMT4	3	chr03_bin011	50	169966635	184390736
CAMK2N2	3	chr03_bin011	50	169966635	184390736
ECE2	3	chr03_bin011	50	169966635	184390736
PSMD2	3	chr03_bin011	50	169966635	184390736
EIF4G1	3	chr03_bin011	50	169966635	184390736
FAM131A	3	chr03_bin011	50	169966635	184390736
CLCN2	3	chr03_bin011	50	169966635	184390736
POLR2H	3	chr03_bin011	50	169966635	184390736
THPO	3	chr03_bin011	50	169966635	184390736
CHRD	3	chr03_bin011	50	169966635	184390736
LINC02054	3	chr03_bin012	51	184395121	195543386
LINC01839	3	chr03_bin012	51	184395121	195543386
LINC01840	3	chr03_bin012	51	184395121	195543386
EPHB3	3	chr03_bin012	51	184395121	195543386
MAGEF1	3	chr03_bin012	51	184395121	195543386
LINC02069	3	chr03_bin012	51	184395121	195543386
VPS8	3	chr03_bin012	51	184395121	195543386
C3orf70	3	chr03_bin012	51	184395121	195543386
EHHADH-AS1	3	chr03_bin012	51	184395121	195543386
EHHADH	3	chr03_bin012	51	184395121	195543386
MAP3K13	3	chr03_bin012	51	184395121	195543386
TMEM41A	3	chr03_bin012	51	184395121	195543386
LIPH	3	chr03_bin012	51	184395121	195543386
SENP2	3	chr03_bin012	51	184395121	195543386
IGF2BP2	3	chr03_bin012	51	184395121	195543386
IGF2BP2-AS1	3	chr03_bin012	51	184395121	195543386
TRA2B	3	chr03_bin012	51	184395121	195543386
ETV5	3	chr03_bin012	51	184395121	195543386
ETV5-AS1	3	chr03_bin012	51	184395121	195543386
DGKG	3	chr03_bin012	51	184395121	195543386
LINC02020	3	chr03_bin012	51	184395121	195543386
LINC02052	3	chr03_bin012	51	184395121	195543386
LINC02051	3	chr03_bin012	51	184395121	195543386
CRYGS	3	chr03_bin012	51	184395121	195543386
TBCCD1	3	chr03_bin012	51	184395121	195543386
DNAJB11	3	chr03_bin012	51	184395121	195543386
AHSG	3	chr03_bin012	51	184395121	195543386
FETUB	3	chr03_bin012	51	184395121	195543386
HRG	3	chr03_bin012	51	184395121	195543386
KNG1	3	chr03_bin012	51	184395121	195543386
EIF4A2	3	chr03_bin012	51	184395121	195543386
RFC4	3	chr03_bin012	51	184395121	195543386
LINC02043	3	chr03_bin012	51	184395121	195543386
ADIPOQ	3	chr03_bin012	51	184395121	195543386
ADIPOQ-AS1	3	chr03_bin012	51	184395121	195543386
ST6GAL1	3	chr03_bin012	51	184395121	195543386
RPL39L	3	chr03_bin012	51	184395121	195543386
RTP1	3	chr03_bin012	51	184395121	195543386
MASP1	3	chr03_bin012	51	184395121	195543386
RTP4	3	chr03_bin012	51	184395121	195543386
LINC02041	3	chr03_bin012	51	184395121	195543386
SST	3	chr03_bin012	51	184395121	195543386
RTP2	3	chr03_bin012	51	184395121	195543386
BCL6	3	chr03_bin012	51	184395121	195543386
LINC01991	3	chr03_bin012	51	184395121	195543386
LPP-AS2	3	chr03_bin012	51	184395121	195543386
LPP	3	chr03_bin012	51	184395121	195543386
LPP-AS1	3	chr03_bin012	51	184395121	195543386
TPRG1-AS1	3	chr03_bin012	51	184395121	195543386
TPRG1	3	chr03_bin012	51	184395121	195543386
TPRG1-AS2	3	chr03_bin012	51	184395121	195543386
TP63	3	chr03_bin012	51	184395121	195543386
P3H2	3	chr03_bin012	51	184395121	195543386
P3H2-AS1	3	chr03_bin012	51	184395121	195543386
CLDN1	3	chr03_bin012	51	184395121	195543386
CLDN16	3	chr03_bin012	51	184395121	195543386
TMEM207	3	chr03_bin012	51	184395121	195543386
IL1RAP	3	chr03_bin012	51	184395121	195543386
LINC02013	3	chr03_bin012	51	184395121	195543386
GMNC	3	chr03_bin012	51	184395121	195543386
OSTN	3	chr03_bin012	51	184395121	195543386
OSTN-AS1	3	chr03_bin012	51	184395121	195543386
UTS2B	3	chr03_bin012	51	184395121	195543386
CCDC50	3	chr03_bin012	51	184395121	195543386
PYDC2	3	chr03_bin012	51	184395121	195543386
FGF12	3	chr03_bin012	51	184395121	195543386
FGF12-AS1	3	chr03_bin012	51	184395121	195543386
FGF12-AS2	3	chr03_bin012	51	184395121	195543386
FGF12-AS3	3	chr03_bin012	51	184395121	195543386
MB21D2	3	chr03_bin012	51	184395121	195543386
PLAAT1	3	chr03_bin012	51	184395121	195543386
ATP13A5	3	chr03_bin012	51	184395121	195543386
ATP13A5-AS1	3	chr03_bin012	51	184395121	195543386
ATP13A4	3	chr03_bin012	51	184395121	195543386
ATP13A4-AS1	3	chr03_bin012	51	184395121	195543386
OPA1	3	chr03_bin012	51	184395121	195543386
OPA1-AS1	3	chr03_bin012	51	184395121	195543386
LINC02038	3	chr03_bin012	51	184395121	195543386
LINC02026	3	chr03_bin012	51	184395121	195543386
LINC02028	3	chr03_bin012	51	184395121	195543386
HES1	3	chr03_bin012	51	184395121	195543386
LINC00887	3	chr03_bin012	51	184395121	195543386
LINC02037	3	chr03_bin012	51	184395121	195543386
LINC02048	3	chr03_bin012	51	184395121	195543386
CPN2	3	chr03_bin012	51	184395121	195543386
LRRC15	3	chr03_bin012	51	184395121	195543386
GP5	3	chr03_bin012	51	184395121	195543386
ATP13A3	3	chr03_bin012	51	184395121	195543386
TMEM44-AS1	3	chr03_bin012	51	184395121	195543386
TMEM44	3	chr03_bin012	51	184395121	195543386
LSG1	3	chr03_bin012	51	184395121	195543386
FAM43A	3	chr03_bin012	51	184395121	195543386
LINC01968	3	chr03_bin012	51	184395121	195543386
LINC01972	3	chr03_bin012	51	184395121	195543386
XXYLT1	3	chr03_bin012	51	184395121	195543386
XXYLT1-AS1	3	chr03_bin012	51	184395121	195543386
XXYLT1-AS2	3	chr03_bin012	51	184395121	195543386
ACAP2	3	chr03_bin012	51	184395121	195543386
ACAP2-IT1	3	chr03_bin012	51	184395121	195543386
PPP1R2	3	chr03_bin012	51	184395121	195543386
APOD	3	chr03_bin013	52	195568705	198081921
MUC20	3	chr03_bin013	52	195568705	198081921
MUC4	3	chr03_bin013	52	195568705	198081921
LINC01983	3	chr03_bin013	52	195568705	198081921
TNK2	3	chr03_bin013	52	195568705	198081921
TNK2-AS1	3	chr03_bin013	52	195568705	198081921
TFRC	3	chr03_bin013	52	195568705	198081921
LINC00885	3	chr03_bin013	52	195568705	198081921
ZDHHC19	3	chr03_bin013	52	195568705	198081921
SLC51A	3	chr03_bin013	52	195568705	198081921
PCYT1A	3	chr03_bin013	52	195568705	198081921
TM4SF19-AS1	3	chr03_bin013	52	195568705	198081921
TM4SF19	3	chr03_bin013	52	195568705	198081921
UBXN7	3	chr03_bin013	52	195568705	198081921
UBXN7-AS1	3	chr03_bin013	52	195568705	198081921
RNF168	3	chr03_bin013	52	195568705	198081921
SMCO1	3	chr03_bin013	52	195568705	198081921
WDR53	3	chr03_bin013	52	195568705	198081921
FBXO45	3	chr03_bin013	52	195568705	198081921
LINC01063	3	chr03_bin013	52	195568705	198081921
NRROS	3	chr03_bin013	52	195568705	198081921
PIGX	3	chr03_bin013	52	195568705	198081921
CEP19	3	chr03_bin013	52	195568705	198081921
PAK2	3	chr03_bin013	52	195568705	198081921
SENP5	3	chr03_bin013	52	195568705	198081921
NCBP2	3	chr03_bin013	52	195568705	198081921
NCBP2-AS1	3	chr03_bin013	52	195568705	198081921
NCBP2AS2	3	chr03_bin013	52	195568705	198081921
PIGZ	3	chr03_bin013	52	195568705	198081921
MELTF	3	chr03_bin013	52	195568705	198081921
MELTF-AS1	3	chr03_bin013	52	195568705	198081921
DLG1	3	chr03_bin013	52	195568705	198081921
DLG1-AS1	3	chr03_bin013	52	195568705	198081921
LINC02012	3	chr03_bin013	52	195568705	198081921
BDH1	3	chr03_bin013	52	195568705	198081921
RUBCN	3	chr03_bin013	52	195568705	198081921
FYTTD1	3	chr03_bin013	52	195568705	198081921
LRCH3	3	chr03_bin013	52	195568705	198081921
IQCG	3	chr03_bin013	52	195568705	198081921
RPL35A	3	chr03_bin013	52	195568705	198081921
LMLN	3	chr03_bin013	52	195568705	198081921
LMLN-AS1	3	chr03_bin013	52	195568705	198081921
ZNF595	4	chr04_bin000	53	53286	8327165
ZNF718	4	chr04_bin000	53	53286	8327165
ZNF732	4	chr04_bin000	53	53286	8327165
ZNF141	4	chr04_bin000	53	53286	8327165
ZNF721	4	chr04_bin000	53	53286	8327165
PIGG	4	chr04_bin000	53	53286	8327165
TMEM271	4	chr04_bin000	53	53286	8327165
PDE6B	4	chr04_bin000	53	53286	8327165
ATP5ME	4	chr04_bin000	53	53286	8327165
MYL5	4	chr04_bin000	53	53286	8327165
SLC49A3	4	chr04_bin000	53	53286	8327165
PCGF3	4	chr04_bin000	53	53286	8327165
CPLX1	4	chr04_bin000	53	53286	8327165
GAK	4	chr04_bin000	53	53286	8327165
TMEM175	4	chr04_bin000	53	53286	8327165
DGKQ	4	chr04_bin000	53	53286	8327165
SLC26A1	4	chr04_bin000	53	53286	8327165
IDUA	4	chr04_bin000	53	53286	8327165
FGFRL1	4	chr04_bin000	53	53286	8327165
RNF212	4	chr04_bin000	53	53286	8327165
SPON2	4	chr04_bin000	53	53286	8327165
CTBP1-AS	4	chr04_bin000	53	53286	8327165
CTBP1	4	chr04_bin000	53	53286	8327165
CTBP1-DT	4	chr04_bin000	53	53286	8327165
MAEA	4	chr04_bin000	53	53286	8327165
UVSSA	4	chr04_bin000	53	53286	8327165
NKX1-1	4	chr04_bin000	53	53286	8327165
FAM53A	4	chr04_bin000	53	53286	8327165
SLBP	4	chr04_bin000	53	53286	8327165
TACC3	4	chr04_bin000	53	53286	8327165
TMEM129	4	chr04_bin000	53	53286	8327165
FGFR3	4	chr04_bin000	53	53286	8327165
LETM1	4	chr04_bin000	53	53286	8327165
NSD2	4	chr04_bin000	53	53286	8327165
NELFA	4	chr04_bin000	53	53286	8327165
NAT8L	4	chr04_bin000	53	53286	8327165
POLN	4	chr04_bin000	53	53286	8327165
HAUS3	4	chr04_bin000	53	53286	8327165
MXD4	4	chr04_bin000	53	53286	8327165
ZFYVE28	4	chr04_bin000	53	53286	8327165
CFAP99	4	chr04_bin000	53	53286	8327165
RNF4	4	chr04_bin000	53	53286	8327165
FAM193A	4	chr04_bin000	53	53286	8327165
TNIP2	4	chr04_bin000	53	53286	8327165
SH3BP2	4	chr04_bin000	53	53286	8327165
ADD1	4	chr04_bin000	53	53286	8327165
MFSD10	4	chr04_bin000	53	53286	8327165
NOP14-AS1	4	chr04_bin000	53	53286	8327165
NOP14	4	chr04_bin000	53	53286	8327165
GRK4	4	chr04_bin000	53	53286	8327165
HTT	4	chr04_bin000	53	53286	8327165
HTT-AS	4	chr04_bin000	53	53286	8327165
MSANTD1	4	chr04_bin000	53	53286	8327165
RGS12	4	chr04_bin000	53	53286	8327165
HGFAC	4	chr04_bin000	53	53286	8327165
DOK7	4	chr04_bin000	53	53286	8327165
LRPAP1	4	chr04_bin000	53	53286	8327165
LINC00955	4	chr04_bin000	53	53286	8327165
LINC02171	4	chr04_bin000	53	53286	8327165
LINC02600	4	chr04_bin000	53	53286	8327165
ADRA2C	4	chr04_bin000	53	53286	8327165
OTOP1	4	chr04_bin000	53	53286	8327165
TMEM128	4	chr04_bin000	53	53286	8327165
LYAR	4	chr04_bin000	53	53286	8327165
ZBTB49	4	chr04_bin000	53	53286	8327165
NSG1	4	chr04_bin000	53	53286	8327165
STX18	4	chr04_bin000	53	53286	8327165
STX18-IT1	4	chr04_bin000	53	53286	8327165
STX18-AS1	4	chr04_bin000	53	53286	8327165
LINC01396	4	chr04_bin000	53	53286	8327165
MSX1	4	chr04_bin000	53	53286	8327165
CYTL1	4	chr04_bin000	53	53286	8327165
STK32B	4	chr04_bin000	53	53286	8327165
LINC01587	4	chr04_bin000	53	53286	8327165
EVC2	4	chr04_bin000	53	53286	8327165
EVC	4	chr04_bin000	53	53286	8327165
CRMP1	4	chr04_bin000	53	53286	8327165
C4orf50	4	chr04_bin000	53	53286	8327165
JAKMIP1	4	chr04_bin000	53	53286	8327165
WFS1	4	chr04_bin000	53	53286	8327165
PPP2R2C	4	chr04_bin000	53	53286	8327165
MAN2B2	4	chr04_bin000	53	53286	8327165
MRFAP1	4	chr04_bin000	53	53286	8327165
LINC02482	4	chr04_bin000	53	53286	8327165
S100P	4	chr04_bin000	53	53286	8327165
MRFAP1L1	4	chr04_bin000	53	53286	8327165
BLOC1S4	4	chr04_bin000	53	53286	8327165
KIAA0232	4	chr04_bin000	53	53286	8327165
TBC1D14	4	chr04_bin000	53	53286	8327165
TADA2B	4	chr04_bin000	53	53286	8327165
GRPEL1	4	chr04_bin000	53	53286	8327165
LINC02447	4	chr04_bin000	53	53286	8327165
SORCS2	4	chr04_bin000	53	53286	8327165
PSAPL1	4	chr04_bin000	53	53286	8327165
AFAP1-AS1	4	chr04_bin000	53	53286	8327165
AFAP1	4	chr04_bin000	53	53286	8327165
ABLIM2	4	chr04_bin000	53	53286	8327165
SH3TC1	4	chr04_bin000	53	53286	8327165
HTRA3	4	chr04_bin000	53	53286	8327165
LINC02517	4	chr04_bin000	53	53286	8327165
ACOX3	4	chr04_bin001	54	8366282	31558831
TRMT44	4	chr04_bin001	54	8366282	31558831
GPR78	4	chr04_bin001	54	8366282	31558831
CPZ	4	chr04_bin001	54	8366282	31558831
HMX1	4	chr04_bin001	54	8366282	31558831
FAM90A26	4	chr04_bin001	54	8366282	31558831
USP17L10	4	chr04_bin001	54	8366282	31558831
USP17L11	4	chr04_bin001	54	8366282	31558831
USP17L12	4	chr04_bin001	54	8366282	31558831
USP17L13	4	chr04_bin001	54	8366282	31558831
USP17L15	4	chr04_bin001	54	8366282	31558831
USP17L17	4	chr04_bin001	54	8366282	31558831
USP17L18	4	chr04_bin001	54	8366282	31558831
USP17L19	4	chr04_bin001	54	8366282	31558831
USP17L20	4	chr04_bin001	54	8366282	31558831
USP17L21	4	chr04_bin001	54	8366282	31558831
USP17L22	4	chr04_bin001	54	8366282	31558831
USP17L23	4	chr04_bin001	54	8366282	31558831
USP17L24	4	chr04_bin001	54	8366282	31558831
USP17L25	4	chr04_bin001	54	8366282	31558831
USP17L26	4	chr04_bin001	54	8366282	31558831
USP17L5	4	chr04_bin001	54	8366282	31558831
USP17L27	4	chr04_bin001	54	8366282	31558831
USP17L28	4	chr04_bin001	54	8366282	31558831
USP17L29	4	chr04_bin001	54	8366282	31558831
USP17L30	4	chr04_bin001	54	8366282	31558831
DEFB131A	4	chr04_bin001	54	8366282	31558831
SLC2A9	4	chr04_bin001	54	8366282	31558831
DRD5	4	chr04_bin001	54	8366282	31558831
WDR1	4	chr04_bin001	54	8366282	31558831
ZNF518B	4	chr04_bin001	54	8366282	31558831
CLNK	4	chr04_bin001	54	8366282	31558831
LINC02498	4	chr04_bin001	54	8366282	31558831
HS3ST1	4	chr04_bin001	54	8366282	31558831
LINC02360	4	chr04_bin001	54	8366282	31558831
LINC02270	4	chr04_bin001	54	8366282	31558831
RAB28	4	chr04_bin001	54	8366282	31558831
LINC01097	4	chr04_bin001	54	8366282	31558831
NKX3-2	4	chr04_bin001	54	8366282	31558831
LINC01096	4	chr04_bin001	54	8366282	31558831
BOD1L1	4	chr04_bin001	54	8366282	31558831
LINC01182	4	chr04_bin001	54	8366282	31558831
LINC00504	4	chr04_bin001	54	8366282	31558831
CPEB2-DT	4	chr04_bin001	54	8366282	31558831
CPEB2	4	chr04_bin001	54	8366282	31558831
C1QTNF7	4	chr04_bin001	54	8366282	31558831
CC2D2A	4	chr04_bin001	54	8366282	31558831
FBXL5	4	chr04_bin001	54	8366282	31558831
FAM200B	4	chr04_bin001	54	8366282	31558831
BST1	4	chr04_bin001	54	8366282	31558831
CD38	4	chr04_bin001	54	8366282	31558831
FGFBP1	4	chr04_bin001	54	8366282	31558831
FGFBP2	4	chr04_bin001	54	8366282	31558831
PROM1	4	chr04_bin001	54	8366282	31558831
TAPT1	4	chr04_bin001	54	8366282	31558831
TAPT1-AS1	4	chr04_bin001	54	8366282	31558831
LDB2	4	chr04_bin001	54	8366282	31558831
LINC02493	4	chr04_bin001	54	8366282	31558831
QDPR	4	chr04_bin001	54	8366282	31558831
CLRN2	4	chr04_bin001	54	8366282	31558831
LAP3	4	chr04_bin001	54	8366282	31558831
MED28	4	chr04_bin001	54	8366282	31558831
FAM184B	4	chr04_bin001	54	8366282	31558831
DCAF16	4	chr04_bin001	54	8366282	31558831
NCAPG	4	chr04_bin001	54	8366282	31558831
LCORL	4	chr04_bin001	54	8366282	31558831
LINC02438	4	chr04_bin001	54	8366282	31558831
SLIT2	4	chr04_bin001	54	8366282	31558831
SLIT2-IT1	4	chr04_bin001	54	8366282	31558831
PACRGL	4	chr04_bin001	54	8366282	31558831
KCNIP4	4	chr04_bin001	54	8366282	31558831
KCNIP4-IT1	4	chr04_bin001	54	8366282	31558831
ADGRA3	4	chr04_bin001	54	8366282	31558831
ERVH-1	4	chr04_bin001	54	8366282	31558831
PPARGC1A	4	chr04_bin001	54	8366282	31558831
DHX15	4	chr04_bin001	54	8366282	31558831
LINC02473	4	chr04_bin001	54	8366282	31558831
SOD3	4	chr04_bin001	54	8366282	31558831
CCDC149	4	chr04_bin001	54	8366282	31558831
LGI2	4	chr04_bin001	54	8366282	31558831
SEPSECS	4	chr04_bin001	54	8366282	31558831
SEPSECS-AS1	4	chr04_bin001	54	8366282	31558831
PI4K2B	4	chr04_bin001	54	8366282	31558831
ZCCHC4	4	chr04_bin001	54	8366282	31558831
ANAPC4	4	chr04_bin001	54	8366282	31558831
SLC34A2	4	chr04_bin001	54	8366282	31558831
SEL1L3	4	chr04_bin001	54	8366282	31558831
SMIM20	4	chr04_bin001	54	8366282	31558831
LINC02357	4	chr04_bin001	54	8366282	31558831
RBPJ	4	chr04_bin001	54	8366282	31558831
CCKAR	4	chr04_bin001	54	8366282	31558831
TBC1D19	4	chr04_bin001	54	8366282	31558831
STIM2	4	chr04_bin001	54	8366282	31558831
STIM2-AS1	4	chr04_bin001	54	8366282	31558831
LINC02261	4	chr04_bin001	54	8366282	31558831
LINC02364	4	chr04_bin001	54	8366282	31558831
LINC02472	4	chr04_bin001	54	8366282	31558831
PCDH7	4	chr04_bin001	54	8366282	31558831
LINC02497	4	chr04_bin001	54	8366282	31558831
LINC02501	4	chr04_bin001	54	8366282	31558831
LINC02506	4	chr04_bin002	55	31997341	54607131
LINC02353	4	chr04_bin002	55	31997341	54607131
LINC02484	4	chr04_bin002	55	31997341	54607131
ARAP2	4	chr04_bin002	55	31997341	54607131
DTHD1	4	chr04_bin002	55	31997341	54607131
LINC02505	4	chr04_bin002	55	31997341	54607131
LINC02616	4	chr04_bin002	55	31997341	54607131
NWD2	4	chr04_bin002	55	31997341	54607131
C4orf19	4	chr04_bin002	55	31997341	54607131
RELL1	4	chr04_bin002	55	31997341	54607131
PGM2	4	chr04_bin002	55	31997341	54607131
TBC1D1	4	chr04_bin002	55	31997341	54607131
PTTG2	4	chr04_bin002	55	31997341	54607131
LINC02513	4	chr04_bin002	55	31997341	54607131
LINC01258	4	chr04_bin002	55	31997341	54607131
LINC01259	4	chr04_bin002	55	31997341	54607131
LINC02278	4	chr04_bin002	55	31997341	54607131
KLF3-AS1	4	chr04_bin002	55	31997341	54607131
KLF3	4	chr04_bin002	55	31997341	54607131
TLR10	4	chr04_bin002	55	31997341	54607131
TLR1	4	chr04_bin002	55	31997341	54607131
TLR6	4	chr04_bin002	55	31997341	54607131
FAM114A1	4	chr04_bin002	55	31997341	54607131
TMEM156	4	chr04_bin002	55	31997341	54607131
KLHL5	4	chr04_bin002	55	31997341	54607131
WDR19	4	chr04_bin002	55	31997341	54607131
RFC1	4	chr04_bin002	55	31997341	54607131
KLB	4	chr04_bin002	55	31997341	54607131
RPL9	4	chr04_bin002	55	31997341	54607131
LIAS	4	chr04_bin002	55	31997341	54607131
UGDH	4	chr04_bin002	55	31997341	54607131
UGDH-AS1	4	chr04_bin002	55	31997341	54607131
SMIM14	4	chr04_bin002	55	31997341	54607131
UBE2K	4	chr04_bin002	55	31997341	54607131
PDS5A	4	chr04_bin002	55	31997341	54607131
N4BP2	4	chr04_bin002	55	31997341	54607131
RHOH	4	chr04_bin002	55	31997341	54607131
LINC02265	4	chr04_bin002	55	31997341	54607131
CHRNA9	4	chr04_bin002	55	31997341	54607131
RBM47	4	chr04_bin002	55	31997341	54607131
NSUN7	4	chr04_bin002	55	31997341	54607131
APBB2	4	chr04_bin002	55	31997341	54607131
UCHL1	4	chr04_bin002	55	31997341	54607131
LIMCH1	4	chr04_bin002	55	31997341	54607131
PHOX2B	4	chr04_bin002	55	31997341	54607131
LINC00682	4	chr04_bin002	55	31997341	54607131
TMEM33	4	chr04_bin002	55	31997341	54607131
DCAF4L1	4	chr04_bin002	55	31997341	54607131
SLC30A9	4	chr04_bin002	55	31997341	54607131
BEND4	4	chr04_bin002	55	31997341	54607131
SHISA3	4	chr04_bin002	55	31997341	54607131
ATP8A1	4	chr04_bin002	55	31997341	54607131
GRXCR1	4	chr04_bin002	55	31997341	54607131
LINC02383	4	chr04_bin002	55	31997341	54607131
LINC02475	4	chr04_bin002	55	31997341	54607131
KCTD8	4	chr04_bin002	55	31997341	54607131
YIPF7	4	chr04_bin002	55	31997341	54607131
GUF1	4	chr04_bin002	55	31997341	54607131
GNPDA2	4	chr04_bin002	55	31997341	54607131
GABRG1	4	chr04_bin002	55	31997341	54607131
GABRA2	4	chr04_bin002	55	31997341	54607131
COX7B2	4	chr04_bin002	55	31997341	54607131
GABRA4	4	chr04_bin002	55	31997341	54607131
GABRB1	4	chr04_bin002	55	31997341	54607131
COMMD8	4	chr04_bin002	55	31997341	54607131
ATP10D	4	chr04_bin002	55	31997341	54607131
CORIN	4	chr04_bin002	55	31997341	54607131
NFXL1	4	chr04_bin002	55	31997341	54607131
NIPAL1	4	chr04_bin002	55	31997341	54607131
CNGA1	4	chr04_bin002	55	31997341	54607131
TXK	4	chr04_bin002	55	31997341	54607131
TEC	4	chr04_bin002	55	31997341	54607131
SLAIN2	4	chr04_bin002	55	31997341	54607131
SLC10A4	4	chr04_bin002	55	31997341	54607131
ZAR1	4	chr04_bin002	55	31997341	54607131
FRYL	4	chr04_bin002	55	31997341	54607131
OCIAD1	4	chr04_bin002	55	31997341	54607131
OCIAD1-AS1	4	chr04_bin002	55	31997341	54607131
OCIAD2	4	chr04_bin002	55	31997341	54607131
CWH43	4	chr04_bin002	55	31997341	54607131
DCUN1D4	4	chr04_bin002	55	31997341	54607131
LRRC66	4	chr04_bin002	55	31997341	54607131
SGCB	4	chr04_bin002	55	31997341	54607131
LINC02480	4	chr04_bin002	55	31997341	54607131
SPATA18	4	chr04_bin002	55	31997341	54607131
USP46	4	chr04_bin002	55	31997341	54607131
DANCR	4	chr04_bin002	55	31997341	54607131
ERVMER34-1	4	chr04_bin002	55	31997341	54607131
LINC01618	4	chr04_bin002	55	31997341	54607131
RASL11B	4	chr04_bin002	55	31997341	54607131
SCFD2	4	chr04_bin002	55	31997341	54607131
FIP1L1	4	chr04_bin002	55	31997341	54607131
LNX1	4	chr04_bin002	55	31997341	54607131
LNX1-AS1	4	chr04_bin002	55	31997341	54607131
LNX1-AS2	4	chr04_bin002	55	31997341	54607131
CHIC2	4	chr04_bin002	55	31997341	54607131
GSX2	4	chr04_bin002	55	31997341	54607131
PDGFRA	4	chr04_bin002	55	31997341	54607131
LINC02283	4	chr04_bin002	55	31997341	54607131
LINC02260	4	chr04_bin002	55	31997341	54607131
KIT	4	chr04_bin003	56	54657267	73988276
LINC02358	4	chr04_bin003	56	54657267	73988276
KDR	4	chr04_bin003	56	54657267	73988276
SRD5A3	4	chr04_bin003	56	54657267	73988276
SRD5A3-AS1	4	chr04_bin003	56	54657267	73988276
TMEM165	4	chr04_bin003	56	54657267	73988276
CLOCK	4	chr04_bin003	56	54657267	73988276
PDCL2	4	chr04_bin003	56	54657267	73988276
NMU	4	chr04_bin003	56	54657267	73988276
EXOC1L	4	chr04_bin003	56	54657267	73988276
EXOC1	4	chr04_bin003	56	54657267	73988276
CEP135	4	chr04_bin003	56	54657267	73988276
AASDH	4	chr04_bin003	56	54657267	73988276
PPAT	4	chr04_bin003	56	54657267	73988276
PAICS	4	chr04_bin003	56	54657267	73988276
SRP72	4	chr04_bin003	56	54657267	73988276
ARL9	4	chr04_bin003	56	54657267	73988276
HOPX	4	chr04_bin003	56	54657267	73988276
SPINK2	4	chr04_bin003	56	54657267	73988276
REST	4	chr04_bin003	56	54657267	73988276
NOA1	4	chr04_bin003	56	54657267	73988276
POLR2B	4	chr04_bin003	56	54657267	73988276
IGFBP7	4	chr04_bin003	56	54657267	73988276
IGFBP7-AS1	4	chr04_bin003	56	54657267	73988276
LINC02380	4	chr04_bin003	56	54657267	73988276
LINC02494	4	chr04_bin003	56	54657267	73988276
LINC02619	4	chr04_bin003	56	54657267	73988276
LINC02429	4	chr04_bin003	56	54657267	73988276
LINC02496	4	chr04_bin003	56	54657267	73988276
